_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G
0.129225 -0.050383 -0.118999 202.9 "Gaia DR2 5967066543295913984" 254.84643948807 0.3220 -40.30897532996 0.2689 1635721458409799680 5967066543295913984 163471344 2015.5 0.7396 0.5105 1.4488 -7.032 0.569 -6.716 0.462 0.1774 -0.3388 -0.2233 -0.2705 -0.3440 0.0073 -0.7817 -0.3899 0.5730 -0.1101 208 0 207 1 2.4757 255.18 0.723 1.5 31 0 0.2453 1.3312 0.0665 0.057 24 11 0.56752 0 26 0 225 515.9 1.273 405.129 18.907049328862925 0.0032284463623345467 21 103.7 7.78 13.325 20.3123 0.0815 24 837.7 8.573 97.705 17.4542 0.0111 1.825 0 2.8580496558391957 1.4052179439750532 1.4528 "" "" 0 "" "" "" NOT_AVAILABLE 345.26314929756 1.36234284991 257.93527781679 -17.50225179702 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84647919100 8.8276 -40.30894641290 7.1700 0.08226912170956148 0.08155696029576819
0.138182 -0.061656 -0.123664 206.5 "Gaia DR2 5967066513230740736" 254.83165059710 0.0491 -40.31363105279 0.0399 1635721458409799680 5967066513230740736 1691226408 2015.5 0.6699 0.0642 10.4276 2.119 0.086 -0.017 0.068 -0.0409 -0.3818 -0.3496 -0.0158 -0.3130 0.2231 -0.8156 -0.2388 0.4431 -0.2037 210 0 210 0 2.7415 264.88 0.111 1.6 31 0 17.0891 1.4252 0.0090 0.075 24 11 0.089058 0 25 0 218 1.838e+04 6.465 2843.699 15.02729997163948 0.001840048392184321 23 6011 32.73 183.656 15.9041 0.0059 24 1.937e+04 25.54 758.398 14.0440 0.0014 1.381 0 1.8601234845534567 0.8767873619777227 0.9832 "" "" 0 "" "" "" NOT_AVAILABLE 345.25251396364 1.36832643915 257.92405616109 -17.50810987821 100001 3930.00 3851.00 4177.51 "" "" "" "" "" "" 200111 3.63 3.21 3.78 2.826 2.249 3.404 254.83163863300 1.3331 -40.31363097820 1.0601 0.006524469071152186 0.0063478339307280465
0.128898 -0.052954 -0.117518 204.3 "Gaia DR2 5967066508932223616" 254.84306932632 0.7445 -40.30749274803 0.5814 1635721458409799680 5967066508932223616 727780628 2015.5 -1.2033 1.1694 -1.0290 -4.010 1.912 -8.043 1.338 0.1311 -0.2103 0.1794 0.0713 -0.3836 -0.0774 -0.6632 -0.0905 0.5743 0.4532 168 0 168 0 4.2850 252.36 2.201 3 31 0 0.0523 1.5471 0.1526 0.123 19 9 1.8113 0 21 0 186 222.3 1.157 192.085 19.820904821092075 0.005931797266015206 19 108.2 10.22 10.588 20.2656 0.1025 19 344.1 10.54 32.651 18.4202 0.0333 2.035 0 1.845342521017674 0.4446259991148942 1.4007 "" "" 0 "" "" "" NOT_AVAILABLE 345.26272530163 1.36527939389 257.93242962954 -17.50105828968 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84309196500 29.6508 -40.30745811670 20.7432 0.10781789152420936 0.10271548188159227
0.130210 -0.051881 -0.119428 203.5 "Gaia DR2 5967066508932223488" 254.84447518308 8.8560 -40.30940294082 4.3861 1635721458409799680 5967066508932223488 989696823 2015.5 "" "" "" "" "" "" "" -0.3730 "" "" "" "" "" "" "" "" "" 105 0 105 0 3.7622 162.28 4.395 2.4 3 0 0.0131 "" "" 0.152 12 6 82.983 0 14 0 120 103.6 1.324 78.212 20.65021021410201 0.013998703455962998 12 99.77 13.64 7.313 20.3539 0.1485 14 287.8 12.83 22.437 18.6142 0.0484 3.742 0 1.7396943221602648 -0.2963428198917306 2.0359 "" "" 0 "" "" "" NOT_AVAILABLE 345.26188669186 1.36325570930 257.93376544591 -17.50284018461 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84447518300 8.8560 -40.30940294080 4.3861 0.15617933690331015 0.1491399155660366
0.117827 -0.049774 -0.106798 205.0 "Gaia DR2 5967066547589315200" 254.84724963657 4.5506 -40.29677455278 2.8700 1635721458409799680 5967066547589315200 1357641292 2015.5 "" "" "" "" "" "" "" 0.5091 "" "" "" "" "" "" "" "" "" 97 0 97 0 1.9257 119.88 1.411 0.36 3 0 0.0206 "" "" 0.243 11 6 11.291 0 12 0 106 103.8 1.496 69.345 20.648429736539676 0.01575970838543441 10 115.1 13.83 8.325 20.1983 0.1304 11 277.6 10.9 25.462 18.6535 0.0426 3.785 0 1.544865785119086 -0.45009529358202727 1.9949 "" "" 0 "" "" "" NOT_AVAILABLE 345.27312327322 1.36940096817 257.93452709189 -17.49005638590 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84724963700 4.5506 -40.29677455280 2.8700 0.1372270021263746 0.13136906467588638
0.134041 -0.059147 -0.120285 206.2 "Gaia DR2 5967066513228851584" 254.83494568426 1.7458 -40.31025486696 1.4477 1635721458409799680 5967066513228851584 908169981 2015.5 "" "" "" "" "" "" "" -0.3655 "" "" "" "" "" "" "" "" "" 123 0 123 0 2.7707 165.05 2.879 2.5 3 0 0.0297 "" "" 0.189 14 6 3.9451 0 16 0 140 148.2 1.097 135.124 20.261352737028503 0.008234282777181978 13 68.8 7.959 8.644 20.7574 0.1256 16 294.8 10.2 28.891 18.5879 0.0376 2.454 0 2.169510621579544 0.49609189171734513 1.6734 "" "" 0 "" "" "" NOT_AVAILABLE 345.25672218243 1.36843982006 257.92628875319 -17.50447966836 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.83494568400 1.7458 -40.31025486700 1.4477 0.13113023941090415 0.12588532372007621
0.130549 -0.054482 -0.118637 204.7 "Gaia DR2 5967066513228851456" 254.84106502399 2.3455 -40.30861026106 1.5398 1635721458409799680 5967066513228851456 339613594 2015.5 "" "" "" "" "" "" "" 0.1257 "" "" "" "" "" "" "" "" "" 144 0 143 1 1.4484 162.74 1.575 0.55 3 0 0.0257 "" "" 0.170 17 8 4.8388 0 19 0 161 124.5 1.081 115.150 20.450738265480375 0.009598835529228605 15 80.79 8.275 9.763 20.5830 0.1112 16 241.8 13.91 17.379 18.8034 0.0625 2.591 0 1.779580491879237 0.13228113358110605 1.6473 "" "" 0 "" "" "" NOT_AVAILABLE 345.26090142386 1.36578959989 257.93096435552 -17.50233582734 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84106502400 2.3455 -40.30861026110 1.5398 0.12758094787484087 0.1116353192092624
0.125918 -0.050947 -0.115150 203.9 "Gaia DR2 5967066543295913344" 254.84570340605 0.8824 -40.30512656575 0.6714 1635721458409799680 5967066543295913344 947555950 2015.5 2.0064 1.3038 1.5389 -4.185 2.232 -5.178 1.529 0.1556 -0.2238 0.1551 0.0552 -0.3474 -0.0833 -0.6461 -0.0704 0.5452 0.4748 158 0 158 0 7.0584 311.59 3.439 8.6 31 0 0.0403 1.0392 0.1806 0.152 18 9 2.1139 0 20 0 175 237.1 1.266 187.343 19.75093372439052 0.006068745750560952 17 80.34 10.52 7.638 20.5890 0.1422 19 572.2 9.899 57.808 17.8680 0.0188 2.752 0 2.721069883972376 0.8381096401561514 1.8829 "" "" 0 "" "" "" NOT_AVAILABLE 345.26582787276 1.36516373165 257.93425275783 -17.49848717945 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84572703500 34.6006 -40.30510427240 23.7091 0.1434078151481257 0.14228940156043562
0.132820 -0.053817 -0.121428 203.9 "Gaia DR2 5967066513228849792" 254.84193358223 2.2598 -40.31140225235 1.4529 1635721458409799680 5967066513228849792 1473308822 2015.5 "" "" "" "" "" "" "" 0.1607 "" "" "" "" "" "" "" "" "" 139 0 139 0 1.8495 165.85 0.000 0 3 0 0.0314 "" "" 0.213 16 7 5.0473 0 17 0 148 132 1.205 109.513 20.387129725082232 0.010076673433136348 11 82.35 12.3 6.694 20.5622 0.1622 9 255.6 12.88 19.838 18.7432 0.0547 2.560 0 1.8190600225430593 0.1750981091827839 1.6439 "" "" 0 "" "" "" NOT_AVAILABLE 345.25911622518 1.36354265500 257.93197398396 -17.50503892737 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84193358200 2.2598 -40.31140225240 1.4529 0.17120610555457463 0.1625245666187964
0.129100 -0.046399 -0.120474 201.1 "Gaia DR2 5967066547590474368" 254.85166190509 0.1891 -40.31045297101 0.1528 1635721458409799680 5967066547590474368 913211856 2015.5 0.1285 0.2651 0.4849 -3.991 0.322 1.006 0.260 0.0738 -0.3912 -0.2822 -0.1623 -0.3090 0.0949 -0.7844 -0.2846 0.4870 -0.1368 207 0 207 0 40.0386 2544.97 1.084 88 31 0 0.7627 1.2566 0.0363 0.054 24 11 0.31076 0 26 0 225 8852 15.97 554.417 15.820808704452695 0.002659891304897437 23 84.45 6.54 12.914 20.5348 0.0841 26 1.92e+04 124.1 154.648 14.0538 0.0070 2.178 1 6.48103282184387 4.714040705169289 1.7670 "" "" 0 "" "" "" NOT_AVAILABLE 345.26445053607 1.35829925498 257.93959755579 -17.50328650679 100022 3282.00 3271.50 3332.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 254.85168443800 5.0012 -40.31045730160 4.0352 0.08440225842795891 0.0841303213104132
0.130086 -0.057466 -0.116704 206.2 "Gaia DR2 5967066513227316608" 254.83715309289 2.6300 -40.30667511214 2.1643 1635721458409799680 5967066513227316608 743568557 2015.5 "" "" "" "" "" "" "" 0.8829 "" "" "" "" "" "" "" "" "" 125 0 125 0 2.2839 158.17 1.939 1 3 0 0.0319 "" "" 0.307 15 7 6.7204 0 17 0 143 134.1 1.126 119.015 20.370151982128398 0.009298467257150254 16 91.86 8.899 10.322 20.4435 0.1052 16 259.8 13.93 18.651 18.7255 0.0582 2.623 0 1.7180491549634453 0.07340828226200813 1.6446 "" "" 0 "" "" "" NOT_AVAILABLE 345.26057744392 1.36933067204 257.92763372280 -17.50073762989 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.83715309300 2.6300 -40.30667511210 2.1643 0.1202406750136464 0.10560217234618006
0.133151 -0.058925 -0.119403 206.3 "Gaia DR2 5967066513229572480" 254.83523782251 21.1761 -40.30937300659 8.6259 1635721458409799680 5967066513229572480 891157241 2015.5 "" "" "" "" "" "" "" 0.4902 "" "" "" "" "" "" "" "" "" 79 0 78 1 2.4829 106.44 4.701 3.9 3 0 0.0123 "" "" 0.232 9 3 5515.6 0 10 0 88 88.67 1.362 65.097 20.819019442777606 0.016775052471051332 3 123.2 36.22 3.401 20.1251 0.3193 3 291 29.22 9.959 18.6022 0.1090 4.671 0 1.522807387773259 -0.6939699448530803 2.2167 "" "" 0 "" "" "" NOT_AVAILABLE 345.25755320109 1.36881009985 257.92642005561 -17.50357876633 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.83523782300 21.1761 -40.30937300660 8.6259 0.33736119860544006 0.3196947145574785
0.132083 -0.072185 -0.110613 213.1 "Gaia DR2 5967066577651550848" 254.81786142732 0.4227 -40.30057014343 0.3291 1635721458409799680 5967066577651550848 1555778509 2015.5 0.2076 0.6375 0.3257 -1.326 1.090 -1.562 0.756 0.1600 -0.1949 0.1631 0.0630 -0.4021 -0.0986 -0.6700 -0.0971 0.5515 0.4744 175 0 175 0 2.5266 220.18 0.971 1.7 31 0 0.1580 1.2299 0.0837 0.133 20 9 1.0364 0 21 0 184 408.5 1.182 345.685 19.16034011817188 0.003620056587118981 19 186.7 11.39 16.390 19.6733 0.0662 20 695.1 13.94 49.873 17.6568 0.0218 2.159 0 2.0165517896271297 0.5130246636481388 1.5035 "" "" 0 "" "" "" NOT_AVAILABLE 345.25627434005 1.38466748966 257.91160095015 -17.49627514091 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.81786891400 16.9075 -40.30056341780 11.7275 0.06976967130839637 0.06635787880120693
0.128697 -0.069942 -0.108032 212.9 "Gaia DR2 5967066581950230784" 254.82080514807 0.2614 -40.29799141739 0.2016 1635721458409799680 5967066581950230784 1255139943 2015.5 0.1273 0.3452 0.3689 -4.348 0.556 -4.366 0.387 0.0891 -0.3757 -0.0410 -0.0131 -0.3439 0.0824 -0.7008 -0.2504 0.4031 0.1883 185 0 184 1 35.6231 2049.60 1.459 73 31 0 0.4032 1.3000 0.0475 0.098 21 10 0.49871 0 22 0 187 3918 23.06 169.875 16.705849745409832 0.006640103225426087 18 75.16 8.537 8.804 20.6614 0.1233 22 9809 201.4 48.699 14.7828 0.0223 2.523 1 5.878613601429983 3.955568835483973 1.9230 "" "" 0 "" "" "" NOT_AVAILABLE 345.25969026921 1.38449845718 257.91364556711 -17.49346664101 100002 3282.00 3275.75 3293.00 2.7890 2.6159 2.8730 1.4315 1.3946 1.4694 "" "" "" "" "" "" "" 254.82082969500 8.6296 -40.29797261790 6.0002 0.12533954442651013 0.12350469035494312
0.122588 -0.052409 -0.110820 205.3 "Gaia DR2 5967066543295911680" 254.84379070953 0.9953 -40.30079483044 0.7874 1635721458409799680 5967066543295911680 1632501781 2015.5 0.6660 1.3774 0.4835 -6.052 2.507 -4.251 1.624 0.4605 -0.0915 -0.1245 -0.2164 -0.2112 -0.3755 -0.7472 -0.2407 0.4273 0.5683 142 0 142 0 2.1225 174.44 1.317 0.83 31 0 0.0476 1.0964 0.1852 0.231 16 8 2.4289 0 18 0 160 168.4 1.046 161.087 20.122480286749234 0.006976525501527791 16 65.96 10.23 6.449 20.8032 0.1684 16 446.7 10.23 43.648 18.1369 0.0249 3.044 0 2.6663054060214115 0.6806852084225206 1.9856 "" "" 0 "" "" "" NOT_AVAILABLE 345.26833109023 1.36898854193 257.93223719622 -17.49434032320 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.84382487400 38.8761 -40.30077652540 25.1853 0.1701972069431941 0.16850344824266714
0.115719 -0.043255 -0.107331 201.9 "Gaia DR2 5967066543296867328" 254.85579687180 1.5656 -40.29731215022 1.3513 1635721458409799680 5967066543296867328 179349248 2015.5 "" "" "" "" "" "" "" 0.3749 "" "" "" "" "" "" "" "" "" 122 0 121 1 4.4085 195.99 3.551 3.2 3 0 0.0192 "" "" 0.228 14 7 4.1436 0 16 0 140 113.8 1.341 84.832 20.548139747708298 0.012925025341263417 15 63.62 8.725 7.292 20.8423 0.1489 14 318.8 6.834 46.643 18.5032 0.0233 3.360 0 2.3391581732138143 0.2941907639296666 2.0449 "" "" 0 "" "" "" NOT_AVAILABLE 345.27673215183 1.36394481045 257.94138278305 -17.48988030257 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.85579687200 1.5656 -40.29731215020 1.3513 0.15071244611166154 0.14945189272831175
0.116456 -0.045440 -0.107225 203.0 "Gaia DR2 5967066547587052288" 254.85293236718 19.1521 -40.29720552773 10.5856 1635721458409799680 5967066547587052288 1603244861 2015.5 "" "" "" "" "" "" "" 0.9398 "" "" "" "" "" "" "" "" "" 59 0 58 1 0.7908 60.83 4.895 25 3 0 0.0085 "" "" 0.269 7 3 3.0053e+05 0 9 0 76 81.39 1.709 47.626 20.91203905195393 0.022867609667063804 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.27546491953 1.36572794216 257.93909358825 -17.49001237900 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.85293236700 19.1521 -40.29720552770 10.5856 "" ""
0.117533 -0.042248 -0.109677 201.1 "Gaia DR2 5967066543296868224" 254.85711515056 12.7910 -40.29965951190 10.0490 1635721458409799680 5967066543296868224 1253984975 2015.5 "" "" "" "" "" "" "" -0.4991 "" "" "" "" "" "" "" "" "" 50 0 50 0 4.3537 99.09 6.113 2.3 3 0 0.0071 "" "" 0.150 6 4 1243.3 0 8 0 69 71.69 1.322 54.242 21.049768648722402 0.0200965199975594 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.27550831647 1.36170336569 257.94269882762 -17.49210414672 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.85711515100 12.7910 -40.29965951190 10.0490 "" ""
0.133252 -0.071530 -0.112425 212.5 "Gaia DR2 5967066581946813312" 254.81871668656 1.3926 -40.30238288458 1.1547 1635721458409799680 5967066581946813312 1615703910 2015.5 "" "" "" "" "" "" "" 0.7434 "" "" "" "" "" "" "" "" "" 148 0 147 1 -1.5203 117.30 0.000 8.4e-16 3 0 0.0456 "" "" 0.239 17 8 3.5625 0 18 0 158 162.4 1.285 126.434 20.16180124685476 0.00877450183757934 14 192.6 10.81 17.824 19.6396 0.0609 16 243.2 9.568 25.422 18.7969 0.0427 2.683 0 0.8427894116579822 -0.522154665642379 1.3649 "" "" 0 "" "" "" NOT_AVAILABLE 345.25525315816 1.38303369784 257.91248836605 -17.49800579395 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.81871668700 1.3926 -40.30238288460 1.1547 0.0744339105006611 0.061560174620300126
0.132973 -0.057872 -0.119719 205.8 "Gaia DR2 5967066508932072320" 254.83661779050 0.2830 -40.30968952083 0.2345 1635721458409799680 5967066508932072320 994914963 2015.5 0.4890 0.4521 1.0816 -0.069 0.519 0.150 0.402 0.2453 -0.2875 -0.2542 -0.3023 -0.3223 -0.0521 -0.7921 -0.4314 0.5521 -0.0531 193 0 192 1 0.0462 187.23 0.000 0 31 0 0.3618 1.1678 0.0580 0.099 22 10 0.50191 0 24 0 208 576.9 1.38 417.931 18.785723963506562 0.0031605757575130585 24 165.1 7.722 21.376 19.8072 0.0508 20 894.4 8.461 105.709 17.3830 0.0103 1.837 0 2.4242076089187847 1.0215056101032154 1.4026 "" "" 0 "" "" "" NOT_AVAILABLE 345.25795532423 1.36778739487 257.92755307757 -17.50377858019 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.83661818100 8.0448 -40.30969016530 6.2285 0.05187464380221208 0.050910369271586556
0.124177 -0.023416 -0.121950 190.9 "Gaia DR2 5967066646375158528" 254.88180176527 13.9889 -40.31194086891 6.4088 1635721458409799680 5967066646375158528 490595129 2015.5 "" "" "" "" "" "" "" 0.9366 "" "" "" "" "" "" "" "" "" 105 0 105 0 0.7146 109.74 1.950 0.59 3 0 0.0175 "" "" 0.245 12 6 53.309 0 14 0 124 95.86 1.277 75.065 20.734261152200414 0.014575745781147346 10 54.44 8.654 6.291 21.0116 0.1726 13 253.7 14.76 17.192 18.7510 0.0632 3.215 0 2.260571489435975 0.27732357519827744 1.9832 "" "" 0 "" "" "" NOT_AVAILABLE 345.27749073829 1.33931307089 257.96372276161 -17.50226302349 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.88180176500 13.9889 -40.31194086890 6.4088 0.18380402010607758 0.17321778481775776
0.109103 -0.011206 -0.108526 185.9 "Gaia DR2 5967066685027538176" 254.89781704217 2.0403 -40.29852061910 1.7125 1635721458409799680 5967066685027538176 874430882 2015.5 "" "" "" "" "" "" "" -0.4565 "" "" "" "" "" "" "" "" "" 112 0 111 1 1.4987 128.59 2.643 1.2 3 0 0.0208 "" "" 0.077 13 8 4.1657 0 15 0 131 117.9 1.57 75.097 20.50970758637389 0.014569985647690787 11 90.11 9.738 9.253 20.4645 0.1173 13 260.1 15.2 17.104 18.7242 0.0635 2.970 0 1.7402875315307824 -0.04520394018051732 1.7854 "" "" 0 "" "" "" NOT_AVAILABLE 345.29559411685 1.33800281702 257.97492278973 -17.48759448382 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.89781704200 2.0403 -40.29852061910 1.7125 0.13343216349117631 0.11825016416117894
0.122876 -0.031942 -0.118651 195.1 "Gaia DR2 5967066719387273728" 254.87062201748 9.8004 -40.30863910811 4.8403 1635721458409799680 5967066719387273728 956304467 2015.5 "" "" "" "" "" "" "" -0.3586 "" "" "" "" "" "" "" "" "" 92 0 92 0 2.4158 122.08 4.616 2.3 3 0 0.0117 "" "" 0.161 11 5 436.64 0 13 0 112 95.56 1.316 72.629 20.737709675044236 0.015056737234690988 11 75.89 12.09 6.279 20.6509 0.1729 12 233.1 10.74 21.715 18.8428 0.0500 3.234 0 1.80806995382191 -0.08682824227566854 1.8948 "" "" 0 "" "" "" NOT_AVAILABLE 345.27481685466 1.34805572082 257.95446019965 -17.49990856844 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.87062201700 9.8004 -40.30863910810 4.8403 0.18002920909634482 0.17359029301608608
0.118170 -0.010575 -0.117696 185.1 "Gaia DR2 5967066685025967616" 254.89864240244 0.6712 -40.30769068846 0.5311 1635721458409799680 5967066685025967616 397933470 2015.5 0.0493 1.0023 0.0491 -0.650 1.701 -1.412 1.212 0.2529 -0.1719 0.0900 -0.0163 -0.3702 -0.1762 -0.6698 -0.1087 0.5326 0.5131 148 0 147 1 3.5860 210.54 1.797 3 31 0 0.0721 1.1090 0.1466 0.134 17 9 1.6418 0 19 0 164 267.5 1.244 214.924 19.620252934011535 0.005362672572684956 15 84.24 13.35 6.312 20.5377 0.1720 16 389.1 10.97 35.468 18.2867 0.0306 1.770 0 2.2509494811944073 0.9174156076224982 1.3335 "" "" 0 "" "" "" NOT_AVAILABLE 345.28877065391 1.33184229765 257.97662356781 -17.49664186278 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.89864607200 26.3666 -40.30768461000 18.7939 0.17472742470900152 0.17209793389781772
0.099822 -0.026869 -0.096138 195.6 "Gaia DR2 5967066749450299776" 254.87728622413 0.5536 -40.28612816976 0.4305 1635721458409799680 5967066749450299776 1586592639 2015.5 0.7797 0.8045 0.9691 -0.495 1.409 -6.551 0.999 0.0351 -0.2609 0.0799 0.1338 -0.2914 0.0363 -0.5806 -0.0502 0.4416 0.4344 138 0 136 2 3.2136 189.35 1.600 3.2 31 0 0.1035 1.2461 0.1307 0.055 17 9 1.3259 0 20 0 153 364.8 1.438 253.777 19.28320338068197 0.004641648968240333 16 132.5 10.55 12.557 20.0462 0.0865 17 509.8 8.762 58.183 17.9934 0.0187 1.761 0 2.0528515074399465 0.7629846875092348 1.2898 "" "" 0 "" "" "" NOT_AVAILABLE 345.29566077792 1.35797288058 257.95718911691 -17.47697818481 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.87728901700 21.8433 -40.28609996570 15.4875 0.0884892052196819 0.0866028990712425
0.108965 -0.008767 -0.108612 184.6 "Gaia DR2 5967066680735853824" 254.90101496030 7.3578 -40.29860650210 4.0297 1635721458409799680 5967066680735853824 752441337 2015.5 "" "" "" "" "" "" "" 0.2704 "" "" "" "" "" "" "" "" "" 88 0 88 0 4.3285 151.20 5.760 5 3 0 0.0123 "" "" 0.288 10 5 63.181 0 12 0 105 100.6 1.16 86.713 20.682336864664865 0.012649884246695465 9 78.07 14.84 5.260 20.6202 0.2064 9 290.2 18.96 15.309 18.6050 0.0709 3.662 0 2.015182682750968 -0.062147308832436465 2.0772 "" "" 0 "" "" "" NOT_AVAILABLE 345.29703384711 1.33603192497 257.97747462469 -17.48741486578 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.90101496000 7.3578 -40.29860650210 4.0297 0.21826693094592373 0.20680287205587314
0.100378 -0.020839 -0.098191 192.0 "Gaia DR2 5967066749455316992" 254.88519103905 4.7174 -40.28818325661 2.8526 1635721458409799680 5967066749455316992 139327338 2015.5 "" "" "" "" "" "" "" 0.5582 "" "" "" "" "" "" "" "" "" 112 0 110 2 4.5609 184.96 4.045 5.6 3 0 0.0165 "" "" 0.229 13 7 10.688 0 14 0 108 112.1 1.67 67.117 20.56428911266576 0.01627596277387145 9 70.49 15.08 4.675 20.7310 0.2322 13 319.1 11.36 28.097 18.5021 0.0386 3.475 0 2.2289705488347273 0.16673045110642093 2.0622 "" "" 0 "" "" "" NOT_AVAILABLE 345.29777205266 1.35196221813 257.96370770753 -17.47836520793 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.88519103900 4.7174 -40.28818325660 2.8526 0.23543334385194328 0.23280256640778446
0.119768 -0.025408 -0.117042 192.2 "Gaia DR2 5967066650668520192" 254.87919193528 21.2454 -40.30703227780 8.4953 1635721458409799680 5967066650668520192 272394691 2015.5 "" "" "" "" "" "" "" 0.4854 "" "" "" "" "" "" "" "" "" 76 0 76 0 10.3374 277.50 4.832 10 3 0 0.0119 "" "" 0.233 9 3 4103.5 0 10 0 88 95.67 1.521 62.896 20.736460585873658 0.017356195767396772 8 81.87 10.44 7.844 20.5686 0.1384 9 248.8 8.398 29.622 18.7725 0.0367 3.456 0 1.796126079636153 -0.16788585261579314 1.9640 "" "" 0 "" "" "" NOT_AVAILABLE 345.28012059597 1.34391118183 257.96108849998 -17.49760007084 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.87919193500 21.2454 -40.30703227780 8.4953 0.14320109819852023 0.1395017593236493
0.098207 -0.021769 -0.095764 192.8 "Gaia DR2 5967066749455315968" 254.88397236807 0.5472 -40.28575571541 0.4533 1635721458409799680 5967066749455315968 1465435179 2015.5 -0.2522 0.8334 -0.3026 3.079 1.475 -0.967 1.050 0.1121 -0.0759 0.1523 0.1335 -0.4273 -0.0647 -0.6631 -0.0057 0.6111 0.4753 167 0 166 1 2.5914 211.32 1.151 1.4 31 0 0.0917 1.4130 0.1205 0.137 20 10 1.4125 0 22 0 177 267.8 1.32 202.841 19.61875200115354 0.0056472203886220405 16 95.78 13.43 7.134 20.3982 0.1522 16 512.4 10.4 49.270 17.9879 0.0220 2.271 0 2.4103908559148266 0.7794949199588288 1.6308 "" "" 0 "" "" "" NOT_AVAILABLE 345.29910653209 1.35419320651 257.96246211309 -17.47605315570 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.88395499000 22.8617 -40.28575155270 16.2767 0.15380339860167366 0.15230943794196522
0.111794 -0.010695 -0.111281 185.5 "Gaia DR2 5967066685027533696" 254.89848671130 16.2524 -40.30127542491 7.9277 1635721458409799680 5967066685027533696 1582839 2015.5 "" "" "" "" "" "" "" 0.9173 "" "" "" "" "" "" "" "" "" 80 0 79 1 2.2950 104.74 5.373 2.1 3 0 0.0089 "" "" 0.304 9 5 348.64 0 11 0 97 90.2 1.292 69.814 20.800407753895808 0.015655951970604955 8 70.32 18.97 3.708 20.7336 0.2928 11 216.2 14.5 14.908 18.9248 0.0728 3.176 0 1.8088455722515882 -0.06675119772119231 1.8755 "" "" 0 "" "" "" NOT_AVAILABLE 345.29374303515 1.33589920859 257.97576894639 -17.49027748364 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.89848671100 16.2524 -40.30127542490 7.9277 0.3017357862866195 0.29322747462427173
