_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G
0.115233 -0.005924 -0.115081 182.9 "Gaia DR2 5967065924820673408" 254.90474203439 10.3528 -40.30507608709 6.2734 1635721458409799680 5967065924820673408 267403912 2015.5 "" "" "" "" "" "" "" -0.3193 "" "" "" "" "" "" "" "" "" 51 0 51 0 1.9520 66.52 3.085 0.88 3 0 0.0150 "" "" 0.146 6 5 652.28 0 9 0 70 87.5 1.474 59.360 20.83344187720309 0.018379400766497928 5 57.17 9.076 6.299 20.9585 0.1724 6 295.5 29.32 10.080 18.5856 0.1077 4.031 0 2.3729554695325987 0.1250566581323973 2.2478 "" "" 0 "" "" "" NOT_AVAILABLE 345.29370167788 1.32979993704 257.98117404597 -17.49353740708 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.90474203400 10.3528 -40.30507608710 6.2734 0.20327826996353 0.17336083490468177
0.125058 -0.006697 -0.124878 183.1 "Gaia DR2 5967065924820672128" 254.90372620160 2.7433 -40.31487308933 2.2981 1635721458409799680 5967065924820672128 1647206446 2015.5 "" "" "" "" "" "" "" -0.3440 "" "" "" "" "" "" "" "" "" 89 0 89 0 8.3565 244.18 5.310 4.3 3 0 0.0103 "" "" 0.186 10 7 8.3397 0 12 0 97 100.2 1.534 65.297 20.686772599383808 0.01672522140877108 9 58.9 21.3 2.765 20.9262 0.3927 10 295.8 13.97 21.171 18.5843 0.0513 3.542 0 2.341946147362666 0.23943132688109614 2.1025 "" "" 0 "" "" "" NOT_AVAILABLE 345.28551705954 1.32435666077 257.98148242695 -17.50336058386 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.90372620200 2.7433 -40.31487308930 2.2981 0.3960277153874374 0.3930449417792193
0.118983 -0.000753 -0.118980 180.4 "Gaia DR2 5967066027899895040" 254.91152212616 0.7678 -40.30897546619 0.7038 1635721458409799680 5967066027899895040 544120700 2015.5 0.3598 1.0132 0.3551 6.453 1.971 0.132 1.572 0.3049 0.3422 -0.3311 -0.0687 -0.3642 -0.5333 -0.8144 0.0857 0.6017 0.6619 157 0 156 1 3.1289 211.33 1.072 0.78 31 0 0.0690 1.0770 0.1596 0.122 18 9 2.1103 0 19 0 164 207 1.195 173.220 19.898421715411033 0.0065214504556496185 15 60.56 8.161 7.421 20.8958 0.1463 16 365.4 10.46 34.949 18.3549 0.0311 2.058 0 2.5409265438051456 0.997424005313615 1.5435 "" "" 0 "" "" "" NOT_AVAILABLE 345.29382933143 1.32332520541 257.98700715987 -17.49685226420 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.91148569300 30.5603 -40.30897603540 24.3770 0.14958133474740506 0.1464525324427506
0.114924 -0.000477 -0.114923 180.2 "Gaia DR2 5967066027899895552" 254.91188412593 3.8683 -40.30491861407 4.1128 1635721458409799680 5967066027899895552 1082454849 2015.5 "" "" "" "" "" "" "" -0.3593 "" "" "" "" "" "" "" "" "" 98 0 97 1 1.8289 118.32 0.898 0.21 3 0 0.0364 "" "" 0.138 11 6 90.397 0 13 0 106 136 1.412 96.291 20.35471244201836 0.011417730209083779 9 48.24 9.818 4.913 21.1429 0.2210 13 281.9 10.19 27.657 18.6368 0.0393 2.428 0 2.50616497096037 0.7881918530714742 1.7179 "" "" 0 "" "" "" NOT_AVAILABLE 345.29719107638 1.32561408410 257.98683309809 -17.49278942069 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.91188412600 3.8683 -40.30491861410 4.1128 0.22445927090857698 0.22128621730205753
0.090282 0.008976 -0.089835 174.3 "Gaia DR2 5967066822468374912" 254.92427509739 0.0516 -40.27982931019 0.0463 1635721458409799680 5967066822468374912 1615496 2015.5 0.7570 0.0654 11.5736 -8.056 0.097 -6.140 0.078 0.0325 -0.1929 -0.4099 -0.0461 -0.4230 0.1744 -0.8263 -0.2568 0.4886 -0.2070 219 0 218 1 -0.4491 203.22 0.000 0 31 0 11.0748 1.4955 0.0111 0.084 25 12 0.10099 0 28 0 236 9667 4.716 2049.681 15.725170703517781 0.0018763228201872715 26 3967 11.43 347.197 16.3552 0.0031 26 8455 16.45 513.970 14.9442 0.0021 1.285 0 1.4110223882080497 0.6300190716377809 0.7810 "" "" 0 "" "" "" NOT_AVAILABLE 345.32276707897 1.33367757881 257.99382911831 -17.46682268843 100001 4465.52 4380.96 4890.00 "" "" "" "" "" "" 200111 1.56 1.30 1.62 0.867 0.708 1.027 254.92432056200 1.5119 -40.27980287320 1.2136 0.004450965094923148 0.003906278471413709
0.095025 0.011198 -0.094363 173.2 "Gaia DR2 5967066062255410176" 254.92718839054 0.2917 -40.28435730623 0.2411 1635721458409799680 5967066062255410176 1567744546 2015.5 0.9861 0.3284 3.0025 -2.177 0.513 -18.645 0.387 0.4347 0.0002 -0.5316 -0.3981 -0.3439 -0.2541 -0.8427 -0.3332 0.4472 0.1803 198 0 197 1 0.8695 208.84 0.000 0 31 0 0.4202 1.4045 0.0615 0.141 23 11 0.51662 0 25 0 213 626.3 1.433 437.211 18.696409287161703 0.003067017066323008 19 187.9 6.494 28.929 19.6668 0.0375 24 728.7 10.74 67.863 17.6056 0.0160 1.463 0 2.06124140000178 0.9704049143093769 1.0908 "" "" 0 "" "" "" NOT_AVAILABLE 345.32057773461 1.32913319119 257.99666011076 -17.47108294629 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.92720067700 7.9511 -40.28427702780 6.0054 0.040866694424886454 0.03768202048244734
0.114291 0.021135 -0.112320 169.3 "Gaia DR2 5967065993540179712" 254.94022228340 8.5263 -40.30231189243 5.2265 1635721458409799680 5967065993540179712 156740977 2015.5 "" "" "" "" "" "" "" 0.9246 "" "" "" "" "" "" "" "" "" 53 0 53 0 1.4259 62.57 3.522 1.5 3 0 0.0157 "" "" 0.310 6 5 41.964 0 8 0 71 90.89 1.378 65.970 20.7921575059637 0.016556324873962056 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.31259221819 1.31022641214 258.00906202327 -17.48785404622 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.94022228300 8.5263 -40.30231189240 5.2265 "" ""
0.120089 0.021734 -0.118106 169.6 "Gaia DR2 5967065997831176576" 254.94100991510 1.8513 -40.30809809918 1.5302 1635721458409799680 5967065997831176576 1273911403 2015.5 "" "" "" "" "" "" "" 0.7739 "" "" "" "" "" "" "" "" "" 154 0 153 1 2.3286 190.99 2.376 2.5 3 0 0.0324 "" "" 0.239 18 8 5.3439 0 20 0 171 131 1.186 110.428 20.395553278328343 0.009996043642911593 15 61.39 8.231 7.458 20.8811 0.1456 19 169.1 8.294 20.389 19.1915 0.0533 1.760 0 1.6896260604474485 0.4855495543508397 1.2040 "" "" 0 "" "" "" NOT_AVAILABLE 345.30841052310 1.30618122782 258.01034547637 -17.49354109477 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.94100991500 1.8513 -40.30809809920 1.5302 0.1550266017516047 0.1459237101782472
0.107524 0.007284 -0.107277 176.1 "Gaia DR2 5967066027895441664" 254.92206054799 0.0663 -40.29727145102 0.0581 1635721458409799680 5967066027895441664 649920613 2015.5 0.9275 0.0831 11.1608 -0.599 0.117 3.297 0.096 0.1628 -0.2797 -0.4014 -0.1730 -0.4110 0.1085 -0.8377 -0.2693 0.5088 -0.1527 195 0 194 1 -1.8657 154.41 0.000 0 31 0 8.0962 1.4693 0.0133 0.095 23 12 0.11736 0 25 0 211 7317 4.172 1753.682 16.02756736241652 0.0019035003950727614 21 2935 12.71 230.871 16.6825 0.0047 24 6512 14.23 457.564 15.2277 0.0024 1.291 1 1.454863673413609 0.6549603184405441 0.7999 "" "" 0 "" "" "" NOT_AVAILABLE 345.30800177561 1.32423380104 257.99405214422 -17.48434514822 100002 4411.00 4337.00 4545.33 1.1473 0.7300 1.3501 0.5288 0.3245 0.6580 200111 1.15 1.08 1.19 0.448 0.364 0.531 254.92206392800 1.8130 -40.29728564850 1.4828 0.005772042606073448 0.005263031512250523
0.101352 0.010258 -0.100832 174.2 "Gaia DR2 5967066066554125056" 254.92595837026 0.0502 -40.29082608844 0.0438 1635721458409799680 5967066066554125056 157227641 2015.5 0.7813 0.0597 13.0846 -3.363 0.093 -4.710 0.074 0.0867 -0.1763 -0.4584 -0.0826 -0.4017 0.1217 -0.8248 -0.2245 0.4452 -0.1673 200 0 199 1 0.5217 203.77 0.000 0 31 0 14.2692 1.4470 0.0104 0.091 23 12 0.095668 0 27 1 218 1.228e+04 5.372 2286.723 15.465138870380326 0.0018615714774033521 26 4680 15.64 299.256 16.1759 0.0036 27 1.121e+04 14.03 798.801 14.6382 0.0014 1.293 1 1.537724800803245 0.710762500589027 0.8269 "" "" 0 "" "" "" NOT_AVAILABLE 345.31490898281 1.32587619964 257.99641772362 -17.47761533020 100002 4351.66 4208.55 4748.59 "" "" "" "" "" "" 200111 1.84 1.54 1.96 1.088 0.910 1.267 254.92597735300 1.4466 -40.29080581020 1.1515 0.004536579747197118 0.004311438376372823
0.106707 -0.002099 -0.106686 181.1 "Gaia DR2 5967066027900832512" 254.90975720274 0.3141 -40.29668133148 0.2768 1635721458409799680 5967066027900832512 594120505 2015.5 2.6304 0.4043 6.5063 -23.941 0.561 30.250 0.450 0.3483 -0.1068 -0.4459 -0.3298 -0.3739 -0.1393 -0.8112 -0.3286 0.4984 0.0546 201 0 200 1 2.8042 254.99 0.765 2 31 0 0.2731 1.2069 0.0704 0.089 23 12 0.53884 0 24 0 209 549 1.458 376.622 18.839469138874772 0.0033986395709066806 21 125.2 8.502 14.720 20.1078 0.0738 24 801.1 9.636 83.135 17.5027 0.0131 1.687 0 2.6051396481543776 1.2683537130268938 1.3367 "" "" 0 "" "" "" NOT_AVAILABLE 345.30266832117 1.33197804616 257.98420476630 -17.48477693997 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.90989235100 8.7024 -40.29681157520 6.9873 0.07494165954237683 0.07384871598074697
0.110240 0.005887 -0.110082 176.9 "Gaia DR2 5967066027895441280" 254.92022859163 0.0537 -40.30007729609 0.0455 1635721458409799680 5967066027895441280 312432665 2015.5 0.9044 0.0705 12.8351 -8.944 0.086 -4.188 0.075 0.2433 -0.4315 -0.3621 -0.2507 -0.4819 0.1746 -0.8638 -0.2816 0.5667 -0.2106 212 0 212 0 -0.3907 198.50 0.000 0 31 0 17.0328 1.4827 0.0098 0.120 24 11 0.09503 0 26 0 226 1.492e+04 5.959 2504.374 15.25375965253433 0.0018514720480799643 24 5776 10.74 537.725 15.9474 0.0020 24 1.356e+04 18.87 718.517 14.4313 0.0015 1.296 0 1.5161564361570736 0.6936475597951333 0.8224 "" "" 0 "" "" "" NOT_AVAILABLE 345.30493128885 1.32359969909 257.99291506438 -17.48728601901 100001 4356.75 4270.61 4612.14 "" "" "" "" "" "" 200111 1.74 1.55 1.81 0.984 0.823 1.146 254.92027908500 1.3402 -40.30005926600 1.1657 0.0034540325301173906 0.0030765204819338406
0.105064 -0.000216 -0.105063 180.1 "Gaia DR2 5967066027900831232" 254.91222592379 2.1131 -40.29505862751 1.7047 1635721458409799680 5967066027900831232 791807841 2015.5 "" "" "" "" "" "" "" 0.8984 "" "" "" "" "" "" "" "" "" 132 0 131 1 1.8600 157.12 1.405 1 3 0 0.0516 "" "" 0.287 15 8 5.3024 0 17 0 149 165.9 1.126 147.361 20.138587764952778 0.007584489328397426 13 58.19 10.56 5.512 20.9393 0.1970 17 291.8 13.68 21.332 18.5993 0.0509 2.109 0 2.3399993285955816 0.8007100160655618 1.5392 "" "" 0 "" "" "" NOT_AVAILABLE 345.30510819344 1.33149968017 257.98598252946 -17.48295940787 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.91222592400 2.1131 -40.29505862750 1.7047 0.203464223181999 0.1971317615515019
0.117194 0.007250 -0.116970 176.5 "Gaia DR2 5967065959180427776" 254.92201665441 2.7423 -40.30696481570 1.5406 1635721458409799680 5967065959180427776 1471183602 2015.5 "" "" "" "" "" "" "" 0.5996 "" "" "" "" "" "" "" "" "" 141 0 140 1 0.5829 144.11 0.307 0.031 3 0 0.0386 "" "" 0.206 16 7 7.4083 0 18 0 158 129 0.9689 133.172 20.411673267087348 0.008349328751942359 7 65.63 22.22 2.953 20.8086 0.3676 18 289.8 12.7 22.816 18.6067 0.0476 2.754 0 2.2019150504388776 0.39697076770785245 1.8049 "" "" 0 "" "" "" NOT_AVAILABLE 345.30035545278 1.31827332523 257.99511985546 -17.49398492998 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.92201665400 2.7423 -40.30696481570 1.5406 0.37069976640349006 0.36772250144314833
0.106232 0.013097 -0.105421 172.9 "Gaia DR2 5967066066554121728" 254.92968163668 0.6962 -40.29541551123 0.5207 1635721458409799680 5967066066554121728 1100707430 2015.5 0.1799 0.8043 0.2236 -5.009 1.724 -8.319 1.072 0.3834 -0.2146 0.2567 0.0278 -0.5326 0.0126 -0.6519 -0.0882 0.5461 0.4906 152 0 150 2 5.5213 259.83 2.053 7.2 31 0 0.0933 1.1900 0.1329 0.234 17 9 1.6139 0 19 0 166 327.2 1.449 225.860 19.401300395185928 0.0051331518483400075 10 43.38 12.41 3.494 21.2582 0.3107 19 764.9 11.26 67.953 17.5529 0.0160 2.470 1 3.7053237087206483 1.8569258350144153 1.8483 "" "" 0 "" "" "" NOT_AVAILABLE 345.31305263772 1.32080829166 257.99989934615 -17.48186971734 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.92970991200 26.7377 -40.29537969440 16.6236 0.3111625675427017 0.3107886766137494
0.122562 0.008483 -0.122268 176.0 "Gaia DR2 5967065959180428416" 254.92363432000 0.5549 -40.31226315880 0.4790 1635721458409799680 5967065959180428416 207163925 2015.5 0.5633 0.7214 0.7809 -3.878 1.536 -4.141 1.102 0.1819 0.2175 -0.1535 0.0445 -0.2910 -0.3025 -0.6994 0.1356 0.5696 0.5966 170 0 168 2 2.2457 206.22 1.531 2.3 31 0 0.0875 0.9971 0.1357 0.152 19 10 1.5314 0 21 0 186 256.3 1.155 221.879 19.666486133780033 0.005214013919362032 11 34.09 9.559 3.567 21.5198 0.3044 21 514.6 9.697 53.072 17.9832 0.0205 2.141 0 3.5366384199921193 1.8533145271386289 1.6833 "" "" 0 "" "" "" NOT_AVAILABLE 345.29694937120 1.31403081944 257.99700832210 -17.49911817230 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.92365621900 23.8142 -40.31224532780 17.0833 0.3051197651703202 0.30447186938927423
0.115802 0.005707 -0.115661 177.2 "Gaia DR2 5967066027899902976" 254.91999335077 2.7367 -40.30565627166 1.5742 1635721458409799680 5967066027899902976 557915670 2015.5 "" "" "" "" "" "" "" 0.5969 "" "" "" "" "" "" "" "" "" 142 0 142 0 2.5771 183.43 2.530 2.8 3 0 0.0348 "" "" 0.205 16 7 7.5862 0 18 0 158 148.4 1.069 138.825 20.260107933891863 0.008025479577193545 10 40.14 10.28 3.903 21.3424 0.2781 16 284.6 14.97 19.011 18.6263 0.0571 2.189 0 2.716062657009804 1.0822674604626386 1.6337 "" "" 0 "" "" "" NOT_AVAILABLE 345.30043162266 1.32029501540 257.99336275914 -17.49285152233 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.91999335100 2.7367 -40.30565627170 1.5742 0.2839613964383187 0.2782676758939752
0.113742 0.020569 -0.111867 169.6 "Gaia DR2 5967065997834639360" 254.93948062980 0.1329 -40.30185885331 0.1135 1635721458409799680 5967065997834639360 1133037066 2015.5 0.9133 0.1459 6.2620 -11.728 0.318 -5.651 0.220 0.1831 0.0779 -0.3654 -0.1049 -0.2929 -0.2021 -0.7619 -0.1268 0.3986 0.3798 178 0 178 0 1.9155 210.37 0.135 0.27 31 0 1.5576 1.4306 0.0331 0.121 20 11 0.30561 0 22 0 195 1765 2.253 783.289 17.571661232219785 0.0022718721987149805 19 522.5 10.52 49.683 18.5561 0.0219 21 1868 15.1 123.739 16.5833 0.0088 1.355 0 1.9728384279168232 0.9844606328168481 0.9883 "" "" 0 "" "" "" NOT_AVAILABLE 345.31259933696 1.31095106227 258.00842101646 -17.48746496748 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.93954683800 4.9341 -40.30183452180 3.4162 0.02366650051712538 0.022015030284973154
