_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G
0.109180 -0.047650 -0.098233 205.9 "Gaia DR2 3026531443378728832" 112.46171884242 0.1724 -18.64023256201 0.1995 1635721458409799680 3026531443378728832 1225801647 2015.5 0.7402 0.2995 2.4718 -1.624 0.357 2.088 0.419 -0.2959 0.1170 -0.2339 -0.1107 -0.0322 -0.0826 -0.1040 0.2345 -0.2636 -0.3039 377 0 377 0 4.0797 493.94 1.024 3.3 31 0 0.1941 1.2915 0.0487 0.011 43 14 0.40308 0 44 0 386 447.5 0.9502 470.953 19.061417400870177 0.002924870907953831 41 64.65 5.003 12.921 20.8250 0.0840 41 670.3 4.641 144.433 17.6963 0.0075 1.642 0 3.12872049283704 1.7635948206577474 1.3651 "" "" 0 "" "" "" NOT_AVAILABLE 233.81967611420 -0.29075519596 118.16157729660 -39.90875625988 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.46172622000 5.5394 -18.64024155290 6.4981 0.08439691637090924 0.08409088126076827
0.096059 -0.033729 -0.089943 200.6 "Gaia DR2 3026531482033904256" 112.47641173270 0.6292 -18.63194554410 0.7721 1635721458409799680 3026531482033904256 351793405 2015.5 1.9317 1.2380 1.5603 -1.164 1.303 0.032 1.585 -0.3536 0.1016 0.0095 -0.1846 -0.0351 -0.1609 0.0858 0.3471 -0.2873 -0.3925 268 0 268 0 2.7356 330.09 1.835 0.78 31 0 0.0188 1.4704 0.2009 -0.051 31 10 1.5726 0 33 0 280 92.3 0.7988 115.540 20.775431071839563 0.009567882254815195 18 44.55 12.17 3.660 21.2293 0.2967 30 143.5 4.313 33.269 19.3699 0.0326 2.037 0 1.8595079540523933 0.45392275166900475 1.4055 "" "" 0 "" "" "" NOT_AVAILABLE 233.81908079906 -0.27456395285 118.17722541664 -39.89787452965 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.47641702100 20.2030 -18.63194568350 24.5795 0.29848927005068715 0.29684792988250563
0.110276 -0.027301 -0.106843 194.3 "Gaia DR2 3026531378954697600" 112.48319271814 0.3662 -18.64884737139 0.4275 1635721458409799680 3026531378954697600 991777723 2015.5 -0.6067 0.6891 -0.8805 -0.073 0.741 1.220 0.893 -0.3760 0.1825 -0.1842 -0.2453 0.0551 -0.1689 0.0730 0.2459 -0.3088 -0.4025 352 0 349 3 -0.8116 322.51 0.000 0 31 0 0.0548 1.4562 0.0974 -0.031 40 11 0.88588 0 44 0 359 172.8 0.8148 212.096 20.094414951987712 0.005426323551162701 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.83699368126 -0.27703215861 118.18980369172 -39.91316687751 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48319305100 11.4848 -18.64885262220 13.8419 "" ""
0.104375 -0.018617 -0.102701 190.3 "Gaia DR2 3026531413322999936" 112.49235857237 0.8892 -18.64470593297 0.9693 1635721458409799680 3026531413322999936 1610832685 2015.5 0.7986 1.4160 0.5640 -3.987 1.864 -1.857 1.997 -0.3344 0.1913 -0.1492 -0.3591 -0.0009 -0.3663 0.2200 0.1309 -0.1958 -0.4074 221 0 220 1 2.8902 279.88 2.339 1.3 31 0 0.0168 1.3224 0.2338 -0.037 26 9 2.0641 0 27 0 234 87.4 0.8204 106.538 20.834608983742704 0.010348763579343546 23 41.26 6 6.876 21.3126 0.1579 26 128.5 4.911 26.158 19.4899 0.0415 1.942 0 1.8227339070599449 0.4780206026956684 1.3446 "" "" 0 "" "" "" NOT_AVAILABLE 233.83752533927 -0.26742522493 118.19983003677 -39.90738511093 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.49237669200 28.9042 -18.64469793930 30.9725 0.16328357133189106 0.1582474922976304
0.102299 -0.029714 -0.097888 196.9 "Gaia DR2 3026531482033905280" 112.48064712928 0.4111 -18.63989190632 0.4872 1635721458409799680 3026531482033905280 1232866273 2015.5 0.2871 0.7385 0.3888 -8.453 0.856 15.911 0.908 -0.1665 0.0274 -0.4042 -0.0137 0.2783 0.0647 -0.3784 0.2754 -0.3237 -0.2154 360 0 359 1 1.2339 387.15 0.000 0 31 0 0.0367 1.5298 0.1163 0.069 41 13 0.91262 0 42 0 366 134.6 0.7282 184.893 20.365384154846243 0.006141775946673514 29 38.82 3.99 9.728 21.3788 0.1116 37 172.6 5.183 33.302 19.1693 0.0326 1.570 0 2.2094911512180957 1.0134049795298559 1.1960 "" "" 0 "" "" "" NOT_AVAILABLE 233.82797852344 -0.27485341826 118.18440656003 -39.90486754390 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48068554000 13.2704 -18.63996041060 14.0807 0.11629385822113192 0.11178311291588101
0.091566 -0.025566 -0.087924 196.2 "Gaia DR2 3026531482033872896" 112.48502700240 13.3080 -18.62992829497 40.7234 1635721458409799680 3026531482033872896 341514191 2015.5 "" "" "" "" "" "" "" -0.9724 "" "" "" "" "" "" "" "" "" 44 0 44 0 8.6918 175.32 8.316 9.7 3 0 0.0090 "" "" -0.175 5 3 41638 0 6 0 53 132.7 3.372 39.342 20.381386402816343 0.02765620779377333 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.82122620127 -0.26643288874 118.18713384642 -39.89427884858 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48502700200 13.3080 -18.62992829500 40.7234 "" ""
0.091748 -0.026715 -0.087773 196.9 "Gaia DR2 3026531482033874688" 112.48381360861 0.1333 -18.62977660184 0.1559 1635721458409799680 3026531482033874688 166029160 2015.5 0.8817 0.2282 3.8629 -1.986 0.275 3.228 0.296 -0.4178 -0.0507 -0.4619 0.1209 0.1243 0.1591 -0.3579 0.3988 -0.3939 -0.4012 378 0 376 2 2.0970 430.37 0.253 0.36 31 0 0.4021 1.4347 0.0341 0.050 43 13 0.31943 0 45 0 384 664.6 1.216 546.593 18.632031803588525 0.0026806591507092777 33 308.7 11.19 27.591 19.1276 0.0394 34 724.2 11.39 63.574 17.6123 0.0171 1.554 0 1.5153399090218045 0.49556178592975186 1.0197 "" "" 0 "" "" "" NOT_AVAILABLE 233.82054159953 -0.26736905904 118.18562573887 -39.89435814742 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48382263400 4.2612 -18.62979050150 4.5930 0.04296167474650797 0.03946689670469906
0.099308 -0.040424 -0.090708 204.0 "Gaia DR2 3026531477738468992" 112.46934607798 0.3043 -18.63270903292 0.3542 1635721458409799680 3026531477738468992 572955647 2015.5 -0.1140 0.5200 -0.2192 -0.899 0.640 2.347 0.732 -0.2407 0.0037 -0.2838 -0.0436 0.1323 -0.0163 -0.1982 0.2073 -0.2287 -0.2707 387 0 387 0 3.4601 485.06 1.485 2.2 31 0 0.0579 1.1757 0.0895 0.012 44 14 0.70086 0 45 0 393 191.8 0.715 268.279 19.981221900481515 0.004429362015021375 36 33.92 3.147 10.782 21.5251 0.1007 41 288.6 4.337 66.536 18.6113 0.0163 1.681 0 2.9138283597807586 1.5438784831061767 1.3699 "" "" 0 "" "" "" NOT_AVAILABLE 233.81653980990 -0.28080525943 118.16886854893 -39.89994983775 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.46935016500 9.9277 -18.63271913880 11.3572 0.10204467929169289 0.10081092093746098
0.105184 -0.026581 -0.101770 194.6 "Gaia DR2 3026531413317364992" 112.48395330425 0.5118 -18.64377355550 0.5897 1635721458409799680 3026531413317364992 868116284 2015.5 -0.4055 0.8249 -0.4916 -2.848 1.075 -9.058 1.145 -0.1112 0.0516 -0.3791 -0.0956 0.1562 -0.0751 -0.3594 0.1552 -0.2485 -0.1230 312 0 311 1 1.2585 337.49 0.000 0 31 0 0.0272 1.2497 0.1482 0.049 37 12 1.0738 0 38 0 319 104.5 0.7492 139.430 20.641024955763374 0.007992061265902474 32 46.3 4.173 11.095 21.1874 0.0979 33 139.7 5.59 24.997 19.3987 0.0434 1.781 0 1.7887247815053477 0.5463757113046697 1.2423 "" "" 0 "" "" "" NOT_AVAILABLE 233.83288715010 -0.27396625664 118.18941275285 -39.90805091795 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48396624700 16.6736 -18.64373455600 17.7516 0.10708921989021752 0.09819322457345536
0.113304 -0.030975 -0.108988 195.9 "Gaia DR2 3026531374658600704" 112.47931405946 0.1481 -18.65099114497 0.1638 1635721458409799680 3026531374658600704 1663004356 2015.5 -0.0993 0.2363 -0.4202 -1.678 0.319 -0.264 0.349 -0.2561 0.0233 -0.3362 -0.1070 0.1320 -0.0967 -0.1221 0.1326 -0.1802 -0.3130 395 0 394 1 0.2749 396.04 0.000 0 31 0 0.2756 1.5108 0.0401 0.028 45 14 0.34154 0 46 0 400 481.1 0.8608 558.844 18.982879296683667 0.0026485189285008915 43 170.4 4.443 38.359 19.7726 0.0283 44 478.6 5.5 87.021 18.0619 0.0125 1.349 0 1.7106984108892647 0.7897193125562545 0.9209 "" "" 0 "" "" "" NOT_AVAILABLE 233.83711221511 -0.28128507213 118.18566174931 -39.91599685491 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.47932168300 4.9451 -18.65099000950 5.4189 0.031022539809336367 0.02846292292840137
0.111363 -0.044245 -0.102196 203.4 "Gaia DR2 3026531447674215936" 112.46531055921 0.2226 -18.64419628588 0.2412 1635721458409799680 3026531447674215936 972473918 2015.5 0.0628 0.3726 0.1685 -3.900 0.449 -0.113 0.505 -0.3944 0.2731 -0.1864 -0.2659 -0.1654 -0.2127 0.0755 0.2503 -0.3561 -0.3782 381 0 378 3 3.1209 464.13 0.809 1.6 31 0 0.1515 1.3130 0.0559 -0.001 43 13 0.51092 0 46 0 387 368.7 1.01 364.957 19.271658258614348 0.0034771049946051725 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.82478641879 -0.28966946321 118.16695008501 -39.91196704314 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.46532828300 6.9594 -18.64419580010 7.8266 "" ""
0.087837 -0.029982 -0.082561 200.0 "Gaia DR2 3026531580817059072" 112.48036698481 0.3332 -18.62456492749 0.3880 1635721458409799680 3026531580817059072 1656814099 2015.5 -0.0797 0.6116 -0.1302 -2.197 0.687 0.843 0.771 -0.2778 0.0522 -0.2769 -0.0320 0.1260 0.0248 -0.2465 0.2984 -0.3671 -0.2822 382 0 380 2 1.8591 427.53 1.239 1.2 31 0 0.0508 1.3236 0.1004 0.003 43 13 0.76697 0 44 0 386 171.2 0.8481 201.815 20.10483088494582 0.005672857309535368 35 68.86 5.206 13.225 20.7566 0.0821 37 194.4 5.778 33.650 19.0401 0.0323 1.538 0 1.7165135772619813 0.6517303555559479 1.0647 "" "" 0 "" "" "" NOT_AVAILABLE 233.81440193435 -0.26773533486 118.18010674437 -39.88989741686 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.48037696500 10.6603 -18.62456855840 11.9531 0.08823958875617571 0.08230291656361234
0.096949 -0.014886 -0.095800 188.8 "Gaia DR2 3026531516402144640" 112.49629693867 0.0216 -18.63780506701 0.0234 1635721458409799680 3026531516402144640 495174429 2015.5 0.4745 0.0345 13.7374 -1.138 0.045 3.211 0.048 -0.2954 0.0525 -0.3913 -0.0309 0.0247 0.0017 -0.2018 0.2399 -0.2951 -0.2837 379 0 379 0 -2.3596 312.51 0.000 0 31 0 15.1418 1.5475 0.0057 0.051 43 14 0.0558 0 44 0 386 1.264e+04 4.087 3092.708 15.434032315134088 0.00183391478017354 42 5968 12.81 465.864 15.9118 0.0023 42 9763 9.284 1051.579 14.7880 0.0010 1.245 0 1.1238234488053127 0.47777743846008036 0.6460 "" "" 0 "" "" "" NOT_AVAILABLE 233.83326021997 -0.26084061556 118.20281332028 -39.89988108024 100001 5041.90 4865.00 5570.13 "" "" "" "" "" "" 200111 2.04 1.67 2.19 2.427 2.012 2.842 112.49630210800 0.6940 -18.63781889290 0.7449 0.0034738758787970993 0.0032794858564265525
0.091150 -0.019406 -0.089060 192.3 "Gaia DR2 3026531516402145152" 112.49152685413 0.0112 -18.63106515096 0.0131 1635721458409799680 3026531516402145152 1473834518 2015.5 0.4136 0.0197 21.0438 -1.073 0.023 2.891 0.026 -0.3274 0.0630 -0.3833 -0.0555 0.0454 -0.0166 -0.2095 0.2676 -0.3122 -0.3220 415 0 414 1 -0.2273 401.88 0.000 0 31 0 139.6736 1.4633 0.0028 0.063 47 14 0.035664 0 48 0 414 1.112e+05 25.34 4388.361 13.07333332574365 0.0018169251255120164 45 4.145e+04 30.44 1361.707 13.8077 0.0008 45 1.017e+05 63.49 1601.931 12.2436 0.0007 1.287 1 1.5640958256552704 0.7343601176047585 0.8296 "" "" 0 "" "" "" NOT_AVAILABLE 233.82517807867 -0.26157369170 118.19529616394 -39.89417169982 100002 4433.75 4309.00 4643.90 0.6900 0.6204 0.7384 0.3330 0.3027 0.3523 200111 9.86 8.99 10.44 33.863 29.466 38.260 112.49153173000 0.3607 -18.63107759640 0.4109 0.002581686780162258 0.0024283673463752994
0.076641 -0.006499 -0.076364 184.9 "Gaia DR2 3026531550761877504" 112.50514834858 0.3114 -18.61837040713 0.3700 1635721458409799680 3026531550761877504 1502577012 2015.5 0.1982 0.5447 0.3639 -1.616 0.651 2.235 0.741 -0.3097 -0.0839 -0.3531 0.0365 0.2316 0.0773 -0.3150 0.2887 -0.3088 -0.3173 401 0 401 0 1.1300 427.96 0.000 2e-15 31 0 0.0575 1.2765 0.0885 0.012 46 13 0.73947 0 47 0 411 176 0.7212 244.051 20.074618330464627 0.004799151759943427 40 60.95 4.123 14.781 20.8890 0.0735 43 194.5 3.843 50.617 19.0395 0.0214 1.452 0 1.849529868191233 0.8144008616390153 1.0351 "" "" 0 "" "" "" NOT_AVAILABLE 233.82023129232 -0.24415799331 118.20850244666 -39.87916864765 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50515569300 10.0934 -18.61838002830 11.4844 0.07655851503783198 0.07362417367984836
0.088752 -0.006387 -0.088522 184.1 "Gaia DR2 3026531516402140160" 112.50526647288 0.0145 -18.63052763623 0.0175 1635721458409799680 3026531516402140160 1380510681 2015.5 1.0462 0.0253 41.4031 -3.519 0.030 3.075 0.036 -0.3529 -0.0173 -0.3772 0.0252 0.0817 0.0515 -0.3065 0.3104 -0.3168 -0.3318 372 0 372 0 -6.2742 221.43 0.000 0 31 0 46.1807 1.6065 0.0038 0.016 42 14 0.044593 0 43 0 381 3.663e+04 8.831 4148.165 14.278718785095705 0.001818930109361034 42 1.955e+04 22.58 865.754 14.6237 0.0013 40 2.479e+04 18.61 1331.873 13.7764 0.0008 1.210 1 0.8474151808452337 0.34503647881860644 0.5023 "" "" 0 "" "" "" NOT_AVAILABLE 233.83095201739 -0.24989200936 118.21178914084 -39.89106193744 100002 5785.00 5646.00 5808.00 "" "" "" "" "" "" 200111 1.14 1.14 1.20 1.321 1.240 1.402 112.50528246100 0.4673 -18.63054087710 0.5527 0.0027941488893214123 0.0026155835027489916
0.076388 -0.010006 -0.075730 187.5 "Gaia DR2 3026531615176804608" 112.50144748656 0.2227 -18.61773559288 0.2655 1635721458409799680 3026531615176804608 255593389 2015.5 0.2937 0.3866 0.7597 -2.760 0.469 1.068 0.544 -0.3096 -0.0706 -0.3113 0.0009 0.2123 0.0362 -0.2169 0.2439 -0.2476 -0.3326 384 0 383 1 2.1570 439.73 0.875 1.3 31 0 0.1134 1.4748 0.0620 0.019 44 14 0.53309 0 46 0 390 288.7 0.8 360.943 19.53713265637571 0.00350548004342613 43 84.29 5.508 15.304 20.5369 0.0709 44 324.5 3.987 81.404 18.4838 0.0133 1.416 0 2.0531660942484784 0.9997628297217886 1.0533 "" "" 0 "" "" "" NOT_AVAILABLE 233.81799178866 -0.24693073065 118.20385894036 -39.87924224180 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50146002600 7.2692 -18.61774019190 8.4424 0.07222550713048574 0.07104447403548625
0.065766 -0.012272 -0.064611 190.8 "Gaia DR2 3026531619472743680" 112.49905726927 8.7907 -18.60661643056 2.6528 1635721458409799680 3026531619472743680 1287198874 2015.5 "" "" "" "" "" "" "" -0.8104 "" "" "" "" "" "" "" "" "" 61 0 61 0 1.5353 73.07 3.301 1.3 3 0 0.0172 "" "" 0.069 7 6 15.971 0 9 0 69 92.34 1.509 61.188 20.774901774934087 0.017834719638664658 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.80714879213 -0.24358431030 118.19809224809 -39.86879330478 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.49905726900 8.7907 -18.60661643060 2.6528 "" ""
0.081833 -0.005127 -0.081672 183.6 "Gaia DR2 3026531550761877632" 112.50659604720 0.0417 -18.62367840661 0.0496 1635721458409799680 3026531550761877632 1129618004 2015.5 0.6296 0.0675 9.3281 -0.169 0.088 2.483 0.107 -0.3646 -0.0392 -0.3645 -0.0054 0.0638 0.0133 -0.2336 0.2450 -0.1893 -0.3871 378 0 378 0 -2.0557 319.02 0.000 0 31 0 3.7191 1.5027 0.0108 0.014 43 14 0.11067 0 44 0 384 3586 1.952 1836.913 16.801934828005194 0.0018945622195938334 41 1533 6.871 223.167 17.3873 0.0049 40 2941 8.673 339.152 16.0905 0.0032 1.248 0 1.29681731040073 0.5853972982321558 0.7114 "" "" 0 "" "" "" NOT_AVAILABLE 233.82554680255 -0.24550070396 118.21162719545 -39.88409889762 100001 5031.00 4940.00 5069.00 0.8000 0.6650 0.9130 0.3860 0.3259 0.4475 200111 0.82 0.81 0.85 0.392 0.303 0.481 112.50659681600 1.3723 -18.62368909890 1.6654 0.006283976941761117 0.005405484177665826
0.068616 -0.016926 -0.066495 194.3 "Gaia DR2 3026531615176816512" 112.49414645409 0.2000 -18.60850070336 0.2386 1635721458409799680 3026531615176816512 1049126348 2015.5 0.0314 0.3397 0.0925 -1.652 0.441 1.793 0.509 -0.2708 -0.0202 -0.2950 -0.1207 0.2901 -0.1386 0.0294 0.0490 -0.0253 -0.3933 379 0 378 1 0.5444 387.38 0.000 0 31 0 0.1502 1.3972 0.0539 0.033 43 13 0.49816 0 45 0 384 333.2 0.864 385.601 19.381702714226964 0.0033418417976070806 41 106.2 4.286 24.780 20.2860 0.0438 40 370.2 4.528 81.757 18.3408 0.0133 1.430 0 1.9452068262153865 0.9042837730339244 1.0409 "" "" 0 "" "" "" NOT_AVAILABLE 233.80656957372 -0.24857186732 118.19263554791 -39.87156310131 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.49415395800 6.8389 -18.60850842130 7.8984 0.04584301156044327 0.04396337328911747
0.081186 -0.019794 -0.078736 194.1 "Gaia DR2 3026531585121619328" 112.49111851793 0.6323 -18.62074052878 0.9038 1635721458409799680 3026531585121619328 611405347 2015.5 6.4595 1.2746 5.0678 -3.620 1.308 9.371 1.688 -0.3172 -0.1852 -0.2606 0.0446 0.2950 0.1210 -0.2743 0.3442 -0.1211 -0.3318 235 0 233 2 2.3461 281.09 2.170 1.2 31 0 0.0197 1.6859 0.2206 -0.038 27 11 1.6212 0 29 0 245 96.37 0.9338 103.198 20.72856792806844 0.01067369978815516 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.81593302661 -0.25696084925 118.19213329525 -39.88412888824 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.49113496300 20.2783 -18.62078087820 26.1815 "" ""
0.071865 -0.008602 -0.071348 186.9 "Gaia DR2 3026531615176810752" 112.50292992881 0.3048 -18.61335392858 0.3624 1635721458409799680 3026531615176810752 29176882 2015.5 1.8445 0.5334 3.4583 -12.207 0.638 -1.997 0.725 -0.2638 -0.0079 -0.3017 -0.0084 0.1742 0.0317 -0.2601 0.2566 -0.2680 -0.2897 405 0 402 3 1.2887 433.72 0.657 0.36 31 0 0.0562 1.1788 0.0878 0.039 46 14 0.70887 0 47 0 411 176.4 0.748 235.912 20.07184586203818 0.004941895094734259 33 42.28 4.123 10.255 21.2860 0.1059 42 237.9 4.78 49.763 18.8211 0.0218 1.588 0 2.464966123912994 1.2142167227205931 1.2507 "" "" 0 "" "" "" NOT_AVAILABLE 233.81482114155 -0.24359608508 118.20452057687 -39.87466896456 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50298538700 9.8948 -18.61334533230 11.2472 0.10812009003543674 0.1059940854229382
0.080048 -0.021967 -0.076974 195.9 "Gaia DR2 3026531585121619456" 112.48882610815 0.0483 -18.61897909303 0.0582 1635721458409799680 3026531585121619456 59340327 2015.5 0.4653 0.0807 5.7643 -1.547 0.102 1.298 0.120 -0.3461 -0.0420 -0.3770 0.0226 0.1309 0.0495 -0.2436 0.2572 -0.2217 -0.3652 362 0 358 4 0.6416 369.64 0.126 0.56 31 0 2.7823 1.5187 0.0129 0.025 41 14 0.12307 0 44 0 369 2925 2.083 1404.289 17.023159546739816 0.001959028780144404 42 1246 6.799 183.304 17.6123 0.0059 39 2422 6.016 402.570 16.3015 0.0027 1.254 0 1.3108788169260457 0.5891839231686475 0.7216 "" "" 0 "" "" "" NOT_AVAILABLE 233.81334539799 -0.25802215876 118.18890327107 -39.88283319976 100001 4968.89 4723.61 5034.84 0.9147 0.6200 1.1891 0.4520 0.3020 0.6431 "" "" "" "" "" "" "" 112.48883313700 1.5787 -18.61898468130 1.8650 0.006922914473280505 0.006393788471493486
0.082139 -0.018383 -0.080055 192.9 "Gaia DR2 3026531585121618944" 112.49260813260 0.0413 -18.62206036292 0.0490 1635721458409799680 3026531585121618944 1071210817 2015.5 0.2877 0.0696 4.1315 -3.473 0.090 2.196 0.112 -0.3423 -0.0196 -0.2298 -0.1407 0.1197 -0.1333 0.0498 0.1397 -0.1185 -0.4196 376 0 376 0 -0.1526 366.20 0.000 0 31 0 3.5158 1.5072 0.0110 0.017 43 13 0.11385 0 44 0 384 3449 2.019 1708.609 16.844229960013564 0.001908874948718086 41 1503 7.298 205.993 17.4088 0.0053 41 2858 9.998 285.824 16.1219 0.0038 1.264 0 1.2869617476618842 0.5646281575230034 0.7223 "" "" 0 "" "" "" NOT_AVAILABLE 233.81776824905 -0.25635529686 118.19427750591 -39.88514256896 100001 4984.50 4804.11 5110.00 2.3317 1.8790 2.5609 1.2050 0.9900 1.2957 "" "" "" "" "" "" "" 112.49262391100 1.3961 -18.62206981920 1.7319 0.006912478566709812 0.005778109795366049
0.081750 -0.004300 -0.081637 183.0 "Gaia DR2 3026531550753270272" 112.50746894954 0.4028 -18.62364290875 0.5494 1635721458409799680 3026531550753270272 675999603 2015.5 1.4355 0.6872 2.0889 -5.102 0.841 7.787 1.133 -0.3281 -0.0822 -0.3814 0.0836 0.1341 0.1038 -0.4826 0.2875 -0.1904 -0.3211 386 0 381 5 2.8993 460.48 1.745 1.7 31 0 0.0357 1.3064 0.1127 0.003 44 14 1.0912 0 45 0 391 146.9 0.7966 184.404 20.270845555635375 0.006156809348951593 10 46.15 8.499 5.430 21.1910 0.2000 13 223.6 4.522 49.451 18.8881 0.0220 1.836 0 2.302943001303472 0.9201722624711088 1.3827 "" "" 0 "" "" "" NOT_AVAILABLE 233.82591250006 -0.24475788625 118.21267457500 -39.88389996148 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50749213200 13.0378 -18.62367643600 17.5690 0.20117615733713567 0.20006023360117337
0.087413 -0.001682 -0.087397 181.1 "Gaia DR2 3026531550753271680" 112.51023122055 18.0127 -18.62940333882 30.7506 1635721458409799680 3026531550753271680 1238741902 2015.5 "" "" "" "" "" "" "" -0.9707 "" "" "" "" "" "" "" "" "" 47 0 47 0 -0.5226 36.78 0.000 0 3 0 0.0112 "" "" -0.242 6 4 247.11 0 6 0 50 61.99 1.215 51.019 21.20752586167043 0.021356728409524482 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.83222257498 -0.24522477893 118.21750793664 -39.88902633540 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.51023122100 18.0127 -18.62940333880 30.7506 "" ""
0.084257 -0.005178 -0.084097 183.5 "Gaia DR2 3026531550753276032" 112.50654198926 0.2979 -18.62610328142 0.3879 1635721458409799680 3026531550753276032 264288482 2015.5 0.1085 0.5005 0.2167 -1.852 0.623 1.351 0.805 -0.3214 -0.0880 -0.3826 0.0650 0.1631 0.0937 -0.4397 0.2730 -0.1989 -0.3227 385 0 383 2 1.0069 405.67 0.000 0 31 0 0.0660 1.1766 0.0825 -0.001 44 14 0.77707 0 45 0 392 192.3 0.7543 254.918 19.978564723251353 0.004623888640235869 31 39.69 3.253 12.203 21.3547 0.0890 38 277.2 4.684 59.184 18.6549 0.0183 1.648 0 2.6998350851053345 1.3761872491920926 1.3236 "" "" 0 "" "" "" NOT_AVAILABLE 233.82764985707 -0.24670896112 118.21218884603 -39.88648571681 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50655040300 9.6551 -18.62610909750 12.4785 0.09088008220866481 0.08910901686787065
0.094601 -0.006683 -0.094365 184.1 "Gaia DR2 3026531512097567104" 112.50495338229 0.0321 -18.63637105529 0.0374 1635721458409799680 3026531512097567104 583089865 2015.5 0.4052 0.0519 7.8002 -3.840 0.068 5.200 0.081 -0.3122 0.0066 -0.3897 -0.0634 0.0364 -0.0426 -0.2178 0.2075 -0.1684 -0.3328 386 0 382 4 -1.9375 325.66 0.000 0 31 0 6.4857 1.5293 0.0082 0.021 44 14 0.084895 0 45 0 391 5827 2.518 2313.901 16.2747501533219 0.0018601559484157234 40 2639 10.91 242.011 16.7976 0.0045 41 4647 10.44 445.264 15.5940 0.0024 1.250 0 1.2036453031595897 0.522886855948439 0.6807 "" "" 0 "" "" "" NOT_AVAILABLE 233.83593684051 -0.25295559903 118.21292156654 -39.89684801486 100001 4932.05 4877.47 5036.67 "" "" "" "" "" "" 200111 1.72 1.65 1.76 1.572 1.131 2.012 112.50497083000 1.0526 -18.63639344260 1.2595 0.005625128419522904 0.0050543769063208545
