_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G
0.102489 0.102022 0.009777 84.5 "Gaia DR2 3026538560142557568" 112.61960754643 1.8210 -18.53219896412 2.4891 1635721458409799680 3026538560142557568 260215954 2015.5 "" "" "" "" "" "" "" -0.8420 "" "" "" "" "" "" "" "" "" 150 0 150 0 -0.1519 141.77 0.000 0 3 0 0.0138 "" "" -0.078 18 7 4.8106 0 18 0 154 77.71 1.052 73.880 20.962179812818 0.014806212300107929 13 29.54 5.091 5.803 21.6753 0.1871 16 102 5.054 20.190 19.7400 0.0538 1.693 0 1.935326406803707 0.713120459399839 1.2221 "" "" 0 "" "" "" NOT_AVAILABLE 233.79671616492 -0.10761474067 118.32465965338 -39.77315445788 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.61960754600 1.8210 -18.53219896410 2.4891 0.19469832898200698 0.18769972579512953
0.106643 0.105868 0.012833 83.1 "Gaia DR2 3026538555844065152" 112.62366247795 0.1962 -18.52914045989 0.2352 1635721458409799680 3026538555844065152 1194481425 2015.5 -0.1416 0.3658 -0.3869 -0.922 0.419 4.523 0.527 -0.3811 0.0072 -0.1874 -0.0963 0.0886 -0.0642 -0.0111 0.2237 -0.3717 -0.3807 353 0 351 2 0.8869 369.16 0.000 0 31 0 0.1596 1.5347 0.0545 0.008 40 13 0.5128 0 41 0 356 355.3 0.9753 364.353 19.31178976616812 0.003481370796179647 37 115.4 5.891 19.594 20.1956 0.0554 40 374.2 4.6 81.347 18.3292 0.0133 1.378 0 1.86646275131109 0.8838134918144576 0.9826 "" "" 0 "" "" "" NOT_AVAILABLE 233.79588016144 -0.10277353700 118.32876958133 -39.76939181929 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62366666300 6.4899 -18.52915993260 8.1791 0.05704443688273095 0.05553773197796329
0.108359 0.107631 0.012533 83.4 "Gaia DR2 3026538555844065024" 112.62552232010 0.0705 -18.52943905437 0.0803 1635721458409799680 3026538555844065024 247275614 2015.5 0.3143 0.1265 2.4836 -4.402 0.147 6.632 0.174 -0.3606 0.0675 -0.3204 -0.0617 0.0147 -0.0090 -0.1082 0.2414 -0.4143 -0.3234 358 0 358 0 0.0452 353.54 0.000 0 31 0 1.3341 1.4695 0.0182 0.034 40 13 0.17365 0 42 0 362 1607 1.411 1139.215 17.673427856622993 0.0020367313352599352 40 569.3 6.577 86.554 18.4631 0.0125 39 1542 5.384 286.402 16.7918 0.0038 1.314 0 1.6713256664023497 0.7896572714921568 0.8816 "" "" 0 "" "" "" NOT_AVAILABLE 233.79698906512 -0.10137026156 118.33109525970 -39.76933336476 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62554230900 2.2819 -18.52946760680 2.7007 0.013315264674410559 0.012785251362138015
0.100969 0.100048 0.013607 82.3 "Gaia DR2 3026538555846265984" 112.61752354328 0.4890 -18.52836955399 0.6103 1635721458409799680 3026538555846265984 1020907924 2015.5 1.2077 0.9124 1.3236 -0.259 1.062 4.791 1.157 -0.4147 -0.0534 -0.1725 0.0261 0.1978 0.0888 -0.1866 0.4339 -0.3095 -0.4493 355 0 354 1 5.8320 525.99 3.181 5 31 0 0.0249 1.1235 0.1374 0.012 40 13 1.2234 0 42 0 360 137.1 0.8253 166.057 20.346202376134602 0.006781433716110385 24 26.29 4.642 5.664 21.8018 0.1917 37 262.5 4.21 62.336 18.7143 0.0174 2.107 0 3.0875574418005556 1.4556385724059702 1.6319 "" "" 0 "" "" "" NOT_AVAILABLE 233.79240831045 -0.10750865608 118.32114856386 -39.76979496532 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.61752471900 16.4637 -18.52839018330 17.9366 0.19249697336835414 0.19181784689684767
0.096350 0.096300 0.003094 88.2 "Gaia DR2 3026538525779711104" 112.61357715912 0.1144 -18.53888523564 0.1356 1635721458409799680 3026538525779711104 1023038104 2015.5 0.1722 0.2005 0.8590 -2.357 0.241 1.181 0.281 -0.3883 0.0148 -0.2634 -0.0738 0.0563 -0.0481 -0.1237 0.2888 -0.3081 -0.3958 376 0 373 3 5.4429 535.44 0.745 5.2 31 0 0.4859 1.1939 0.0299 0.018 43 14 0.28146 0 45 0 382 947.6 1.371 691.153 18.246848796911042 0.002389067736390707 40 91.53 5.634 16.247 20.4475 0.0668 39 1543 7.795 197.943 16.7910 0.0055 1.725 0 3.656553597025919 2.2006899849570054 1.4558 "" "" 0 "" "" "" NOT_AVAILABLE 233.79983478150 -0.11584098592 118.31910062932 -39.78084497150 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.61358786400 3.7311 -18.53889031980 4.3599 0.067095375205226 0.06688648079800588
0.095320 0.092793 0.021805 76.8 "Gaia DR2 3026538628856928512" 112.60986732562 0.4257 -18.52017587590 0.5075 1635721458409799680 3026538628856928512 931757187 2015.5 0.8990 0.6846 1.3131 -0.807 0.907 -0.506 1.052 -0.4847 -0.2249 -0.1417 -0.0447 0.2347 -0.0020 -0.0023 0.3115 -0.1314 -0.5187 352 0 350 2 -1.5206 305.96 0.000 0 31 0 0.0371 1.1970 0.1224 -0.045 40 13 1.0737 0 43 0 362 137 0.7722 177.469 20.346281678298787 0.006377033309621132 37 49.13 3.891 12.624 21.1231 0.0860 38 169.2 5.805 29.150 19.1909 0.0372 1.593 0 1.9322866091536746 0.7768398241075758 1.1554 "" "" 0 "" "" "" NOT_AVAILABLE 233.78173492095 -0.10994103858 118.30977185721 -39.76320968440 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.60987098800 14.0709 -18.52017369850 16.3212 0.09375268290226438 0.08625149206761705
0.081135 0.078060 0.022125 74.2 "Gaia DR2 3026538590208189696" 112.59432918393 1.2410 -18.51986360136 1.4189 1635721458409799680 3026538590208189696 286713197 2015.5 2.4357 2.1467 1.1346 6.048 2.602 2.450 2.877 -0.3966 -0.0110 -0.3173 0.0259 0.0829 0.0662 -0.1679 0.3506 -0.3645 -0.3887 367 0 340 27 17.9524 1046.23 12.619 47 31 0 0.0045 2.0353 0.2854 -0.024 43 13 2.9552 0 44 0 381 103.4 1.105 93.617 20.65188868563287 0.0117363475782696 34 44.29 4.704 9.415 21.2356 0.1153 37 178.2 4.1 43.473 19.1344 0.0250 2.152 0 2.1011997435755916 0.5836980907474185 1.5174 "" "" 0 "" "" "" NOT_AVAILABLE 233.77438585819 -0.12271460377 118.29090672774 -39.76583388455 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.59430172000 40.3434 -18.51987414840 44.6150 0.11801653390526813 0.11592377324114814
0.099909 0.097192 0.023141 76.6 "Gaia DR2 3026538628867725824" 112.61450592069 0.0166 -18.51883755977 0.0204 1635721458409799680 3026538628867725824 320387877 2015.5 0.3427 0.0292 11.7254 -2.808 0.035 4.768 0.038 -0.3950 0.0711 -0.3294 -0.0013 -0.1177 -0.0249 -0.2119 0.3658 -0.2875 -0.3588 376 0 376 0 -0.4352 358.62 0.000 0 31 0 32.3640 1.3974 0.0043 0.011 42 14 0.04748 0 43 0 380 2.63e+04 6.443 4082.543 14.638428066423966 0.0018195406918270927 40 7619 14.4 529.306 15.6466 0.0021 39 2.794e+04 22.05 1266.825 13.6465 0.0009 1.352 0 2.0001513569317293 1.0082127354440722 0.9919 "" "" 0 "" "" "" NOT_AVAILABLE 233.78267340721 -0.10544035481 118.31503287869 -39.76102302017 100001 3873.72 3694.25 4277.92 1.6675 1.5569 1.7490 0.8137 0.7807 0.8890 200111 8.89 7.29 9.78 16.044 12.703 19.385 112.61451867000 0.5396 -18.51885809060 0.5963 0.003242288361248084 0.0030787369062578273
0.106916 0.104572 0.022264 78.0 "Gaia DR2 3026538560148245376" 112.62228987789 0.4105 -18.51971024551 0.5111 1635721458409799680 3026538560148245376 263754736 2015.5 1.2809 0.8070 1.5872 -3.460 0.881 3.241 1.097 -0.3316 0.0833 -0.0001 -0.1915 -0.1638 -0.2107 0.1457 0.3029 -0.3226 -0.3713 354 0 350 4 2.8807 425.57 2.034 2.3 31 0 0.0329 1.5229 0.1250 0.019 41 12 1.0769 0 43 0 356 143.8 0.6975 206.176 20.294002761841092 0.0055651819891856255 34 46.8 6.662 7.024 21.1758 0.1546 35 191.5 4.356 43.959 19.0566 0.0247 1.657 0 2.1192402822999448 0.8818289976599232 1.2373 "" "" 0 "" "" "" NOT_AVAILABLE 233.78698380108 -0.09938564373 118.32466824161 -39.76040939651 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62230558800 13.6675 -18.51972419910 17.0102 0.15654490939807825 0.15467274757862426
0.087936 0.087271 0.010789 83.0 "Gaia DR2 3026538525788516864" 112.60405009035 0.0489 -18.53119496809 0.0591 1635721458409799680 3026538525788516864 248898484 2015.5 0.3262 0.0761 4.2881 -1.352 0.107 3.358 0.126 -0.5783 -0.1275 -0.2033 -0.0744 0.1652 -0.0565 0.0107 0.3220 -0.2885 -0.6027 348 0 344 4 6.2369 527.81 0.256 3.7 31 0 3.7801 1.3738 0.0110 -0.036 39 13 0.13775 0 40 0 350 4821 3.97 1214.294 16.480512086292293 0.0020098454219117357 16 2000 93.39 21.418 17.0987 0.0507 15 5737 80.92 70.891 15.3653 0.0153 1.605 0 1.7334529090779558 0.6182043828601778 1.1152 "" "" 0 "" "" "" NOT_AVAILABLE 233.78875137847 -0.12007089030 118.30559110824 -39.77510582550 102001 4403.00 3928.00 4498.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 112.60405623000 1.6581 -18.53120942800 1.9507 0.053008994161599 0.05075252333052542
0.084067 0.080634 0.023778 73.6 "Gaia DR2 3026538594507993344" 112.59704363680 0.2873 -18.51820873906 0.3440 1635721458409799680 3026538594507993344 821107555 2015.5 -0.3117 0.4873 -0.6395 -0.035 0.618 4.919 0.708 -0.4276 -0.0929 -0.1621 -0.0067 0.1451 0.0227 -0.0844 0.3480 -0.2386 -0.4635 389 0 388 1 3.1488 476.15 1.058 1.1 31 0 0.0679 1.4110 0.0808 -0.020 44 14 0.72126 0 45 0 397 221 0.7769 284.425 19.827566704798883 0.004220488003153559 39 75.59 4.622 16.355 20.6552 0.0664 42 256.1 4.931 51.931 18.7410 0.0209 1.501 0 1.9143350797497263 0.8276868401435635 1.0866 "" "" 0 "" "" "" NOT_AVAILABLE 233.77417018551 -0.11966223046 118.29376028813 -39.76370029529 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.59704379300 9.5910 -18.51822991630 10.9830 0.06964039213050256 0.0665348120701368
0.085439 0.082992 0.020298 76.3 "Gaia DR2 3026538594507993216" 112.59953216109 0.0360 -18.52168747638 0.0427 1635721458409799680 3026538594507993216 1214435837 2015.5 1.3483 0.0596 22.6164 11.351 0.077 1.211 0.088 -0.4106 -0.0065 -0.2441 -0.0320 0.0057 -0.0270 -0.0571 0.3115 -0.2570 -0.4249 347 0 347 0 -0.3451 332.40 0.000 0 31 0 5.1472 1.4747 0.0096 -0.025 39 14 0.094647 0 40 0 353 4809 2.654 1812.091 16.48324045833059 0.001897102104080909 34 1768 6.73 262.639 17.2329 0.0041 36 4421 8.043 549.651 15.6482 0.0020 1.287 0 1.5847431051310252 0.7496995744399442 0.8350 "" "" 0 "" "" "" NOT_AVAILABLE 233.77835470052 -0.11926288306 118.29766869572 -39.76664033561 100001 4272.35 4159.09 4433.34 0.5738 0.3645 0.9291 0.2810 0.2049 0.4466 200111 0.70 0.65 0.74 0.149 0.135 0.163 112.59948061800 1.1899 -18.52169268990 1.3621 0.005153854811587491 0.0047591269466830425
0.086863 0.085939 0.012635 81.6 "Gaia DR2 3026538594507994112" 112.60264372412 0.4905 -18.52934968475 0.5771 1635721458409799680 3026538594507994112 1175813617 2015.5 1.6090 0.8395 1.9167 -1.778 1.030 0.535 1.173 -0.4563 -0.2063 -0.2078 0.0226 0.1802 0.0428 -0.0886 0.3882 -0.2585 -0.4803 362 0 354 8 5.4868 514.09 2.694 5.2 31 0 0.0269 1.5116 0.1434 -0.009 42 13 1.2101 0 44 0 364 138 0.8451 163.275 20.338859682092682 0.006889072445079044 36 69.91 6.479 10.790 20.7401 0.1006 41 188.7 7.341 25.706 19.0724 0.0422 1.874 0 1.6677431998708272 0.4012386910613941 1.2664 "" "" 0 "" "" "" NOT_AVAILABLE 233.78649243714 -0.12035440004 118.30341320312 -39.77356267268 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.60265180000 15.9717 -18.52935198730 18.1935 0.10915810093548871 0.10087314616668548
0.085840 0.082336 0.024275 73.6 "Gaia DR2 3026538594507992448" 112.59883769869 0.1521 -18.51771083337 0.1853 1635721458409799680 3026538594507992448 497919125 2015.5 0.6975 0.2662 2.6207 -3.333 0.331 3.595 0.384 -0.4244 -0.0484 -0.1233 -0.0554 0.1179 -0.0228 -0.0478 0.3483 -0.2073 -0.4715 366 0 364 2 -0.0441 357.16 0.000 0 31 0 0.2557 1.4481 0.0430 -0.007 41 14 0.38981 0 42 1 370 477.6 0.9337 511.538 18.990693750408152 0.002782973332268642 37 169.9 5.341 31.810 19.7758 0.0341 39 484 4.599 105.222 18.0499 0.0103 1.369 0 1.7259124141645081 0.7850950127882825 0.9408 "" "" 0 "" "" "" NOT_AVAILABLE 233.77455032415 -0.11793093204 118.29580036787 -39.76287406285 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.59885283100 5.1290 -18.51772631270 5.9482 0.03573421772217417 0.03427240976978388
0.082732 0.080277 0.020002 76.0 "Gaia DR2 3026538594497205504" 112.59666914471 0.4350 -18.52198488994 0.5224 1635721458409799680 3026538594497205504 389111896 2015.5 0.0971 0.7063 0.1375 -8.711 0.941 3.413 1.071 -0.4692 -0.1881 -0.1148 -0.0809 0.2673 -0.0267 0.0264 0.2828 -0.0925 -0.5170 352 0 350 2 0.0437 345.48 0.000 0 31 0 0.0349 1.0033 0.1241 -0.046 41 13 1.0974 0 43 0 361 132.4 0.7 189.138 20.383762049588384 0.006016075606704007 32 44.85 5.271 8.510 21.2219 0.1276 37 174.4 3.7 47.144 19.1579 0.0230 1.656 0 2.064011937957158 0.838159194381614 1.2258 "" "" 0 "" "" "" NOT_AVAILABLE 233.77731200022 -0.12178695497 118.29428437900 -39.76747165054 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.59670869900 14.5895 -18.52199958400 16.6087 0.1296735550132443 0.12773970252916486
0.107611 0.104064 0.027402 75.2 "Gaia DR2 3026538658923296384" 112.62175011375 0.3867 -18.51457194047 0.4847 1635721458409799680 3026538658923296384 534038905 2015.5 0.4891 0.6944 0.7043 -0.384 0.848 0.297 0.961 -0.4216 0.2032 0.1294 -0.3191 -0.2077 -0.3554 0.1966 0.3602 -0.1957 -0.4648 366 0 364 2 1.0727 387.82 0.000 0 31 0 0.0414 1.3504 0.1001 -0.024 41 12 1.0042 0 42 0 370 150.2 0.7537 199.251 20.246869802971258 0.005738671290111984 38 60.26 5.021 12.001 20.9013 0.0905 36 165.7 4.718 35.120 19.2136 0.0309 1.505 0 1.6878350650304803 0.6544934247858443 1.0333 "" "" 0 "" "" "" NOT_AVAILABLE 233.78223114962 -0.09736660710 118.32268547562 -39.75547575923 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62175185700 13.1474 -18.51457321940 14.9076 0.09563767904774186 0.09066524442737306
0.130041 0.121638 0.045990 69.3 "Gaia DR2 3026538766295793280" 112.64026937462 0.2045 -18.49597322913 0.2683 1635721458409799680 3026538766295793280 915738229 2015.5 0.1680 0.3589 0.4679 -0.668 0.454 0.346 0.605 -0.3768 0.0082 0.1386 -0.2439 -0.0370 -0.2276 0.0384 0.2079 0.0087 -0.4581 376 0 374 2 1.7869 418.98 0.376 0.25 31 0 0.1259 1.2440 0.0601 -0.026 42 14 0.58263 0 44 0 383 302.4 0.88 343.634 19.486945554841128 0.0036363106643150776 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.77435438231 -0.07302975286 118.34025319097 -39.73375333331 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.64027240700 7.0421 -18.49597471790 9.3776 "" ""
0.127843 0.124146 0.030526 76.2 "Gaia DR2 3026538693283038080" 112.64292559399 0.1749 -18.51143537312 0.2298 1635721458409799680 3026538693283038080 1683332268 2015.5 0.6786 0.3167 2.1431 -0.876 0.392 2.505 0.548 -0.3950 0.0262 0.1003 -0.3126 -0.0790 -0.3061 0.1631 0.1652 -0.1234 -0.4720 362 0 362 0 2.9979 442.48 0.764 1.7 31 0 0.1880 1.3762 0.0484 0.008 41 13 0.52863 0 42 0 370 424.4 0.971 437.022 19.119063935632646 0.003067942690174739 38 102.4 5.372 19.061 20.3257 0.0570 35 530.5 5.458 97.200 17.9502 0.0112 1.491 0 2.375463562815142 1.206586156589097 1.1688 "" "" 0 "" "" "" NOT_AVAILABLE 233.78912553874 -0.07824857245 118.34746785028 -39.74840414687 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.64292957000 6.0777 -18.51144615720 8.4956 0.05809371995262803 0.05706059704166479
0.111575 0.107619 0.029446 74.7 "Gaia DR2 3026538658923299328" 112.62549786538 0.0420 -18.51252580512 0.0521 1635721458409799680 3026538658923299328 716824391 2015.5 0.2321 0.0757 3.0673 -2.990 0.090 4.550 0.106 -0.3400 0.0897 -0.1063 -0.1289 -0.0866 -0.1365 -0.0295 0.2963 -0.2382 -0.3576 393 0 392 1 -0.5990 369.93 0.000 0 31 0 2.9119 1.4826 0.0122 0.000 44 14 0.10796 0 45 0 398 2952 1.736 1700.547 17.013109117122493 0.0019098767685295005 41 1216 6.887 176.619 17.6387 0.0061 44 2612 9.256 282.244 16.2193 0.0038 1.297 0 1.4194973366928636 0.6256890724353603 0.7937 "" "" 0 "" "" "" NOT_AVAILABLE 233.78214342665 -0.09326679363 118.32668582444 -39.75276323948 100001 4443.88 4394.75 4990.55 "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62551144200 1.3951 -18.51254539620 1.6369 0.007626249282698218 0.006587854251246655
0.116315 0.112423 0.029836 75.1 "Gaia DR2 3026538658923298944" 112.63056419754 0.3885 -18.51213317989 0.4833 1635721458409799680 3026538658923298944 1680048354 2015.5 0.1406 0.6737 0.2087 -1.585 0.859 2.626 1.055 -0.3518 -0.0456 0.0801 -0.2263 0.0765 -0.2120 0.1262 0.1870 -0.0331 -0.4439 390 0 390 0 0.5249 399.07 0.000 0 31 0 0.0335 1.3933 0.1191 -0.019 44 13 1.0355 0 45 0 398 129.3 0.6926 186.726 20.409151790694267 0.00608699931768172 36 46.93 5.284 8.882 21.1727 0.1222 37 155.7 5.103 30.505 19.2814 0.0356 1.566 0 1.8913396641222384 0.7635755726623721 1.1277 "" "" 0 "" "" "" NOT_AVAILABLE 233.78410667474 -0.08886452899 118.33270788511 -39.75142213653 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63057139600 13.3181 -18.51214448660 16.3664 0.1273413775760695 0.12240310768864082
0.129526 0.121127 0.045883 69.3 "Gaia DR2 3026538766306660352" 112.63973076487 0.0524 -18.49608025130 0.0682 1635721458409799680 3026538766306660352 77667040 2015.5 2.8073 0.0950 29.5388 -10.406 0.112 30.299 0.139 -0.3301 0.0995 -0.0769 -0.1264 -0.1194 -0.1445 -0.1026 0.2832 -0.1683 -0.3364 386 0 386 0 1.5483 424.64 0.116 0.33 31 0 1.8344 1.3103 0.0151 -0.007 43 14 0.13636 0 45 1 395 2082 1.645 1265.549 17.392302464033836 0.001994001423314673 43 462.2 6.432 71.863 18.6892 0.0151 40 2710 22.15 122.329 16.1797 0.0089 1.524 1 2.50957069864425 1.2969052363881381 1.2126 "" "" 0 "" "" "" NOT_AVAILABLE 233.77420286737 -0.07352915411 118.33962999484 -39.73395991582 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63977800800 1.7434 -18.49621070590 2.1608 0.01768079020586041 0.01530365571136761
0.119606 0.113605 0.037409 71.8 "Gaia DR2 3026538762002528128" 112.63180511379 0.0515 -18.50455967344 0.0614 1635721458409799680 3026538762002528128 843412301 2015.5 0.4376 0.0865 5.0575 1.583 0.112 0.828 0.127 -0.3667 0.0889 -0.0791 -0.1892 -0.0633 -0.1969 0.0504 0.2539 -0.2233 -0.4043 377 0 376 1 -0.0228 369.71 0.000 0 31 0 2.1820 1.4801 0.0140 -0.000 42 14 0.13174 0 44 1 384 2369 1.701 1392.593 17.251804084448807 0.0019615895888426367 40 981.4 6.59 148.918 17.8718 0.0073 38 2032 5.548 366.305 16.4920 0.0030 1.272 0 1.379845227025033 0.6200250510927674 0.7598 "" "" 0 "" "" "" NOT_AVAILABLE 233.77802936295 -0.08419451124 118.33224678052 -39.74376596194 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63179792700 1.7405 -18.50456323690 1.9672 0.00821652621917396 0.007678769695999441
0.124162 0.114271 0.048564 67.0 "Gaia DR2 3026538766306662656" 112.63249914206 0.2051 -18.49340353150 0.2526 1635721458409799680 3026538766306662656 297758486 2015.5 0.1763 0.3638 0.4847 -3.745 0.453 -0.601 0.548 -0.3524 0.0582 0.0930 -0.2255 0.0166 -0.2123 0.1238 0.2495 -0.0931 -0.4403 375 0 374 1 0.6723 386.88 0.000 0 31 0 0.1263 1.5279 0.0599 0.005 42 14 0.54245 0 43 0 383 297.7 0.9125 326.305 19.503807075528577 0.0037830392739867102 39 92.46 4.55 20.321 20.4365 0.0534 39 325.1 4.31 75.429 18.4818 0.0144 1.402 0 1.9547010149802375 0.9326847400882627 1.0219 "" "" 0 "" "" "" NOT_AVAILABLE 233.76856074153 -0.07825834446 118.33019765882 -39.73270206591 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63251614500 7.0199 -18.49340094350 8.5047 0.05538594090681802 0.05358283174320226
0.125356 0.119858 0.036719 73.0 "Gaia DR2 3026538697587186688" 112.63839928340 0.1085 -18.50524463101 0.1408 1635721458409799680 3026538697587186688 192934590 2015.5 -0.0009 0.1905 -0.0049 1.198 0.239 -0.186 0.299 -0.3641 0.0520 0.0025 -0.2014 -0.0818 -0.2114 -0.0248 0.2447 -0.1015 -0.4107 395 0 395 0 1.0166 418.39 0.195 0.24 31 0 0.4365 1.4951 0.0309 -0.009 45 14 0.29072 0 46 0 403 705.3 1.058 666.489 18.567403674943975 0.002427716230306427 41 247.9 4.329 57.270 19.3656 0.0190 41 739.8 5.399 137.018 17.5891 0.0079 1.400 0 1.7765068994741284 0.7982174249968459 0.9782 "" "" 0 "" "" "" NOT_AVAILABLE 233.78163397610 -0.07903904642 118.34039386185 -39.74319220508 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63839384500 3.7011 -18.50524382970 4.6429 0.020682827694615002 0.019164355561188864
0.105072 0.098976 0.035269 70.4 "Gaia DR2 3026538727642786688" 112.61637993641 0.2583 -18.50670872296 0.3050 1635721458409799680 3026538727642786688 315552193 2015.5 1.7951 0.4394 4.0851 -6.823 0.555 -0.238 0.635 -0.4167 0.2149 0.0986 -0.2916 -0.1570 -0.2924 0.2214 0.3251 -0.2554 -0.4625 369 0 368 1 0.3472 371.76 0.000 0 31 0 0.0927 1.3341 0.0693 -0.027 41 13 0.65868 0 42 0 372 246.2 0.8013 307.239 19.71017989196994 0.003965902436990887 40 77.15 4.491 17.180 20.6330 0.0632 37 297.9 5.114 58.249 18.5769 0.0186 1.523 0 2.0561624317733767 0.9228521302741619 1.1332 "" "" 0 "" "" "" NOT_AVAILABLE 233.77288842587 -0.09805652121 118.31415913678 -39.74878311222 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.61641091300 8.6079 -18.50670769920 9.8456 0.06593264857515926 0.06333883248716907
0.109162 0.103942 0.033351 72.2 "Gaia DR2 3026538731946933120" 112.62161816607 0.0257 -18.50862391414 0.0330 1635721458409799680 3026538731946933120 35794595 2015.5 0.2191 0.0479 4.5719 -1.276 0.055 1.952 0.064 -0.3187 0.1143 -0.1398 -0.1070 -0.1672 -0.1429 -0.0976 0.3274 -0.2311 -0.3123 387 0 387 0 -2.8833 307.14 0.000 0 31 0 8.0686 1.5020 0.0073 0.016 43 14 0.068054 0 44 0 391 7224 2.706 2669.544 16.041455656736378 0.0018453772698191649 42 3099 6.761 458.395 16.6232 0.0024 43 6073 9.955 610.074 15.3034 0.0018 1.270 0 1.3198141652604676 0.58175030571768 0.7380 "" "" 0 "" "" "" NOT_AVAILABLE 233.77695401898 -0.09461949175 118.32098630390 -39.74967161124 100001 4911.75 4717.01 5034.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 112.62162395900 0.8502 -18.50863232070 0.9857 0.0037878118774393025 0.003312949168956951
0.124344 0.121137 0.028057 77.0 "Gaia DR2 3026538663227449984" 112.63975489824 0.0192 -18.51390608023 0.0229 1635721458409799680 3026538663227449984 1156604033 2015.5 0.2965 0.0363 8.1579 -0.445 0.039 0.870 0.047 -0.2725 0.1856 -0.3002 -0.1712 -0.1718 -0.1420 -0.1317 0.2368 -0.3418 -0.2120 368 0 366 2 4.9596 510.49 0.122 3.3 31 0 21.6227 1.3462 0.0052 0.052 41 13 0.051798 0 42 1 374 2.686e+04 6.747 3981.073 14.615675401968568 0.0018205442723907448 40 6939 16.12 430.537 15.7481 0.0025 40 3.015e+04 26.21 1150.370 13.5638 0.0009 1.381 0 2.1843414773828336 1.132419808914884 1.0518 "" "" 0 "" "" "" NOT_AVAILABLE 233.78984809454 -0.08207245672 118.34427564907 -39.75142417733 100001 3883.00 3610.00 4062.21 1.8817 1.7314 2.0730 0.9157 0.8310 1.0191 200111 10.31 9.42 11.92 21.752 15.555 27.949 112.63975691800 0.6083 -18.51390982630 0.7337 0.0035805491273365533 0.0034108565043639567
