#ID               x         y         V        ev        BV       ebv        UB       eub        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP
47        112.524973974 -18.5669427466    17.154     0.001     0.995     0.004     0.241      0.01    -1.065    -0.198    -0.683      1.19     8.053        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
48        112.487034538 -18.5636631325    17.105     0.002     1.003     0.006     0.213     0.013    -1.215    -0.206    -0.722       1.2     8.319      B2.9        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
49        112.536438597 -18.5445523737    17.271     0.001     1.101     0.005     0.185      0.01    -1.852    -0.238    -0.859      1.33    10.002      B1.9        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
50        112.524590739 -18.5095769093    17.171     0.001     0.919     0.004     0.279     0.009    -0.477    -0.166    -0.559      1.08     7.244      B4.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
51        112.51052919 -18.5514641684    17.179     0.002     0.981     0.005     0.142     0.009    -1.447    -0.217    -0.786      1.19     9.716      B2.6        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
52        112.490204529 -18.5373109591    17.229     0.001     1.085     0.005     0.227     0.011    -1.471    -0.219    -0.792       1.3     8.589      B2.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
53        112.493587584 -18.567172493    17.232     0.002     1.002     0.005     0.146      0.01     -1.53    -0.222    -0.805      1.22      9.91      B2.4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
54        112.539745731 -18.4927034629    17.414     0.002     1.108     0.006     0.369     0.013    -0.869    -0.188    -0.642      1.29     7.191      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
55        112.538571771 -18.5014687937    17.378     0.001     1.043     0.005     0.308     0.013    -0.934    -0.191    -0.655      1.23      7.94      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
56        112.522781791 -18.5239942837     17.51     0.002     1.117     0.006     0.432      0.03    -0.542    -0.169    -0.573      1.28     6.559        B4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
57        112.511311682 -18.5734853199    17.472     0.002     1.125     0.006      0.43     0.083    -0.575    -0.171    -0.579      1.29     6.451        B4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
58        112.516655866 -18.5174732438    17.625     0.002     1.371     0.008     0.726     0.025     5.184     0.697     0.225      0.67     1.183        G6     3.526     0.418    -0.008      0.95     1.702        F4    -0.093    -0.144    -0.474      1.51      4.05      B5.5        --        --        --        --        --        --
59        112.534979262 -18.5367954646    17.553     0.002     1.159     0.006     0.316     0.015    -1.366    -0.213    -0.763      1.37     8.599      B2.7        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
60        112.529774421 -18.5308754871    17.509     0.001      1.04     0.005     0.189     0.013    -1.459    -0.218    -0.789      1.25    10.438      B2.6        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
61        112.533081864 -18.5660448783    17.676     0.002     1.112     0.006     0.379     0.017    -0.804    -0.184    -0.628      1.29     7.873      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
62        112.549783646 -18.5409901025    17.712     0.002     1.238     0.007     0.686     0.021     5.524     0.754     0.333      0.48      1.38        G8     3.084     0.347     0.002      0.89     2.365        F2     0.294    -0.119    -0.377      1.35     4.433        B7        --        --        --        --        --        --
63        112.516818574 -18.5643334974    18.152     0.002     1.597     0.014     0.671     0.043    -1.482    -0.219    -0.795      1.81     6.378      B2.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
64        112.506585313 -18.5421940191    17.653     0.003     1.008     0.007     0.667     0.019     6.163     0.873     0.573      0.13      1.65      K1.5     2.502     0.234      0.08      0.77     3.571      A7.5     0.949    -0.066    -0.161      1.07     4.758        B9        --        --        --        --        --        --
65        112.542554103 -18.546995125    17.798     0.002     1.122     0.008     0.469     0.019     4.772     0.615     0.102       0.5     1.973        G1     4.348     0.541     0.033      0.58      2.14        F9    -0.314    -0.157    -0.524      1.27     6.838      B4.5        --        --        --        --        --        --
66        112.531322335 -18.5520296826    17.854     0.002      1.13     0.008     0.379      0.02    -0.902    -0.189    -0.649      1.31     8.688      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
67        112.514824172 -18.5693295029    17.912     0.002     1.083     0.008     0.428     0.021     4.696     0.599      0.08      0.48     2.216        G0     4.217      0.52     0.016      0.56     2.464        F8    -0.379     -0.16    -0.538      1.24     7.752      B4.5        --        --        --        --        --        --
68        112.48432086 -18.5372332816    17.842     0.002     1.076     0.007     0.213     0.017    -1.494     -0.22    -0.798      1.29    11.678      B2.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
69        112.504222936 -18.5277284905    17.998     0.002     1.205     0.008     0.457     0.023    -0.804    -0.184    -0.628      1.38      8.03      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
70        112.513656788 -18.5536637028    18.227     0.002     1.429     0.012     0.653     0.038    -0.836    -0.186    -0.635      1.61     6.523      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
71        112.52463132 -18.5516987947    18.293     0.002     1.445     0.012     0.834     0.051     5.475     0.746     0.317      0.69     1.367        G8     3.193     0.365    -0.003      1.08     2.241        F3      0.12     -0.13     -0.42      1.57     4.584        B6        --        --        --        --        --        --
72        112.508291557 -18.5178014905    17.915     0.002     0.978     0.007     0.213     0.018    -1.122    -0.201    -0.696      1.17     12.08        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
73        112.516906855 -18.5064699814    18.008     0.002     1.129     0.008     0.255      0.02    -1.494     -0.22    -0.798      1.34    11.738      B2.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
74        112.521249001 -18.5178007786    18.034     0.002     1.149     0.009     0.418     0.022    -0.804    -0.184    -0.628      1.33     8.768      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
75        112.491661209 -18.5210962909    18.162     0.002     1.289     0.011     0.433      0.03     -1.32    -0.211     -0.75      1.49     9.387      B2.7        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
76        112.498999084 -18.5352052355    18.216     0.002       1.3     0.011     0.537     0.032    -0.836    -0.186    -0.635      1.48     7.814      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
77        112.480021625 -18.4997723729    18.053     0.003     1.054     0.009     0.316     0.021    -0.934    -0.191    -0.655      1.24    10.682      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
78        112.495964336 -18.5707223011    18.074     0.002     1.203     0.009     0.471     0.025    -0.738     -0.18    -0.614      1.38      8.07        B4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
79        112.48807165 -18.5446193487    18.161     0.002     1.323     0.011     0.771     0.039     5.655     0.776     0.374      0.54     1.467      G9.5     2.997     0.333      0.01      0.99     2.625        F1     0.371    -0.114    -0.357      1.43     4.692        B7        --        --        --        --        --        --
80        112.54901912 -18.5353790415    18.371     0.003     1.261     0.031     0.301     0.044    -2.035    -0.247    -0.889       1.5    14.167      B1.6        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
81        112.52220721 -18.556712142    18.425     0.002     1.408     0.014     1.183     0.067     6.839     1.035     0.919      0.37     1.224        K3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
82        112.544089998 -18.5460694101    18.494     0.002     1.269     0.012     0.506     0.037    -0.869    -0.188    -0.642      1.45      9.41      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
84        112.502880325 -18.495393629    18.403     0.003     1.115     0.011      0.35      0.03      -1.0    -0.195    -0.669       1.3    11.872        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
86        112.545099133 -18.5448610464    18.697     0.003     1.504      0.02     0.975     0.078     5.927     0.825     0.474      0.67     1.376      K0.5     2.791     0.298     0.031       1.2     2.736        F0     0.584    -0.101    -0.304       1.6     4.271        B8        --        --        --        --        --        --
87        112.484338486 -18.5267699026    18.549     0.003     1.322     0.016     0.576     0.046    -0.738     -0.18    -0.614       1.5     8.462        B4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
89        112.50306819 -18.5065522675     18.53     0.002     1.275     0.014     0.473     0.041    -1.111    -0.201    -0.693      1.47    10.393        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
91        112.501300387 -18.5141295545     18.49     0.002     1.064      0.01     0.135     0.025    -2.001    -0.245    -0.883       1.3    19.593      B1.7        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
93        112.515132973 -18.5280115795    18.605     0.003     1.262     0.015     0.935     0.061     6.405     0.926     0.691      0.33     1.719      K2.5     2.361     0.194     0.099      1.07      3.85      A6.5     1.163    -0.042    -0.083       1.3     4.813      B9.7        --        --        --        --        --        --
94        112.52373119 -18.5338851138    18.659     0.003     1.196     0.014     0.462     0.047    -0.738     -0.18    -0.614      1.37    10.717        B4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
96        112.521577518 -18.5664612222    18.774     0.003     1.019     0.024     0.542     0.051     5.641     0.773      0.37      0.24     3.005        G9     2.953     0.326     0.015      0.69      5.45        F1     0.488    -0.107    -0.328      1.12     9.181      B7.5        --        --        --        --        --        --
98        112.521471656 -18.5258924968    18.712     0.003     1.273     0.015     0.427      0.05    -1.308     -0.21    -0.747      1.48    12.202      B2.7        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
102       112.477854994 -18.5017898793    18.769     0.003     1.239     0.016     0.541     0.047     -0.51    -0.168    -0.566       1.4     9.722      B4.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
104       112.518793294 -18.5173315786    18.747     0.003     1.199     0.015     0.354     0.041    -1.355    -0.213     -0.76      1.41      14.0      B2.7        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
105       112.498466881 -18.5494984801    18.815     0.003     1.263     0.017     0.774     0.065     5.873     0.815     0.451      0.44     2.068      K0.5     2.791     0.298     0.031      0.96     4.069        F0     0.606    -0.099    -0.298      1.36      6.29        B8        --        --        --        --        --        --
106       112.524626912 -18.49840821     18.99     0.003     1.305     0.021     0.734     0.074     5.497     0.749     0.324      0.55     2.279        G8     3.127     0.355    -0.001      0.95     3.833        F2     0.255    -0.122    -0.386      1.42     7.355      B6.5        --        --        --        --        --        --
108       112.537049122 -18.5627333795    18.875     0.003     1.349     0.021     0.961     0.082     6.309     0.902     0.635      0.44      1.74        K2     2.469     0.223     0.086      1.12     3.861      A7.5     0.968    -0.064    -0.153      1.41     5.096      B9.1        --        --        --        --        --        --
110       112.51320479 -18.5148899528    18.926     0.003     1.301     0.021     0.514     0.061      -1.0    -0.195    -0.669      1.49    11.516        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
112       112.489693105 -18.5458427957    19.031     0.005     0.757      0.04      0.23     0.057     4.996      0.66     0.169      0.09     5.639      G3.5     3.729     0.447    -0.005      0.31     7.383        F6     0.004    -0.137    -0.449      0.89    17.934        B6        --        --        --        --        --        --
117       112.501377518 -18.5114735894     19.11     0.004      1.22      0.02     0.213     0.054    -2.402    -0.268     -0.96      1.48    24.252      B0.9        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
128       112.502302101 -18.5148746061    19.506     0.005     1.277     0.039     0.237     0.084    -2.583    -0.279    -0.997      1.55    28.631      B0.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
