    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   5.83   239.88367843800   -53.66066941050      ------      ------      ------      ------      ------      ------     21.1545      0.3021     19.2791      0.0579      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.69   239.88268229900   -53.66301923710     -0.6648      1.2510      1.7440      2.2270     -1.6200      2.4190     20.8854      0.1843     19.1299      0.0514      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   239.85637435600   -53.67386388260      2.4902      1.8445      3.6300      3.8520     -5.2450      2.7180     21.2359      0.1039     19.2061      0.0577      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.60   239.87673756700   -53.68234704280      ------      ------      ------      ------      ------      ------     20.3253      0.0865     18.0904      0.0233      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.80   239.85963917100   -53.66451358550      2.1471      1.0941     -4.6770      2.0760    -11.9340      2.0940     20.7020      0.3577     19.1113      0.0458      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.54   239.87205047600   -53.66689943920      0.0893      0.2616      0.2300      0.4590     -3.1380      0.3660     20.0892      0.0561     18.0103      0.0199      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.79   239.89005380800   -53.66077563930      0.3321      0.3813      2.2720      0.7250     -4.5050      0.5690     20.4402      0.0848     18.5194      0.0251      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.25   239.85634697500   -53.65721390830      0.0783      0.5007     -4.5100      0.9160     -1.6310      0.7170     20.6416      0.1046     18.9293      0.0462      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.24   239.86992420500   -53.67245099620      0.1108      0.2945     -5.8590      0.5990     -4.8020      0.4820     20.1259      0.0523     18.2733      0.0306      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.60   239.88696681200   -53.66421791770      0.6499      0.4554     -4.0120      0.9390     -4.2320      0.7330     20.5231      0.1049     18.8210      0.0266      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.49   239.88165586000   -53.66650166980     -0.0370      0.6158     -2.6350      1.4020     -0.6290      1.0000     21.0857      0.1385     19.0483      0.0361      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.01   239.87462698200   -53.67559476030      0.5925      0.3813     -2.1610      0.7720      1.8380      0.6050     20.4736      0.0959     18.6579      0.0324      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   239.88136849500   -53.67183679330      0.0221      0.2886     -4.9450      0.5720     -7.9170      0.4670     19.7953      0.0677     18.0898      0.0271      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   239.88792481200   -53.67222512990      1.7797      1.1354      4.6780      2.4340     -6.3760      2.2490     20.4284      0.1821     19.1912      0.1044      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   239.86591084800   -53.67118128250     -3.9552      1.7350     -0.9160      3.9020     -1.9850      3.0500     21.0692      0.3182     19.3956      0.0832      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   239.86870508900   -53.67136354550      ------      ------      ------      ------      ------      ------     21.3221      0.4073     19.6867      0.1081      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.44   239.86483063900   -53.66973567720      ------      ------      ------      ------      ------      ------     21.1306      0.5165     19.7798      0.1441      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.55   239.87321881000   -53.66662356530      0.0656      1.5623    -16.7780      3.3290      2.8940      2.6220     21.2533      0.2047     19.7188      0.0879      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.71   239.86560749400   -53.66499414150      ------      ------      ------      ------      ------      ------     21.1825      0.1817     19.4721      0.0628      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.62   239.89190770400   -53.66345551250      ------      ------      ------      ------      ------      ------     20.8404      0.1785     19.8601      0.0754      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.89   239.89495053300   -53.67559191280      0.7280      1.3449     -3.5190      2.5100     -4.7240      2.2870     21.0848      0.1592     19.3019      0.0702      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   239.86881036600   -53.67354324350      1.0086      1.2883     -4.7200      2.8720     -6.2370      2.2590     20.9895      0.2070     19.4830      0.0779      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.44   239.85331747000   -53.67213474650      ------      ------      ------      ------      ------      ------     21.2688      0.1610     19.2400      0.0446      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.04   239.89182905200   -53.67329056100     -3.3675      1.6744    -10.3180      3.6560      4.3710      2.6060     20.9506      0.1271     19.4445      0.0638      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.00   239.88504237900   -53.69141644180      0.0573      1.3375     -5.0110      3.0220     -7.8870      2.3410     20.1651      0.3885     19.4954      0.1334      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.31   239.89922628300   -53.66836433760      0.4257      0.2507     -7.1610      0.4290     -6.8120      0.3420     19.8710      0.0427     18.0720      0.0115      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.03   239.88486847300   -53.67396091160      0.9954      0.7620     -7.8280      1.4910     -9.1870      1.0660     20.9832      0.1322     18.9622      0.0619      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.24   239.86418766200   -53.67328404440      0.2734      0.5087     -5.1190      0.9970     -6.8630      0.7880     20.7843      0.0847     18.7782      0.0386      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.44   239.88492597100   -53.66712252690      0.2394      0.5627     -6.8040      1.1170     -6.9210      0.9040     20.2281      0.3203     18.8784      0.1063      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.24   239.90053247100   -53.66948519390     -1.5467      1.0783    -10.4620      2.5730     -8.6770      1.7530     21.2114      0.1706     19.3801      0.0860      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.76   239.85707680600   -53.66558745930      0.6320      0.2177     -2.2070      0.3690     -4.1490      0.3100     19.3387      0.0392     17.4078      0.0104      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.63   239.88333887700   -53.66409183740     -0.6084      0.5290     -7.7360      1.0280     -4.9640      0.8620     20.7926      0.1197     19.0076      0.0493      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.80   239.88877047600   -53.66080874620      2.5661      1.1450     -3.3020      2.2920     -4.4670      1.9810     21.1293      0.1843     19.1979      0.0513      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.77   239.88650965800   -53.67819994460      ------      ------      ------      ------      ------      ------     20.8944      0.2107     18.4834      0.0288      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.96   239.89403807600   -53.67449364010      0.1442      0.6762     -2.3920      1.3870     -3.1540      0.9890     20.7390      0.1177     18.8325      0.0493      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.86   239.88848915600   -53.67651939840      0.4535      0.2949     -6.6700      0.5570     -7.1170      0.4070     19.9754      0.0434     18.2130      0.0134      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.33   239.88361909500   -53.68609550610     -0.2344      0.7170     -3.1440      1.4680      0.8440      1.0150     21.2902      0.1385     18.6287      0.0337      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.08   239.87060100600   -53.65792600990     -0.1012      0.1133     -4.7830      0.2190     -4.4890      0.1730     17.0236      0.0126     15.1615      0.0065      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.68   239.89434632100   -53.67918970200      0.4254      0.2287    -12.8100      0.3770     -8.8840      0.3060     19.6003      0.0368     17.8443      0.0120      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.83   239.86588057200   -53.64560699440     -0.5199      1.1010     -3.3250      2.1430     -1.5690      1.9150     20.8931      0.2118     19.4152      0.0574      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.19   239.87890814100   -53.67188951720      ------      ------      ------      ------      ------      ------     20.9670      0.1110     18.4189      0.0297      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   4.88   239.88628351700   -53.67639237070      2.9326      1.2256     -1.1480      2.3350     -8.3380      2.0740     21.2347      0.1873     19.3667      0.0517      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.52   239.89188746000   -53.66524064520     -0.3857      0.4427     -1.6240      0.9090     -0.9480      0.7090     20.6349      0.0953     18.7240      0.0229      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.17   239.86975586800   -53.65648736040      0.3901      0.2541     -2.2230      0.4050     -0.9820      0.3440     19.7518      0.0279     17.9515      0.0124      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.87   239.86298977300   -53.66268550040      0.9414      0.2081     -5.0310      0.3370    -11.0910      0.2830     19.4887      0.0327     17.6355      0.0170      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.74   239.89989208200   -53.64442864970      0.3399      0.4362      0.8290      0.8280     -1.9180      0.6500     20.4246      0.1114     18.3852      0.0248      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.31   239.88762870100   -53.65219259240     -0.0467      0.2353     -1.1130      0.3720     -0.1980      0.3120     19.6389      0.0284     17.7631      0.0133      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.14   239.88446144700   -53.63845841520      0.0938      0.3060      3.3980      0.5960     -6.2930      0.4880     19.9386      0.0533     18.1380      0.0235      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.47   239.87489390500   -53.63378389650     -0.1989      0.3892     -2.5930      0.8050     -3.2590      0.6420     19.5999      0.0752     17.7366      0.0236      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.56   239.90570693100   -53.64734711370     -0.2502      1.9124     -5.8730      3.7260     -2.8200      3.0190     21.2887      0.2246     19.5751      0.0817      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.69   239.91027374700   -53.64516840790      0.7892      0.4423     -4.5360      0.9160     -4.9880      0.6670     20.4506      0.0913     18.8158      0.0450      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.90   239.91747447300   -53.64182443390      0.5868      0.1856     -1.5030      0.2970     -1.2310      0.2550     19.2956      0.0362     17.5621      0.0137      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.98   239.89167700000   -53.65753474910      0.0736      0.4990      4.2770      0.9370     -7.1030      0.7310     20.8067      0.0814     18.3775      0.0375      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.31   239.88863642600   -53.65220251660      0.2590      0.3143     -0.6720      0.6050     -1.5500      0.4740     18.9946      0.1871     18.1590      0.0425      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.96   239.90287325100   -53.64067786770      1.6459      0.6680     -1.1300      1.4570     -2.3750      1.0190     21.2054      0.1468     19.1504      0.0446      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.13   239.89802760800   -53.65465926530      0.5510      0.2929      1.8280      0.4940     -4.2510      0.4060     20.1298      0.0955     17.9366      0.0966      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.33   239.90851889200   -53.65114468090      0.9068      0.4237     -4.1910      0.8310     -7.3120      0.6280     20.4801      0.1024     18.5492      0.0227      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.88   239.90222042800   -53.65875197750     -0.6565      0.4331      4.3090      0.8210      2.7940      0.6380     20.3901      0.0925     18.2891      0.0210      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.32   239.88261327900   -53.63557526900      0.7025      1.4225     -6.9260      2.7160     -3.2930      2.9150     20.7981      0.1450     19.3967      0.0658      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.40   239.90474566600   -53.65011191760      0.7951      0.4155     -7.7190      0.8180      0.4970      0.6310     20.4167      0.0775     18.7384      0.0358      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.07   239.88777283100   -53.65618828340      1.5810      0.6641      0.3820      1.3630     -3.1390      0.9910     21.0343      0.1351     18.7206      0.0365      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.40   239.90575658200   -53.65008519530      0.6069      0.2654     -2.7420      0.4340     -3.6010      0.3620     19.7681      0.0401     18.0061      0.0150      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.07   239.88173295600   -53.63993544150     -2.0902      1.5988     -8.3090      3.3260     -2.6980      3.4300     20.4446      0.1985     19.4217      0.0746      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.33   239.87618332200   -53.63596681020      1.1379      0.3624     -4.0820      0.7060     -5.6980      0.5470     20.1316      0.0695     18.4730      0.0231      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.01   239.90701276200   -53.65647681520      0.3486      0.5301     -5.4360      1.0200     -5.9800      0.7550     20.4161      0.1445     18.6643      0.0383      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.33   239.88063734000   -53.65242195020      0.1632      0.2436     -4.8300      0.4030     -6.5260      0.3510     19.7396      0.0438     18.0111      0.0171      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.41   239.88123630200   -53.65115490820      0.1965      1.1459     -8.9980      2.1600     -5.6220      2.1320     20.8169      0.1255     19.2937      0.0504      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.22   239.90183596100   -53.65305582320      1.7828      1.3575     -1.3620      2.7230     -5.4170      2.5070     19.5817      0.1485     18.6485      0.0694      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.47   239.88483986200   -53.63292319190     -0.0849      1.0509     -6.5620      2.1280     -3.9100      1.8050     21.1330      0.1067     18.8994      0.0300      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.89   239.89157385800   -53.65901479340      0.5561      0.2412     -1.9300      0.3760     -8.8880      0.3190     19.5995      0.1362     17.7080      0.0325      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.98   239.91250534800   -53.65709093810      ------      ------      ------      ------      ------      ------     20.9456      0.2336     19.4448      0.0816      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.59   239.90026490800   -53.66358501090     -0.6714      0.4418     -5.7050      0.8690     -5.6220      0.6830     19.7607      0.1002     18.3110      0.0282      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.81   239.90560446400   -53.65982159770      0.9182      0.2761     -3.9040      0.5440     -3.9160      0.4240     19.7874      0.0597     18.1032      0.0172      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.43   239.87619753900   -53.63438020450     -1.2681      0.3210     -3.3110      0.5240     -2.2860      0.4380     19.5865      0.0372     17.7547      0.0101      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.74   239.87349059500   -53.64625624570      0.3786      0.3594     -4.2420      0.6960     -7.0960      0.5420     20.1188      0.0727     18.3204      0.0219      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.70   239.87062120000   -53.64722318810      1.2904      0.5719     -2.3020      1.0250     -0.6700      0.7920     20.9562      0.1386     18.8847      0.0292      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.93   239.88372154900   -53.64208263020      0.4504      0.2432     -5.9030      0.3930     -5.7850      0.3440     19.6705      0.0341     17.8179      0.0164      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.38   239.88796927900   -53.63423098680      0.3274      0.3851      0.9150      0.7610     -6.7850      0.5920     20.2716      0.1132     18.5680      0.0385      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.79   239.88395633600   -53.64448234890      0.5004      0.2940     -5.0540      0.5120     -5.7660      0.4520     19.6384      0.0276     17.7266      0.0135      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.22   239.87387842700   -53.63809757490      0.2111      0.3402     -1.3820      0.6790     -3.1250      0.5130     20.2042      0.0625     18.3902      0.0139      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.42   239.90710227500   -53.64968274780      1.3144      1.0553     -2.7250      2.0310     -7.2520      1.9440     20.8597      0.2479     19.2324      0.0637      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.42   239.89008698400   -53.65019787770      ------      ------      ------      ------      ------      ------     21.1460      0.1672     19.5432      0.1275      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   7.42   239.88222598500   -53.63397518120      1.2609      0.4222     -0.8940      0.8370     -4.3540      0.6670     20.7043      0.1130     18.4337      0.0256      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   6.86   239.86699222100   -53.64508695820      0.0898      0.2128      2.4530      0.3440     -2.3120      0.2870     19.5317      0.0074     17.5419      0.1493      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
