    N    R        ALFA(gaia)        DELTA(gaia)      PARALAJE     ERROR     MOV.PR.ALF    ERROR     MOV.PR.DEL    ERROR        BP         ERROR        RP         ERROR         J         ERROR         H         ERROR         K         ERROR       3.6         ERROR        4.5        ERROR        5.8        ERROR       8          ERROR         W1         ERROR        W2         ERROR         W3        ERROR         W4        ERROR         V         ERROR        B-V        ERROR        U-B        ERROR        V-I        ERROR   
  ---   5.10   166.51465751500   -62.55126655930      0.5283      0.5887     -4.0860      1.1400      0.9370      0.9990     20.9031      0.1917     19.1521      0.0562      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.09   166.31360288800   -62.55723513980      0.6857      0.7867    -12.7710      1.6530     -2.1530      1.4870     19.0530      0.7924     19.5485      0.1462      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.11   166.48966564900   -62.40785792000      1.4582      0.3550     -8.7970      0.6420      5.9460      0.5020     20.1010      0.1250     18.3899      0.0314      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   166.38796878600   -62.56822778070      0.5196      0.5676     -4.8530      1.3330      3.8900      1.1440     21.0380      0.2042     19.0135      0.0842      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   166.35632196100   -62.56568888950      0.9782      0.7703    -11.3590      1.6420      7.9090      1.3790     20.3787      0.2376     18.9267      0.0361      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   166.50848864500   -62.55378736670      0.7253      0.1654     -7.3070      0.2750     -6.6560      0.2340     19.4206      0.0526     17.5670      0.0200      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   166.37795074200   -62.39882289510     -0.2799      0.4617     -7.8020      0.8490      2.6210      0.6790     20.9305      0.1148     18.6876      0.0601      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.12   166.45879828800   -62.56492178420      0.0954      0.8625     -7.1590      2.0330      5.7390      1.7460     20.6822      0.2164     19.2446      0.1884      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.13   166.41069927300   -62.39787913450      0.4047      2.1215     -0.2200      2.3520     -4.8440      3.1770     20.3583      0.2457     19.2089      0.0867      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.13   166.41424922600   -62.56871408360     -0.2949      0.5189     -6.6590      1.0730      3.0790      0.8480     21.0010      0.1429     18.6660      0.0718      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.13   166.39809395300   -62.56880692680      1.1662      0.2955     -6.5070      0.6080      3.4910      0.4700     20.1155      0.0914     18.3225      0.0546      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.13   166.48758439700   -62.40694715190      0.5225      0.8287     -6.0870      1.7130      3.1960      1.3930     20.3424      0.1918     19.2426      0.0728      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.13   166.31063396300   -62.55718892620      0.3092      0.4192     -6.8620      0.8320      1.1170      0.6800     20.3391      0.1654     18.6633      0.0487      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.14   166.38069747700   -62.39835477320      0.5976      0.7480     -8.2680      1.4650     -0.2740      1.2590     20.2082      0.2639     18.4847      0.0889      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.14   166.32658616700   -62.56109831090      0.6964      0.2642     -8.6640      0.5290      0.1210      0.4240     20.0867      0.1191     18.2145      0.0378      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.14   166.32481874500   -62.40588939030      1.3538      0.6993     -2.4900      1.3150     -1.0690      1.1160     20.9571      0.1535     18.8236      0.0493      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.14   166.52683938800   -62.54766431370      0.4983      0.3730     -5.2930      0.6220      2.0060      0.5010     19.6452      0.1893     18.2748      0.0646      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.15   166.41071052300   -62.56912672310      0.4348      0.3892    -10.6470      0.7550      2.8660      0.5930     20.6512      0.1528     18.4904      0.0506      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.15   166.41377477000   -62.39755323410     -0.2724      0.5443    -11.9410      0.9150      2.1790      0.8530     20.3362      0.1641     18.8004      0.0495      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.16   166.50185605600   -62.55655203060     -0.0984      0.3887     -8.6110      0.6930      4.5270      0.5720     20.5943      0.1699     18.5405      0.0341      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.16   166.30468969700   -62.41066251990     -0.2377      0.7266    -11.4700      1.5210      0.8130      1.1970     19.9674      0.5703     18.8429      0.1213      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.16   166.47255974200   -62.56339878740      0.3850      0.2759     -7.7520      0.5590      3.9680      0.4330     20.1612      0.1038     18.3140      0.0442      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   166.39670414900   -62.56953376910      0.4243      0.3032     -5.7200      0.6220      1.9830      0.4790     20.4625      0.0963     18.3079      0.0443      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   166.35880390500   -62.56708418880     -0.0833      0.3703     -4.5670      0.7030     -2.3140      0.5880     20.5170      0.1108     18.5125      0.0732      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   166.28647900700   -62.55045930580      0.2421      1.3181     -5.2770      2.7260      4.9920      3.0630     20.9803      0.2017     19.3002      0.1034      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.18   166.52884753500   -62.54778271400      0.3395      0.7875     -6.5390      1.4910      2.6550      1.3020     20.8097      0.2420     19.0158      0.1009      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.19   166.33547859200   -62.40289791230     -3.8766      1.8784     -6.2260      2.7090     -1.5280      2.9710     21.4744      3.2652     19.5671      0.6536      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.19   166.33726206600   -62.40258166110     -0.3537      0.4858     -6.1470      0.7850      2.4620      0.6490     19.5456      0.1936     17.5874      0.0450      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.19   166.30695868900   -62.40943738540      ------      ------      ------      ------      ------      ------     21.9235      0.2764     20.0667      0.2726      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.19   166.43290960500   -62.56880078290      0.3113      0.1324     -7.0390      0.2230      3.7620      0.2000     19.0446      0.0815     17.1931      0.0116      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.20   166.36137478700   -62.56772003460      0.2383      0.6059     -6.7630      1.4210     -1.4630      1.2350     20.8602      0.1243     19.2440      0.0930      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.21   166.36392133100   -62.39855553310      0.6402      1.4885     -3.4550      2.2330      1.3090      1.8310     20.8673      0.4115     19.3813      0.0746      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.21   166.50929256900   -62.55533768720      ------      ------      ------      ------      ------      ------     19.4783      0.3751     19.2666      0.2734      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.21   166.32671653400   -62.40421973300      1.3616      1.0419     -5.4660      2.0260      4.3820      1.6990     20.8600      0.3521     19.3340      0.0759      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.21   166.39958987500   -62.57018887280      1.4206      0.3973     -2.8170      0.8100      1.7360      0.6230     20.5819      0.1126     18.7975      0.0549      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.22   166.45782260600   -62.39996119140      1.0553      0.6718     -6.6950      1.4440      3.8750      1.2490     20.6291      0.2608     18.9886      0.0652      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.23   166.48572926400   -62.56188759710      0.2189      0.4069     -7.4110      0.8610      4.1950      0.6740     20.6418      0.1164     18.7108      0.0565      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.23   166.31298760900   -62.55959676320      ------      ------      ------      ------      ------      ------     21.4473      0.2153     19.7812      0.1030      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.23   166.48201572400   -62.56279499600      0.3655      0.4826     -5.3070      0.9800      1.6080      0.7610     20.4688      0.1549     18.8909      0.0651      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.23   166.43538919000   -62.39729119810      1.3459      0.6694     -6.4000      1.5660      2.5310      1.2190     20.5882      0.1781     19.1567      0.0728      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.25   166.49717110000   -62.55955113520      2.2535      1.3074     -3.3880      2.2830      6.6730      2.8130     20.9406      0.2203     19.8358      0.2213      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.25   166.37999806400   -62.39656103100     -0.1330      0.7199    -10.4840      1.4250      2.8830      1.2180     21.3692      0.2056     19.4421      0.1006      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.26   166.49914753100   -62.40753129540      1.2363      0.5497     -9.5500      0.9500     -0.2860      0.7660     20.2925      0.1960     18.8215      0.0507      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.25   166.47854532000   -62.56388883100     -0.3310      1.3023     -6.5770      2.4400      2.9670      2.1390     20.0901      0.3154     18.6333      0.0203      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.26   166.32195195400   -62.40443500420      0.4103      0.6343     -5.5350      1.0860      0.1630      0.8590     21.1114      0.1486     18.6794      0.0317      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.26   166.33886270700   -62.56559481370      0.5311      0.3759     -3.1210      0.7630      2.2940      0.6360     20.3671      0.1216     18.5861      0.0323      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.27   166.33461801100   -62.56502352880      0.9424      0.2586     -7.3800      0.5500      1.3730      0.4330     20.1068      0.0992     18.1461      0.0393      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.27   166.46785547700   -62.40050695130      0.4074      0.7990     -5.6030      1.5260      0.7880      1.2580     20.2463      0.1720     19.0091      0.0656      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.28   166.43155756900   -62.57038725260     -0.2965      0.4162     -7.2950      0.9570      2.3570      0.7410     20.3981      0.1350     18.4538      0.0348      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.28   166.40142908500   -62.57132016830      0.4641      0.3895     -7.9660      0.7560      4.7900      0.5950     20.7437      0.1367     18.5505      0.0487      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.28   166.45752358300   -62.56782703000      0.3998      0.6987     -4.9810      1.5990     -0.7670      1.4080     21.0988      0.1689     19.2157      0.0791      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.29   166.49922577000   -62.40693593490      6.8472      2.0847     -4.1070      2.7700     12.5590      4.2870     19.8496      0.5756     19.3668      0.1545      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.29   166.32369627900   -62.56328792400      1.0915      0.9466     -6.1480      2.3530     -4.6110      1.7390     21.4185      0.2527     18.9597      0.1258      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.30   166.32935386400   -62.56459706550      0.6251      0.4134     -7.9980      1.0050      2.2220      0.7650     20.4929      0.1949     18.5999      0.0483      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.33   166.51074157100   -62.40946901030      ------      ------      ------      ------      ------      ------     20.3353      0.4109     18.9972      0.1422      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   166.34355026000   -62.39893469260      0.1812      0.9805    -10.1110      1.4760      4.2770      1.2920     21.1710      0.2066     19.1998      0.0859      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   166.39150350700   -62.39445379780      0.3477      0.6183     -3.8380      1.1840      1.8160      0.9390     20.7329      0.1842     18.9004      0.0984      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.34   166.38928829400   -62.39450192860      3.2927      1.6014     -7.6350      1.8610      5.8950      1.4570     21.1436      0.2431     19.5088      0.1246      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   166.35732128900   -62.56975275150      0.3725      0.2470     -7.7740      0.5010      2.5780      0.3820     19.8438      0.0798     18.2301      0.0349      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   166.32483064200   -62.40207958780      0.1324      0.6864     -2.9830      1.3180     -0.5130      1.0150     20.7416      0.2026     18.9280      0.0989      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.35   166.45296657700   -62.56957615950     -0.3511      0.2561     -5.5310      0.4890      0.6320      0.3910     19.7481      0.0569     17.7991      0.0339      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.36   166.45636539000   -62.56927896650     -0.7655      0.3273     -8.9320      0.6320      4.3560      0.5040     20.2381      0.0793     18.2227      0.0226      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   166.37496180200   -62.39485175900      ------      ------      ------      ------      ------      ------     22.2560      1.2108     20.3978      0.4763      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   166.35057435700   -62.39729923790      0.4134      0.3275     -5.9220      0.5480      2.1690      0.4480     20.4638      0.1084     18.2883      0.0296      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.37   166.36265474800   -62.57077682340      0.1462      0.3688     -3.1610      0.8410      1.2150      0.6310     20.5919      0.1501     18.6926      0.0548      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   166.50663967100   -62.55944198990     -0.0682      0.5299    -10.9640      1.0620      2.3620      0.9390     18.8018      1.2432     19.2245      0.2733      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   166.37388154600   -62.57185614860     -0.0785      0.3215     -8.7410      0.6830      4.7110      0.5230     20.5428      0.1463     18.4631      0.0776      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   166.48801501100   -62.56420964280      2.3760      0.7726     -7.9470      1.4640      3.8170      1.2090     20.2605      0.1324     18.4437      0.0414      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.38   166.31180936000   -62.56220286600      0.8140      0.4097     -0.8080      0.8320      1.1060      0.6740     20.5187      0.1858     18.6124      0.0317      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.39   166.28767452800   -62.41141287390      0.6571      0.5312     -8.0260      0.8750      2.1600      0.6960     20.5754      0.1125     18.4463      0.0410      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.40   166.35352268400   -62.57014644140      0.5854      0.5690     -1.8690      1.4150     -1.4820      1.1050     20.7036      0.1435     19.1323      0.0942      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.40   166.46727177700   -62.39816033600      ------      ------      ------      ------      ------      ------     20.5029      0.3585     19.5392      0.1203      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.41   166.28340766200   -62.41265597550     -0.3982      0.4104     -3.9210      0.7230      0.6990      0.5700     20.2233      0.1151     18.4474      0.0445      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.41   166.48008379200   -62.40029927300      0.1440      0.3268     -5.8270      0.5740      5.3700      0.4470     19.7109      0.1046     18.4556      0.0364      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.41   166.40056988200   -62.57345322850     -0.1760      0.3768     -8.7670      0.7390      3.3250      0.5480     20.3992      0.1056     18.5679      0.0448      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.41   166.52576799500   -62.55397928210     -1.6071      1.0179     -1.0930      2.2580     -0.1690      1.7450     20.7945      0.1932     19.4849      0.0817      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.42   166.34336411900   -62.56912548390      0.0594      0.4185     -4.7060      0.8130      0.9450      0.7160     20.5566      0.1491     18.7302      0.0508      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.43   166.45292399100   -62.57089493830     -0.0030      0.3434     -6.2010      0.6640     -0.9160      0.5280     20.3134      0.0979     18.5096      0.0567      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.43   166.51913499100   -62.55661954370      0.3181      0.6947     -7.5430      1.2880      1.1380      1.1100     21.0137      0.2040     19.2299      0.0769      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.43   166.31140561000   -62.56303790610      3.7419      0.8406     -2.8430      1.9830      3.3890      1.6030     20.6251      0.3702     19.1553      0.1047      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.44   166.50036221600   -62.40441030560      0.1523      0.5642     -3.7060      1.0050     -0.2020      0.8170     20.0682      0.2395     18.7768      0.0592      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.44   166.48751275500   -62.56552691900     -0.0319      0.3792     -8.8660      0.7840      3.5590      0.6090     20.6232      0.0740     18.6551      0.0655      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.45   166.44330281800   -62.57231203570      2.0920      0.7959     -7.9480      1.9700      5.8580      1.5880     21.0387      0.2157     19.0565      0.0803      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
  ---   5.45   166.29390892300   -62.40818898580      0.8958      0.0802     -3.3100      0.1210     -2.2180      0.1010     17.5422      0.0394     15.9646      0.0190      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------      ------
