_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.140514 -0.066087 -0.124003 208.1 "Gaia DR2 5967066478867577856" 254.82583937929 1.0668 -40.31396585275 0.8368 1635721458409799680 5967066478867577856 271656398 2015.5 0.0749 1.3689 0.0547 0.882 2.837 -2.562 1.781 0.3571 -0.0311 -0.0306 -0.1149 -0.2579 -0.4327 -0.7734 -0.1337 0.4476 0.6296 141 0 140 1 2.1525 172.76 1.817 1.3 31 0 0.0418 1.4440 0.1875 0.233 16 8 2.7595 0 17 0 149 172.4 1.194 144.414 20.09693090963775 0.007730519092763246 14 100.9 10.22 9.875 20.3413 0.1099 15 346.4 7.594 45.621 18.4129 0.0238 2.595 0 1.9285193960562061 0.24441840394627334 1.6840 "" "" 0 "" "" "" NOT_AVAILABLE 345.24950952286 1.37160141517 257.91947586365 -17.50892636663 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.8258344 43.9912 -40.3139548198 27.6224 0.11252139024634744 0.11023087242845525 5.5706
0.13899 -0.062351 -0.12422 206.7 "Gaia DR2 5967066513227312000" 254.83073922128 0.2002 -40.31418639785 0.1566 1635721458409799680 5967066513227312000 228773184 2015.5 0.4106 0.2652 1.5484 -5.237 0.419 -3.527 0.295 0.2393 -0.3562 -0.0792 -0.1444 -0.3852 -0.0043 -0.7410 -0.2923 0.4504 0.2358 173 0 172 1 6.0654 303.19 0.735 7.2 31 0 0.8093 1.2659 0.0370 0.124 20 10 0.38041 0 21 0 181 1820.0 2.638 689.904 17.53834081913221 0.002390936767601061 16 419.7 10.05 41.768 18.7941 0.0260 16 2621 13.44 194.961 16.2159 0.0056 1.671 0 2.5781544275645025 1.2557117262602837 1.3224 "" "" 0 "" "" "" NOT_AVAILABLE 345.25164753293 1.36852909122 257.9233953759 -17.5087377509 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.830768793 6.4904 -40.3141712112 4.569 0.02668797382240264 0.02614075936134789 3.0216
0.120579 -0.045612 -0.111619 202.2 "Gaia DR2 5967066547587048320" 254.85270211791 0.6083 -40.30159888399 0.4687 1635721458409799680 5967066547587048320 1395302668 2015.5 -1.2462 0.9955 -1.2518 4.053 1.605 -1.660 1.157 0.1863 -0.2244 0.2506 0.0783 -0.4101 -0.0634 -0.5874 -0.1222 0.5580 0.4956 154 0 153 1 0.8777 162.91 0.827 0.46 31 0 0.0761 1.7084 0.1263 0.116 18 9 1.5462 0 21 0 172 244.0 1.345 181.351 19.71988096212169 0.0062516163961758315 21 104.8 8.438 12.425 20.3001 0.0874 19 390 9.283 42.011 18.2843 0.0258 2.028 0 2.015844024805112 0.5802015451171734 1.4356 "" "" 0 "" "" "" NOT_AVAILABLE 345.27190222122 1.36314980446 257.9394125587 -17.4943987062 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.852679235 24.8871 -40.3015917361 17.9381 0.09115318174443249 0.08761538437280872 8.4733
0.138054 -0.060458 -0.124112 206.0 "Gaia DR2 5967066513227309824" 254.8332220461 0.7257 -40.31408029874 0.5619 1635721458409799680 5967066513227309824 1051409608 2015.5 0.1564 1.0672 0.1466 -6.865 1.864 -9.642 1.267 0.168 -0.1910 0.1391 0.0500 -0.3918 -0.1121 -0.6897 -0.1006 0.5461 0.4721 163 0 161 2 4.6041 251.36 2.086 3.2 31 0 0.0619 0.9754 0.1442 0.182 19 9 1.7619 0 21 0 175 247.4 1.408 175.778 19.70481300162762 0.006433799907978376 11 204.5 20.88 9.794 19.5746 0.1109 11 584 25.15 23.217 17.8459 0.0468 3.187 0 1.7287457751487132 -0.13019934425990698 1.8589 "" "" 0 "" "" "" NOT_AVAILABLE 345.25290207259 1.36710698076 257.92535652067 -17.50842567486 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.833260812 28.8947 -40.3140387848 19.6426 0.12033981117136891 0.11105184865603782 2.2465
0.120412 -0.042532 -0.112651 200.7 "Gaia DR2 5967066547587044352" 254.85674058727 1.2392 -40.30263275059 0.9258 1635721458409799680 5967066547587044352 1189712242 2015.5 4.6249 1.9232 2.4048 -8.519 3.219 -3.963 2.168 0.3155 -0.2060 0.1344 -0.0258 -0.2884 -0.1555 -0.6159 -0.1608 0.5271 0.5193 137 0 137 0 5.6322 245.28 3.943 6.1 31 0 0.0249 0.8621 0.2386 0.237 16 8 3.0659 0 18 0 151 163.2 1.79 91.194 20.156533043376577 0.012041077675208647 14 67.81 9.719 6.976 20.7732 0.1556 15 316.9 6.936 45.691 18.5095 0.0238 2.357 0 2.2637198584947313 0.6167126509797072 1.6470 "" "" 0 "" "" "" NOT_AVAILABLE 345.2729939958 1.36008982645 257.94274073858 -17.49509080935 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.856788681 49.9077 -40.3026156891 33.6133 0.15745124977058272 0.15610132202039323 5.0469
0.124122 -0.065635 -0.105348 211.9 "Gaia DR2 5967066581950791936" 254.82645536548 4.5655 -40.29531165036 2.6376 1635721458409799680 5967066581950791936 292749686 2015.5 "" "" "" "" "" "" "" 0.4756 "" "" "" "" "" "" "" "" "" 129 0 129 0 1.9164 155.92 3.048 1.7 3 0 0.0179 "" "" 0.184 15 7 10.35 0 17 0 147 109.9 1.441 76.279 20.58580694415661 0.014347164454981538 12 129.9 24.73 5.251 20.0677 0.2068 10 343.5 32.47 10.580 18.4221 0.1026 4.307 0 1.6456599904911897 -0.5180954456014888 2.1637 "" "" 0 "" "" "" NOT_AVAILABLE 345.26446279152 1.3827696227 257.91783017236 -17.49033237492 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.826455365 4.5655 -40.2953116504 2.6376 0.23085045889760716 0.20727334950383636 10.2938
0.132135 -0.071723 -0.110975 212.9 "Gaia DR2 5967066581948344704" 254.81846605508 4.6274 -40.30093226044 2.5243 1635721458409799680 5967066581948344704 394861699 2015.5 "" "" "" "" "" "" "" 0.5464 "" "" "" "" "" "" "" "" "" 132 0 132 0 5.8598 244.12 5.081 6.1 3 0 0.015 "" "" 0.247 15 6 11.559 0 16 0 141 126.2 1.191 105.936 20.43592368969916 0.010405876048719127 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.25627504204 1.38408117508 257.91212302185 -17.49658472537 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.818466055 4.6274 -40.3009322604 2.5243 "" "" 2.0192
0.119552 -0.057929 -0.10458 209.0 "Gaia DR2 5967066616308083712" 254.83656047369 4.4574 -40.29455092613 2.773 1635721458409799680 5967066616308083712 1124054586 2015.5 "" "" "" "" "" "" "" 0.5742 "" "" "" "" "" "" "" "" "" 123 0 123 0 4.576 202.23 4.433 4.4 3 0 0.0149 "" "" 0.164 14 7 10.625 0 17 0 138 116.6 1.247 93.519 20.52174677835145 0.011748515789204163 15 116.9 16.46 7.098 20.1823 0.1530 13 285.2 11.74 24.296 18.6242 0.0447 3.448 0 1.5580949295842146 -0.33951148895779326 1.8976 "" "" 0 "" "" "" NOT_AVAILABLE 345.26982868659 1.37718330386 257.92577586654 -17.488735111 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.836560474 4.4574 -40.2945509261 2.773 0.15936780528574904 0.1534132336282009 5.7882
0.122087 -0.058874 -0.106954 208.8 "Gaia DR2 5967066616308082304" 254.8353187675 2.692 -40.29692322248 1.8107 1635721458409799680 5967066616308082304 120695016 2015.5 "" "" "" "" "" "" "" 0.1677 "" "" "" "" "" "" "" "" "" 144 0 143 1 1.9918 173.03 2.763 1.9 3 0 0.0194 "" "" 0.157 17 8 5.654 0 19 0 161 116.7 1.096 106.466 20.520722888279074 0.010355373526022225 17 104.2 13.63 7.643 20.3068 0.1421 16 315.6 9.743 32.393 18.5141 0.0335 3.597 0 1.792707572083657 -0.21399215388933257 2.0066 "" "" 0 "" "" "" NOT_AVAILABLE 345.26737800476 1.37646056114 257.92506016934 -17.49119656877 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.835318767 2.692 -40.2969232225 1.8107 0.1459820553196167 0.1424464425696803 3.7742
0.138664 -0.06067 -0.124687 205.9 "Gaia DR2 5967066513228849024" 254.8329427091 1.7465 -40.3146547247 1.2269 1635721458409799680 5967066513228849024 79494670 2015.5 2.6735 2.1272 1.2568 23.705 3.648 -0.007 2.017 -0.1529 -0.5613 -0.2013 0.1466 -0.2382 0.4604 -0.8081 -0.1971 0.3607 -0.1002 133 0 131 2 1.1085 143.7 0.628 0.14 31 0 0.0404 "" "" 0.261 15 6 3.3104 0 18 0 142 148.8 1.541 96.58 20.256600873340076 0.011384263517953012 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.2523187753 1.36691912319 257.92520024157 -17.50901991385 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.832808854 56.5704 -40.314654694 31.2804 "" "" 2.1347
0.139013 -0.061481 -0.124678 206.2 "Gaia DR2 5967066513230740224" 254.83187897015 1.1918 -40.31464530026 1.0557 1635721458409799680 5967066513230740224 1088870632 2015.5 "" "" "" "" "" "" "" 0.3398 "" "" "" "" "" "" "" "" "" 142 0 140 2 6.7543 278.1 3.804 8.0 3 0 0.0302 "" "" 0.216 16 7 3.0994 0 18 0 148 190.5 2.092 91.059 19.98843463605307 0.012058597475777467 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.25182442874 1.36756234883 257.92435373429 -17.50909906286 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.83187897 1.1918 -40.3146453003 1.0557 "" "" 3.5855
0.12317 -0.055176 -0.110121 206.6 "Gaia DR2 5967066616308076544" 254.84016391813 3.6085 -40.30009360176 2.1276 1635721458409799680 5967066616308076544 610277083 2015.5 "" "" "" "" "" "" "" 0.5657 "" "" "" "" "" "" "" "" "" 124 0 124 0 2.9747 170.2 2.569 1.7 3 0 0.0283 "" "" 0.238 14 6 8.9104 0 16 0 142 140.4 1.15 122.171 20.319595664747354 0.009067339700447416 15 106.3 11.26 9.437 20.2852 0.1150 12 294.4 10.64 27.662 18.5896 0.0392 2.853 0 1.6957525547939696 -0.03432451662248326 1.7300 "" "" 0 "" "" "" NOT_AVAILABLE 345.26717151713 1.37159598352 257.92927415247 -17.49394492674 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.840163918 3.6085 -40.3000936018 2.1276 0.12158416920385864 0.11541569090121638 10.1425
0.131059 -0.062607 -0.115138 208.5 "Gaia DR2 5967066581948336256" 254.83041417618 4.8472 -40.30510439957 3.2186 1635721458409799680 5967066581948336256 959808236 2015.5 "" "" "" "" "" "" "" 0.5481 "" "" "" "" "" "" "" "" "" 105 0 104 1 2.6499 140.32 2.962 1.4 3 0 0.0167 "" "" 0.207 12 5 12.977 0 14 0 114 104.4 1.412 73.932 20.6416487374656 0.014796451444882194 12 134.2 13.1 10.250 20.0319 0.1059 12 304.9 10.53 28.940 18.5516 0.0375 4.206 0 1.4802436134422017 -0.6097918335408288 2.0899 "" "" 0 "" "" "" NOT_AVAILABLE 345.25863312212 1.37434059938 257.92209767535 -17.49973705917 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.830414176 4.8472 -40.3051043996 3.2186 0.11240003392371345 0.10696602374882162 2.2975
0.13849 -0.061037 -0.124314 206.2 "Gaia DR2 5967066513230740096" 254.83246238956 0.0904 -40.31428220329 0.0722 1635721458409799680 5967066513230740096 12154528 2015.5 0.7056 0.1239 5.6950 -6.218 0.194 4.519 0.137 0.0596 -0.3609 -0.0564 0.0022 -0.3610 0.1164 -0.7296 -0.2730 0.4381 0.1447 185 0 185 0 0.4581 188.14 0.0 0.0 31 0 3.7496 1.4378 0.0179 0.1 21 10 0.17673 0 22 0 194 3821.0 4.075 937.497 16.73307104387776 0.0021403818398088082 9 1465 18.03 81.252 17.4370 0.0134 8 3984 30.07 132.494 15.7613 0.0082 1.426 0 1.6757161893275807 0.7038830916958538 0.9718 "" "" 0 "" "" "" NOT_AVAILABLE 345.25238503991 1.36743731222 257.92477586885 -17.50868958556 102001 4298.37 4084.36 4422.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 254.832497498 3.0146 -40.3143016617 2.1204 0.015851969363313907 0.013605234727208572 3.2159
0.128898 -0.052954 -0.117518 204.3 "Gaia DR2 5967066508932223616" 254.84306932632 0.7445 -40.30749274803 0.5814 1635721458409799680 5967066508932223616 727780628 2015.5 -1.2033 1.1694 -1.0290 -4.010 1.912 -8.043 1.338 0.1311 -0.2103 0.1794 0.0713 -0.3836 -0.0774 -0.6632 -0.0905 0.5743 0.4532 168 0 168 0 4.285 252.36 2.201 3.0 31 0 0.0523 1.5471 0.1526 0.123 19 9 1.8113 0 21 0 186 222.3 1.157 192.085 19.820904821092075 0.005931797266015206 19 108.2 10.22 10.588 20.2656 0.1025 19 344.1 10.54 32.651 18.4202 0.0333 2.035 0 1.845342521017674 0.4446259991148942 1.4007 "" "" 0 "" "" "" NOT_AVAILABLE 345.26272530163 1.36527939389 257.93242962954 -17.50105828968 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.843091965 29.6508 -40.3074581167 20.7432 0.10781789152420936 0.10271548188159227 2.1061
0.117827 -0.049774 -0.106798 205.0 "Gaia DR2 5967066547589315200" 254.84724963657 4.5506 -40.29677455278 2.87 1635721458409799680 5967066547589315200 1357641292 2015.5 "" "" "" "" "" "" "" 0.5091 "" "" "" "" "" "" "" "" "" 97 0 97 0 1.9257 119.88 1.411 0.36 3 0 0.0206 "" "" 0.243 11 6 11.291 0 12 0 106 103.8 1.496 69.345 20.648429736539676 0.01575970838543441 10 115.1 13.83 8.325 20.1983 0.1304 11 277.6 10.9 25.462 18.6535 0.0426 3.785 0 1.544865785119086 -0.45009529358202727 1.9949 "" "" 0 "" "" "" NOT_AVAILABLE 345.27312327322 1.36940096817 257.93452709189 -17.4900563859 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.847249637 4.5506 -40.2967745528 2.87 0.1372270021263746 0.13136906467588638 8.1082
0.134041 -0.059147 -0.120285 206.2 "Gaia DR2 5967066513228851584" 254.83494568426 1.7458 -40.31025486696 1.4477 1635721458409799680 5967066513228851584 908169981 2015.5 "" "" "" "" "" "" "" -0.3655 "" "" "" "" "" "" "" "" "" 123 0 123 0 2.7707 165.05 2.879 2.5 3 0 0.0297 "" "" 0.189 14 6 3.9451 0 16 0 140 148.2 1.097 135.124 20.261352737028503 0.008234282777181978 13 68.8 7.959 8.644 20.7574 0.1256 16 294.8 10.2 28.891 18.5879 0.0376 2.454 0 2.169510621579544 0.49609189171734513 1.6734 "" "" 0 "" "" "" NOT_AVAILABLE 345.25672218243 1.36843982006 257.92628875319 -17.50447966836 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.834945684 1.7458 -40.310254867 1.4477 0.13113023941090415 0.12588532372007621 4.8943
0.130549 -0.054482 -0.118637 204.7 "Gaia DR2 5967066513228851456" 254.84106502399 2.3455 -40.30861026106 1.5398 1635721458409799680 5967066513228851456 339613594 2015.5 "" "" "" "" "" "" "" 0.1257 "" "" "" "" "" "" "" "" "" 144 0 143 1 1.4484 162.74 1.575 0.55 3 0 0.0257 "" "" 0.17 17 8 4.8388 0 19 0 161 124.5 1.081 115.15 20.450738265480375 0.009598835529228605 15 80.79 8.275 9.763 20.5830 0.1112 16 241.8 13.91 17.379 18.8034 0.0625 2.591 0 1.779580491879237 0.13228113358110605 1.6473 "" "" 0 "" "" "" NOT_AVAILABLE 345.26090142386 1.36578959989 257.93096435552 -17.50233582734 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.841065024 2.3455 -40.3086102611 1.5398 0.12758094787484087 0.1116353192092624 4.7101
