_r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON_1 GLAT_1 ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000_1 e_RAJ2000 DEJ2000_1 e_DEJ2000 e_BP-RP e_BP-G d_arcsec _r_2 _x_2 _y_2 _p_2 RAJ2000_2 DEJ2000_2 errMaj errMin errPA _2MASS Jmag Jcmsig e_Jmag Jsnr Hmag Hcmsig e_Hmag Hsnr Kmag Kcmsig e_Kmag Ksnr Qflg Rflg Bflg Cflg Ndet prox pxPA pxCntr Xflg Aflg Cntr Hemis Date Scan GLON_2 GLAT_2 Xscan JD Jpsfchi Hpsfchi Kpsfchi Jstdap e_Jstdap Hstdap e_Hstdap Kstdap e_Kstdap edgeNS edgeEW edge dup use opt Dopt PAopt Bmag Rmag Nopt extKey scanKey coaddKey coadd Opt
0.135041 0.117783 -0.066054 119.3 "Gaia DR2 3026534505699441408" 112.63628608796 0.6168 -18.60801939107 0.8356 1635721458409799680 3026534505699441408 24205787 2015.5 -0.0934 1.2359 -0.0756 2.918 1.277 -0.887 1.693 -0.436 0.0647 -0.1190 -0.2987 0.1018 -0.2592 0.0248 0.2353 -0.1759 -0.4586 347 0 347 0 2.145 400.48 0.218 0.015 31 0 0.0218 1.3941 0.1579 0.014 40 9 1.6435 0 43 0 369 101.1 0.7179 140.871 20.676200011385845 0.007915012906179422 28 33.19 4.008 8.281 21.5489 0.1311 38 197.1 5.317 37.076 19.0251 0.0293 2.277 0 2.523753562116582 0.8726819025167742 1.6510 "" "" 0 "" "" "" NOT_AVAILABLE 233.87081153027 -0.1301668813 118.36449203739 -39.84430514112 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.63627283 19.8104 -18.6080155713 26.2585 0.13436408993259494 0.1313588581542637 0.1362 0.134994 0.117712 -0.066086 119.3 112.636325 -18.608011 0.07 0.06 4 07303271-1836288 15.824 0.094 0.094 13.3 14.356 0.048 0.049 22.7 13.791 0.048 0.049 21.6 AAA 222 111 000 62626 16.7 352 975501893 0 0 32767 s 2000-03-29 15 233.871 -0.13 -169.2 2451633.4989 1.11 0.7 0.88 15.799 0.18 14.47 0.096 13.971 0.128 2728 83 ne 0 1 0 "" "" "" "" 0 "" 52045 1197015 33 Opt
0.136871 0.121478 -0.063062 117.4 "Gaia DR2 3026534608778550912" 112.64018257577 0.0412 -18.60502448705 0.0527 1635721458409799680 3026534608778550912 559082308 2015.5 1.2668 0.0688 18.4156 0.415 0.086 1.954 0.108 -0.3957 0.0097 -0.4298 0.0071 -0.0172 0.0127 -0.3204 0.2782 -0.1749 -0.3795 360 0 356 4 -0.0799 348.22 0.0 0.0 31 0 4.7791 1.4964 0.0099 0.028 41 14 0.11025 0 43 0 372 4484.0 2.577 1740.007 16.55916339921984 0.001905088924471127 41 1782 7.405 240.653 17.2241 0.0045 41 3934 6.679 588.904 15.7750 0.0018 1.275 0 1.4491786370107373 0.6649673515280199 0.7842 "" "" 0 "" "" "" NOT_AVAILABLE 233.86995878482 -0.12548935558 118.3684271908 -39.84063399897 100001 4456.78 4405.50 4749.00 0.0080 0.0000 0.2435 0.0057 0.0000 0.1433 200111 0.64 0.56 0.65 0.144 0.128 0.161 112.64018069 1.3314 -18.6050328991 1.6672 0.005415227220448158 0.0050936175323337066 0.0480 0.136781 0.121357 -0.063098 117.5 112.640169 -18.605021 0.06 0.06 90 07303364-1836180 14.792 0.037 0.039 34.3 14.18 0.044 0.045 26.7 14.116 0.076 0.077 16.0 AAA 222 111 000 663616 12.4 71 975501895 0 0 32767 s 2000-03-29 15 233.87 -0.126 -182.3 2451633.4989 0.94 0.93 0.92 14.841 0.046 14.35 0.089 14.127 0.114 2717 70 ne 0 1 U 0.1 276 17.7 16.2 1 "" 52045 1197015 33 Opt
0.136549 0.123597 -0.058046 115.2 "Gaia DR2 3026534604472330752" 112.64241521604 0.0223 -18.60000717749 0.0294 1635721458409799680 3026534604472330752 1446251864 2015.5 0.3500 0.0402 8.6969 -2.273 0.045 3.949 0.056 -0.3233 0.0488 -0.4254 0.0006 -0.0622 -0.0173 -0.4076 0.3298 -0.2320 -0.2594 327 319 323 4 2.3052 379.0 0.0 0.0 31 0 204.3179 1.6004 0.0062 0.027 37 14 0.039281 0 40 1 332 143800.0 21.02 6839.773 12.79430483974771 0.0018069857147876376 39 7.867e+04 92.1 854.162 13.1119 0.0013 38 9.663e+04 60.51 1596.819 12.2991 0.0007 1.219 0 0.812823515373184 0.3176274908194472 0.4952 "" "" 0 "" "" "" NOT_AVAILABLE 233.86657485557 -0.12122322096 118.3698244862 -39.83529549186 100001 5821.75 5593.75 6102.00 "" "" "" "" "" "" 200111 6.68 6.08 7.24 46.213 38.399 54.027 112.642425543 0.7048 -18.6000241798 0.8609 0.002765514734857652 0.002615521000600903 0.0127 0.136468 0.123488 -0.058089 115.2 112.642413 -18.60001 0.06 0.06 90 07303417-1836000 11.673 0.024 0.027 607.1 11.551 0.024 0.026 301.0 11.449 0.021 0.023 187.0 AAA 222 111 000 665566 14.5 164 975501895 0 0 32767 s 2000-03-29 15 233.867 -0.121 -190.0 2451633.4988 1.02 0.86 1.22 11.675 0.02 11.551 0.025 11.466 0.023 2699 63 ne 0 1 U 0.4 285 13.1 12.3 1 "" 52045 1197015 33 Opt
0.139311 0.124761 -0.061986 116.4 "Gaia DR2 3026534608778549504" 112.64364562715 0.1028 -18.60394637554 0.1281 1635721458409799680 3026534608778549504 115489311 2015.5 0.4013 0.1843 2.1781 -4.138 0.215 3.723 0.254 -0.3494 0.0088 -0.3984 -0.0654 0.1032 -0.0394 -0.2667 0.2746 -0.2685 -0.3461 407 0 404 3 2.0537 459.14 0.22 0.43 31 0 0.634 1.3986 0.0259 0.049 46 14 0.25088 0 48 0 419 917.0 1.112 824.83 18.282488512541697 0.002229929511040018 44 332.1 5.857 56.697 19.0483 0.0191 45 905.8 6.112 148.210 17.3693 0.0073 1.350 0 1.6790513734286954 0.7658700865228276 0.9131 "" "" 0 "" "" "" NOT_AVAILABLE 233.87058994074 -0.12209288016 118.37233574577 -39.83892298877 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.643664425 3.3319 -18.6039624033 3.9337 0.020638388132498953 0.019329808598551507 0.2833 0.139165 0.124611 -0.06196 116.4 112.643601 -18.60388 0.28 0.25 171 07303446-1836139 16.209 0.12 0.12 9.3 15.595 0.145 0.145 7.3 15.52 0.25 0.25 4.4 BBD 222 111 ccc 60606 8.3 114 975501898 0 0 32767 s 2000-03-29 15 233.871 -0.122 -194.1 2451633.4989 0.73 1.03 0.95 16.197 0.167 15.81 0.251 18.131 5.918 2713 59 ne 1 1 U 0.7 309 19.0 17.5 1 "" 52045 1197015 33 Opt
0.132354 0.117201 -0.061495 117.7 "Gaia DR2 3026534608778551808" 112.63566865875 0.0741 -18.60346076392 0.0897 1635721458409799680 3026534608778551808 420719182 2015.5 0.4352 0.1285 3.3873 -1.064 0.154 0.481 0.178 -0.3241 0.0623 -0.3988 -0.0727 0.0216 -0.0535 -0.2546 0.2600 -0.2589 -0.3121 395 0 391 4 -1.026 357.55 0.0 2e-15 31 0 1.226 1.4592 0.0184 0.06 45 14 0.17623 0 47 0 407 1462.0 1.393 1049.302 17.77595732535235 0.0020762096368697343 46 573.7 5.175 110.844 18.4547 0.0098 44 1348 6.745 199.852 16.9378 0.0054 1.314 0 1.5169888875384565 0.6787873592388074 0.8382 "" "" 0 "" "" "" NOT_AVAILABLE 233.8665322106 -0.12849027451 118.36256141419 -39.83995472597 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.635673493 2.3867 -18.6034628345 2.7605 0.011446868216718815 0.010110248072059659 0.1295 0.132247 0.117074 -0.061504 117.7 112.635649 -18.60343 0.09 0.09 45 07303255-1836123 15.799 0.088 0.089 13.6 15.444 0.118 0.118 8.3 15.607 0.24 0.24 4.1 ABD 222 111 000 61506 16.0 291 975501883 0 0 32767 s 2000-03-29 15 233.867 -0.129 -166.9 2451633.4989 0.78 1.25 0.9 15.817 0.194 15.539 0.599 19.019 8.888 2712 86 ne 0 1 U 0.3 280 18.5 17.4 1 "" 52045 1197015 33 Opt
0.107989 0.085285 -0.066243 127.8 "Gaia DR2 3026534741913008512" 112.60199572708 0.0175 -18.60822735556 0.021 1635721458409799680 3026534741913008512 839702601 2015.5 0.7119 0.0309 23.0721 -1.139 0.037 1.804 0.043 -0.3505 0.0370 -0.3255 -0.0802 0.0281 -0.0603 -0.1117 0.2646 -0.2444 -0.3696 378 0 377 1 -3.3005 288.48 0.0 0.0 31 0 26.064 1.5941 0.0045 0.051 43 14 0.05086 0 45 0 384 21080.0 4.602 4579.352 14.878981041758053 0.001815548523690184 40 1.111e+04 15.87 700.427 15.2368 0.0016 40 1.458e+04 13.76 1059.559 14.3526 0.0010 1.219 0 0.8841433587738656 0.35774297711854963 0.5263 "" "" 0 "" "" "" NOT_AVAILABLE 233.8553855802 -0.15877089974 118.32306636275 -39.85098463313 100001 5562.00 5222.80 6019.33 0.4515 0.2000 0.7090 0.2250 0.0772 0.3523 200111 1.39 1.19 1.58 1.669 1.495 1.844 112.602000904 0.5689 -18.6082351246 0.6694 0.003003770029272248 0.0027674726715901155 0.0060 0.107927 0.085176 -0.066282 127.9 112.601994 -18.608227 0.06 0.06 90 07302447-1836296 13.767 0.033 0.035 88.2 13.443 0.032 0.033 52.7 13.296 0.046 0.047 34.1 AAA 222 111 000 666666 3.3 21 975501911 0 0 32767 s 2000-03-29 15 233.855 -0.159 -52.1 2451633.4989 6.91 1.69 2.02 13.637 0.036 13.299 0.051 13.155 0.048 2729 201 ne 0 1 U 0.6 221 15.4 14.2 1 "" 52045 1197015 33 Opt
0.121264 0.096326 -0.073663 127.4 "Gaia DR2 3026534673193522048" 112.61365001856 0.0563 -18.61564155134 0.0691 1635721458409799680 3026534673193522048 351350249 2015.5 0.1891 0.1000 1.8913 -1.646 0.117 2.674 0.135 -0.3154 0.0935 -0.3907 -0.0893 0.0184 -0.0692 -0.2428 0.2561 -0.2532 -0.3088 396 0 395 1 0.8089 412.34 0.0 2e-15 31 0 2.1064 1.4837 0.0141 0.074 45 13 0.13488 0 46 0 403 2244.0 1.526 1470.653 17.31108481532727 0.0019455155307309218 39 854.1 7.107 120.175 18.0227 0.0090 42 2057 5.931 346.774 16.4789 0.0031 1.297 0 1.5437465077050518 0.7115815075155538 0.8321 "" "" 0 "" "" "" NOT_AVAILABLE 233.86719299626 -0.15264360454 118.33908893469 -39.85605026129 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.613657499 1.8084 -18.6156530649 2.0946 0.009848752214793597 0.00934718307023191 0.0353 0.121196 0.096209 -0.073705 127.5 112.61364 -18.615644 0.07 0.07 90 07302727-1836563 15.378 0.059 0.06 20.0 14.896 0.083 0.084 13.8 14.791 0.124 0.125 8.6 AAB 222 111 000 260506 22.9 258 975501948 0 0 32767 s 2000-03-29 15 233.867 -0.153 -91.8 2451633.4989 0.73 1.0 0.93 15.498 0.138 14.89 0.273 14.866 0.285 2756 161 ne 0 1 U 0.3 261 18.2 16.9 1 "" 52045 1197015 33 Opt
0.106688 0.083186 -0.0668 128.8 "Gaia DR2 3026534741913008640" 112.599781534 0.0442 -18.60878619395 0.0522 1635721458409799680 3026534741913008640 1384180230 2015.5 0.3200 0.0759 4.2142 -4.036 0.094 5.955 0.110 -0.369 -0.0784 -0.3446 -0.0278 0.1336 -0.0040 -0.1708 0.2669 -0.2420 -0.3878 381 0 379 2 -0.152 369.2 0.0 0.0 31 0 3.2808 1.4665 0.0119 0.029 44 14 0.11389 0 46 0 392 3204.0 1.827 1753.231 16.924134812008894 0.0019035460427098325 45 1249 6.23 200.465 17.6101 0.0054 44 2905 8.502 341.722 16.1040 0.0032 1.296 0 1.5062078028870403 0.6860329204028801 0.8201 "" "" 0 "" "" "" NOT_AVAILABLE 233.85486809926 -0.16087991736 118.32053267108 -39.85195013093 100001 4291.00 4130.79 4951.75 "" "" "" "" "" "" "" "" "" "" "" "" "" 112.599799869 1.452 -18.6088118355 1.7111 0.006708209847899872 0.0059091698471673 0.0157 0.106628 0.083075 -0.066843 128.8 112.599778 -18.608789 0.07 0.06 90 07302394-1836316 14.949 0.043 0.045 29.7 14.633 0.06 0.06 17.6 14.362 0.075 0.076 12.8 AAA 222 111 000 660606 7.8 75 975501915 0 0 32767 s 2000-03-29 15 233.855 -0.161 -44.5 2451633.4989 1.07 0.67 0.92 14.982 0.087 14.593 0.045 14.38 0.126 2731 208 ne 0 1 U 0.6 266 17.6 16.5 2 "" 52045 1197015 33 Opt
0.124291 0.102705 -0.069999 124.3 "Gaia DR2 3026534711852234496" 112.62037855061 3.0433 -18.61197459376 3.9462 1635721458409799680 3026534711852234496 1602756669 2015.5 "" "" "" "" "" "" "" -0.0088 "" "" "" "" "" "" "" "" "" 40 0 39 1 1.5952 48.08 7.347 1.7 3 0 0.005 "" "" 0.226 5 5 9.403 0 5 0 38 53.19 1.357 39.2 21.37378417273345 0.027754988903437094 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.86703917548 -0.14528944946 118.34627678101 -39.85118621153 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.620378551 3.0433 -18.6119745938 3.9462 "" "" 0.1996 0.124257 0.102599 -0.070095 124.3 112.620381 -18.61203 0.16 0.14 4 07302889-1836433 16.432 0.178 0.178 7.6 15.509 0.177 0.177 7.9 14.873 0.145 0.145 8.0 CCB 222 111 ccc 161606 7.0 113 975501930 0 0 32767 s 2000-03-29 15 233.867 -0.145 -114.8 2451633.4989 0.87 0.95 0.97 15.607 0.112 15.046 0.23 14.804 0.323 2743 138 ne 0 1 0 "" "" "" "" 0 "" 52045 1197015 33 Opt
0.10022 0.083503 -0.055419 123.6 "Gaia DR2 3026534746217514368" 112.60011019474 0.0161 -18.59740438335 0.0192 1635721458409799680 3026534746217514368 836421380 2015.5 0.7230 0.0287 25.1643 -2.631 0.033 1.281 0.039 -0.3716 0.0877 -0.3241 -0.0811 -0.0772 -0.0671 -0.1437 0.3098 -0.2980 -0.3596 390 0 388 2 -6.004 239.22 0.0 1e-15 31 0 35.3182 1.5700 0.0041 0.037 45 14 0.047058 0 46 0 396 28160.0 5.246 5368.609 14.564125611071578 0.0018113253650826017 41 1.414e+04 16.02 882.605 14.9751 0.0012 39 2.043e+04 16.37 1247.969 13.9861 0.0009 1.228 1 0.989000117528434 0.41099730665850487 0.5780 "" "" 0 "" "" "" NOT_AVAILABLE 233.84503395055 -0.15514119865 118.31797865166 -39.84073417999 100002 5276.00 5079.01 5363.67 1.4370 1.0083 1.7385 0.7303 0.5489 0.9037 200111 1.79 1.73 1.93 2.237 2.019 2.455 112.600122146 0.5169 -18.5974098995 0.6042 0.0028000267301465597 0.0025988773540059082 0.0475 0.100164 0.083409 -0.05546 123.6 112.600124 -18.597406 0.06 0.06 90 07302402-1835506 13.277 0.023 0.026 138.6 12.933 0.024 0.026 84.3 12.906 0.029 0.03 48.9 AAA 222 111 000 666666 10.0 315 975501834 0 0 32767 s 2000-03-29 15 233.845 -0.155 -45.7 2451633.4988 0.98 0.98 1.0 13.294 0.017 12.985 0.046 12.95 0.068 2690 207 ne 0 1 U 0.2 250 15.4 14.5 1 "" 52045 1197015 33 Opt
0.103343 0.086002 -0.0573 123.7 "Gaia DR2 3026534746217513728" 112.60274788478 0.1715 -18.59928470298 0.1052 1635721458409799680 3026534746217513728 634625130 2015.5 0.3427 0.2012 1.7032 -2.162 0.297 1.606 0.211 0.0292 0.5402 -0.6448 -0.2213 0.1898 0.0348 -0.2095 -0.1800 -0.4260 0.0887 166 0 166 0 4.9226 265.54 0.482 3.0 31 0 1.1221 1.4462 0.0284 0.212 19 10 0.29692 0 21 1 176 1748.0 3.052 572.838 17.581735908386843 0.002613910680876349 16 678.5 9.328 72.730 18.2726 0.0149 17 1712 15.47 110.667 16.6784 0.0098 1.367 0 1.5941950238073872 0.6908534363776191 0.9033 "" "" 0 "" "" "" NOT_AVAILABLE 233.84788377724 -0.15385128904 118.32165693774 -39.84207911535 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.602757708 4.6014 -18.5992916188 3.2788 0.01801875539897159 0.015219994076506899 0.1531 0.103266 0.08591 -0.057301 123.7 112.602764 -18.599245 0.07 0.07 45 07302466-1835572 15.477 0.055 0.056 18.3 14.806 0.093 0.093 15.0 14.546 0.106 0.106 10.8 AAA 222 111 000 261416 5.5 151 975501873 0 0 32767 s 2000-03-29 15 233.848 -0.154 -54.7 2451633.4988 1.13 0.88 0.93 15.58 0.131 14.658 0.214 14.198 0.15 2697 198 ne 0 1 U 0.3 322 18.6 17.1 1 "" 52045 1197015 33 Opt
0.117185 0.104536 -0.052959 116.9 "Gaia DR2 3026534711857769600" 112.62229957378 0.0203 -18.59493270809 0.0264 1635721458409799680 3026534711857769600 1007727323 2015.5 0.9107 0.0368 24.7312 -0.445 0.044 2.124 0.054 -0.4086 0.0687 -0.1842 -0.1763 0.0099 -0.1719 -0.0278 0.2521 -0.1880 -0.4438 355 0 353 2 -1.0846 319.53 0.0 0.0 31 0 20.601 1.5835 0.0052 0.041 40 13 0.061273 0 42 0 362 17000.0 4.652 3655.374 15.112086112951534 0.0018243418993953379 39 8634 10.95 788.756 15.5109 0.0014 40 1.228e+04 13.58 904.056 14.5391 0.0012 1.230 0 0.9718518392506468 0.3988466536884161 0.5729 "" "" 0 "" "" "" NOT_AVAILABLE 233.85296607369 -0.13550734219 118.34417755669 -39.83412330638 100001 5316.05 5044.77 5572.91 "" "" "" "" "" "" 200111 1.08 0.99 1.20 0.846 0.767 0.925 112.622301593 0.6763 -18.5949418532 0.8378 0.0029844935789893052 0.0026801345076402708 0.0254 0.117113 0.104435 -0.052999 116.9 112.622307 -18.594933 0.06 0.06 90 07302935-1835417 13.814 0.024 0.027 84.5 13.477 0.032 0.033 51.1 13.308 0.033 0.034 33.8 AAA 222 111 000 666666 18.2 73 975501825 0 0 32767 s 2000-03-29 15 233.853 -0.136 -121.4 2451633.4988 0.96 0.78 0.92 13.861 0.04 13.453 0.054 13.321 0.052 2681 131 ne 0 1 U 0.2 258 16.0 15.0 1 "" 52045 1197015 33 Opt
0.114205 0.088071 -0.072706 129.5 "Gaia DR2 3026534677498039296" 112.60493893747 0.3051 -18.61468965051 0.3639 1635721458409799680 3026534677498039296 335233605 2015.5 -5.0740 0.5197 -9.7626 -10.052 0.672 -8.804 0.812 -0.355 0.0215 -0.3266 -0.1779 0.1017 -0.1939 0.0993 0.1230 -0.1024 -0.4472 425 0 407 18 131.1357 27355.92 3.682 1000.0 31 0 0.0714 1.5285 0.0650 0.069 46 12 0.79848 0 49 1 414 5548.0 9.28 597.85 16.328078458151502 0.00255696416042169 47 1704 6.46 263.843 17.2724 0.0041 44 6059 7.874 769.495 15.3059 0.0014 1.399 0 1.9665556148244594 0.9443927124752243 1.0221 "" "" 0 "" "" "" NOT_AVAILABLE 233.86239347743 -0.15942753685 118.32830344012 -39.8567619811 110001 3870.00 3745.00 4137.28 "" "" "" "" "" "" "" "" "" "" "" "" "" 112.604984606 10.4201 -18.6146517436 12.5983 0.004949271866750815 0.005043064252762212 0.0457 0.11414 0.087964 -0.072734 129.6 112.60494 -18.614677 0.06 0.06 90 07302518-1836528 14.0 0.026 0.028 71.2 13.359 0.032 0.033 56.9 13.139 0.036 0.037 39.4 AAA 222 111 000 666666 10.8 138 975501948 0 0 32767 s 2000-03-29 15 233.862 -0.159 -62.1 2451633.4989 0.59 0.88 1.15 14.021 0.038 13.372 0.04 13.097 0.066 2752 190 ne 0 1 U 0.4 300 17.9 16.2 1 "" 52045 1197015 33 Opt
0.10774 0.085635 -0.06538 127.4 "Gaia DR2 3026534746217515008" 112.6023644725 0.0539 -18.60736488217 0.0642 1635721458409799680 3026534746217515008 601130647 2015.5 0.6537 0.0956 6.8345 -4.855 0.114 0.372 0.137 -0.4127 0.0169 -0.2862 -0.1192 0.0471 -0.0896 -0.0684 0.2823 -0.2744 -0.4330 424 0 424 0 -0.5109 403.73 0.0 0.0 31 0 2.154 1.4376 0.0135 0.036 48 14 0.13986 0 49 0 430 2283.0 1.54 1482.462 17.29218282619425 0.0019432869974686316 27 834.9 8.725 95.692 18.0473 0.0113 27 2236 12.55 178.231 16.3882 0.0061 1.345 0 1.65916444526491 0.755105034934342 0.9040 "" "" 0 "" "" "" NOT_AVAILABLE 233.85479687177 -0.15805019583 118.32328874056 -39.85006984215 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.602386528 1.7683 -18.6073664848 2.1199 0.013092531064222257 0.011596091967130793 0.0755 0.107666 0.085507 -0.065426 127.4 112.602343 -18.60737 0.14 0.13 98 07302456-1836265 13.779 "" "" "" 14.578 0.147 0.147 18.5 13.317 "" "" "" UEU 20 10 0c0 5600 3.3 201 975501915 0 0 32767 s 2000-03-29 15 233.855 -0.158 -53.3 2451633.4989 "" 24.2 "" "" "" 13.335 0.068 "" "" 2726 199 ne 0 1 U 2.8 17 15.4 14.2 1 "" 52045 1197015 33 Opt
0.100455 0.077956 -0.063356 129.1 "Gaia DR2 3026534741915277952" 112.59426135204 1.0782 -18.60534451633 1.4603 1635721458409799680 3026534741915277952 756857260 2015.5 -0.1932 1.4598 -0.1323 -0.699 2.525 -1.188 3.654 -0.7181 0.1239 0.5840 -0.6884 -0.1327 -0.6731 0.5576 0.1834 -0.1044 -0.7854 285 0 284 1 2.3786 338.29 3.59 2.8 31 0 0.0133 1.5071 0.2099 -0.036 33 10 3.9083 0 33 0 286 84.57 0.7437 113.724 20.870333515219798 0.009715317591512089 22 27.04 2.645 10.225 21.7713 0.1062 31 176.8 5.482 32.254 19.1431 0.0337 2.410 0 2.6282101602812737 0.9010095996786021 1.7272 "" "" 0 "" "" "" NOT_AVAILABLE 233.84933700999 -0.16381632108 118.31296201802 -39.84961892041 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.59426453 39.1496 -18.6053393995 56.6497 0.11141392958936541 0.10663332216195041 0.0163 0.1004 0.077849 -0.063401 129.2 112.594262 -18.605349 0.06 0.06 90 07302262-1836192 15.299 0.056 0.057 21.5 13.647 0.034 0.035 43.7 13.026 0.037 0.038 43.8 AAA 222 111 000 466655 19.9 274 975501899 0 0 32767 s 2000-03-29 15 233.849 -0.164 -25.7 2451633.4989 1.26 0.98 1.16 15.212 0.177 13.747 0.052 12.993 0.062 2719 227 ne 0 1 0 "" "" "" "" 0 "" 52045 1197015 33 Opt
0.097515 0.081539 -0.053483 123.3 "Gaia DR2 3026534741913024256" 112.59803700569 0.1259 -18.5954698251 0.1494 1635721458409799680 3026534741913024256 1286690991 2015.5 0.2426 0.2192 1.1068 -0.463 0.268 -0.476 0.324 -0.3675 0.0328 -0.2461 -0.1444 0.0501 -0.1220 -0.0344 0.2174 -0.2289 -0.4044 406 0 406 0 0.0923 402.95 0.0 0.0 31 0 0.373 1.4786 0.0331 0.033 46 14 0.31801 0 47 0 415 602.9 0.9804 614.967 18.737714754081658 0.002521317299052739 40 191.1 4.423 43.217 19.6480 0.0251 41 613.4 4.836 126.836 17.7926 0.0086 1.334 0 1.855388315368959 0.9102495246988305 0.9451 "" "" 0 "" "" "" NOT_AVAILABLE 233.84239346719 -0.15593581826 118.31496923765 -39.83922951744 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.598039108 4.1566 -18.5954677746 5.0296 0.026645253364968067 0.02528716133084034 0.1742 0.097448 0.081459 -0.053484 123.3 112.598066 -18.59543 0.26 0.25 22 07302353-1835435 16.49 0.145 0.146 7.2 16.16 0.243 0.243 4.3 15.667 "" "" "" BDU 220 110 cc0 60600 10.0 135 975501847 0 0 32767 s 2000-03-29 15 233.842 -0.156 -38.7 2451633.4988 1.05 1.07 "" 17.195 0.868 17.231 1.257 "" "" 2683 214 ne 0 1 U 0.2 296 19.5 17.8 1 "" 52045 1197015 33 Opt
0.102469 0.08662 -0.054742 122.3 "Gaia DR2 3026534780577251328" 112.60339864217 0.3957 -18.59672655187 0.4563 1635721458409799680 3026534780577251328 1033585079 2015.5 1.3048 0.7282 1.7919 4.541 0.819 9.375 0.993 -0.3952 0.0997 -0.3356 -0.1399 -0.0147 -0.0828 -0.0586 0.2708 -0.3854 -0.3875 405 0 404 1 95.4303 13716.82 4.628 340.0 31 0 0.0434 1.4802 0.0859 0.023 46 14 0.98183 0 49 0 416 1335.0 7.85 170.034 17.874859465325954 0.006634108059182782 44 544.3 6.23 87.365 18.5118 0.0124 42 1452 9.406 154.430 16.8566 0.0070 1.496 0 1.6551945412130742 0.6369447232311991 1.0182 "" "" 0 "" "" "" NOT_AVAILABLE 233.84593606184 -0.1520818316 118.32178075001 -39.83944937957 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.603378015 12.7083 -18.596766918 15.4016 0.014472199372797305 0.014156875804850744 0.2497 0.102467 0.086564 -0.054829 122.3 112.603453 -18.596773 0.08 0.07 176 07302482-1835483 15.638 0.073 0.074 15.8 15.235 0.119 0.119 10.1 14.808 0.134 0.134 8.5 ABB 222 111 000 160406 9.2 195 975501863 0 0 32767 s 2000-03-29 15 233.846 -0.152 -57.1 2451633.4988 0.94 0.99 0.69 15.587 0.09 14.927 0.207 15.142 0.442 2688 196 ne 0 1 U 0.2 335 18.6 17.1 1 "" 52045 1197015 33 Opt
