_r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON_1 GLAT_1 ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000_1 e_RAJ2000 DEJ2000_1 e_DEJ2000 e_BP-RP e_BP-G d_arcsec _r_2 _x_2 _y_2 _p_2 RAJ2000_2 DEJ2000_2 errMaj errMin errPA _2MASS Jmag Jcmsig e_Jmag Jsnr Hmag Hcmsig e_Hmag Hsnr Kmag Kcmsig e_Kmag Ksnr Qflg Rflg Bflg Cflg Ndet prox pxPA pxCntr Xflg Aflg Cntr Hemis Date Scan GLON_2 GLAT_2 Xscan JD Jpsfchi Hpsfchi Kpsfchi Jstdap e_Jstdap Hstdap e_Hstdap Kstdap e_Kstdap edgeNS edgeEW edge dup use opt Dopt PAopt Bmag Rmag Nopt extKey scanKey coaddKey coadd Opt
0.141469 -0.100959 0.0991 314.5 "Gaia DR2 3026549417825640192" 112.4055817614 0.0606 -18.44287584021 0.0726 1635721458409799680 3026549417825640192 1474520265 2015.5 0.3475 0.0844 4.1177 -1.151 0.128 1.324 0.140 -0.2235 0.0032 -0.1436 0.1858 -0.0268 0.1677 -0.3838 0.2744 -0.1172 -0.2061 228 0 228 0 -0.1062 220.1 0.0 0.0 31 0 2.318 1.3102 0.0189 -0.033 26 14 0.14077 0 28 0 244 2347.0 2.569 913.375 17.26220977854916 0.0021570947591977247 24 503.1 9.989 50.362 18.5973 0.0216 24 2879 11.68 246.532 16.1137 0.0044 1.441 0 2.4836678505944327 1.335140760527029 1.1485 "" "" 0 "" "" "" NOT_AVAILABLE 233.62095874696 -0.2428527299 118.04287112276 -39.72581051868 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.405586983 1.9807 -18.4428815401 2.1725 0.022130106424789634 0.021711513827489752 0.0431 0.141506 -0.101058 0.099052 314.4 112.405591 -18.442884 0.06 0.06 90 07293734-1826343 14.249 0.03 0.032 56.6 13.493 0.026 0.027 47.0 13.211 0.041 0.041 35.7 AAA 222 111 000 666655 19.7 166 401907978 0 0 32767 s 1999-04-22 29 233.621 -0.243 178.6 2451290.5305 0.99 1.03 0.97 14.223 0.037 13.545 0.086 13.144 0.065 2129 74 nw 0 1 U 0.2 258 18.8 16.9 1 "" 24255 557863 245 Opt
0.154459 -0.118508 0.099063 309.9 "Gaia DR2 3026549482240976128" 112.38708199664 0.1223 -18.44290189868 0.1367 1635721458409799680 3026549482240976128 867432143 2015.5 0.4742 0.1637 2.8968 -6.115 0.262 1.180 0.291 -0.1049 0.1150 0.0643 0.1034 -0.0950 0.0920 -0.2101 0.1701 -0.0090 -0.1168 210 0 210 0 26.7416 1360.78 1.141 40.0 31 0 0.6018 1.5701 0.0345 -0.087 24 13 0.26599 0 26 1 227 3192.0 7.061 452.005 16.928344857585312 0.003001607420480312 24 1278 8.177 156.226 17.5855 0.0069 24 3029 9.885 306.414 16.0587 0.0035 1.349 0 1.5268817904350094 0.6571528703978124 0.8697 "" "" 0 "" "" "" NOT_AVAILABLE 233.61257145895 -0.25826844037 118.02050664428 -39.72929439751 100001 4437.82 4252.27 4679.00 1.8870 1.5003 2.1741 0.9380 0.7052 1.1201 "" "" "" "" "" "" "" 112.387109748 4.0615 -18.4429069797 4.5059 0.008150154113022449 0.007698675392945666 0.1489 0.154479 -0.118576 0.099012 309.9 112.387124 -18.442913 0.06 0.06 90 07293290-1826344 14.883 0.031 0.033 35.0 14.442 0.037 0.038 26.7 14.377 0.075 0.076 13.1 AAA 222 111 000 564606 17.8 18 269068673 0 0 32767 s 1999-02-06 21 233.613 -0.258 -189.3 2451215.5603 1.19 0.82 1.05 14.954 0.091 14.607 0.124 14.502 0.196 2136 63 ne 1 1 U 0.2 277 18.0 16.5 1 "" 17233 396339 33 Opt
0.150946 -0.108826 0.104601 313.9 "Gaia DR2 3026549486545119232" 112.39729171431 0.4379 -18.43737039633 0.5051 1635721458409799680 3026549486545119232 235283667 2015.5 0.3287 0.5900 0.5572 -0.966 0.931 1.244 0.945 -0.2348 -0.1351 -0.0151 0.3118 0.2553 0.3620 -0.3954 0.3970 -0.2344 -0.2652 191 0 190 1 2.3551 233.32 1.433 1.4 31 0 0.0592 1.2938 0.1369 -0.133 22 12 0.98769 0 24 0 205 176.5 1.087 162.325 20.071538225690396 0.006926476921062078 17 41.26 8.726 4.728 21.3127 0.2297 22 259.2 16.04 16.165 18.7277 0.0672 1.703 0 2.5850371814029742 1.241143964659706 1.3438 "" "" 0 "" "" "" NOT_AVAILABLE 233.61235768645 -0.24711672935 118.03143589504 -39.72196307703 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.397296099 14.4399 -18.4373757542 14.6634 0.2392849955164826 0.2297618049394749 0.2426 0.150928 -0.108885 0.104515 313.8 112.397344 -18.437416 0.16 0.15 83 07293536-1826146 16.538 0.149 0.149 7.6 15.827 0.144 0.144 7.5 15.438 "" "" "" BBU 220 110 000 60500 11.7 48 269068663 0 0 32767 s 1999-02-06 21 233.612 -0.247 -224.2 2451215.5603 0.75 1.43 "" 16.543 0.324 15.749 0.311 "" "" 2117 28 ne 0 0 0 "" "" "" "" 0 "" 17233 396339 33 Opt
0.150713 -0.10639 0.10675 315.1 "Gaia DR2 3026549482240986112" 112.39986131835 0.1958 -18.43522255564 0.2134 1635721458409799680 3026549482240986112 842974344 2015.5 0.1962 0.2540 0.7724 -0.759 0.418 0.568 0.435 -0.1464 -0.0582 0.0390 0.2040 0.1169 0.2402 -0.2335 0.2640 -0.0805 -0.2149 201 0 200 1 -0.9551 176.12 0.0 0.0 31 0 0.2633 1.4052 0.0599 -0.108 23 13 0.42377 0 24 0 209 435.1 1.353 321.542 19.091827444940144 0.003826478773160666 20 138.8 7.749 17.918 19.9951 0.0606 20 457 7.779 58.748 18.1121 0.0185 1.369 0 1.882980234948736 0.9032860711993145 0.9797 "" "" 0 "" "" "" NOT_AVAILABLE 233.6116407675 -0.24394785864 118.03399277011 -39.71937697627 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.399864763 6.4824 -18.4352250021 6.7393 0.06339568145970106 0.060732863490140725 0.1564 0.150718 -0.106467 0.10668 315.1 112.399894 -18.435253 0.16 0.15 75 07293597-1826069 16.236 0.11 0.11 10.1 15.785 0.14 0.14 7.8 15.429 "" "" "" BBU 220 110 000 160500 11.7 228 269068670 0 0 32767 s 1999-02-06 21 233.612 -0.244 -232.9 2451215.5603 1.14 0.78 "" 16.33 0.386 15.506 0.24 "" "" 2109 19 ne 0 0 U 0.1 202 20.0 17.8 1 "" 17233 396339 33 Opt
0.136802 -0.099596 0.093784 313.3 "Gaia DR2 3026549417825640704" 112.40701526703 0.0258 -18.44819317015 0.0354 1635721458409799680 3026549417825640704 175162014 2015.5 0.8072 0.0389 20.7771 -1.525 0.054 -1.801 0.064 -0.1524 0.0315 -0.1759 0.0996 -0.1569 0.0387 -0.4889 0.2717 -0.0206 -0.1026 220 0 220 0 -1.8172 178.89 0.0 0.0 31 0 13.6601 1.5534 0.0084 -0.025 25 13 0.068812 0 27 0 232 11460.0 4.793 2390.913 15.540438455921574 0.00185639507613854 25 5531 15.1 366.347 15.9943 0.0030 22 8598 31.54 272.606 14.9259 0.0040 1.233 0 1.0684887427109384 0.4538935477912691 0.6146 "" "" 0 "" "" "" NOT_AVAILABLE 233.62627738955 -0.24420763445 118.04596760964 -39.73075540164 100001 5126.43 5003.11 5520.97 "" "" "" "" "" "" 200111 1.10 0.95 1.15 0.748 0.665 0.830 112.407022187 0.8424 -18.4481854172 0.9887 0.0054969839798567404 0.0037669839375571506 0.0136 0.136857 -0.099707 0.093746 313.2 112.407012 -18.448191 0.06 0.06 45 07293768-1826534 14.163 0.028 0.03 61.3 13.83 0.022 0.023 34.4 13.75 0.054 0.054 21.7 AAA 222 111 000 666646 14.9 103 401907973 0 0 32767 s 1999-04-22 29 233.626 -0.244 173.8 2451290.5305 0.74 0.73 1.0 14.223 0.053 13.941 0.044 13.738 0.139 2148 79 nw 0 1 U 0.2 240 16.3 15.2 1 "" 24255 557863 245 Opt
0.158878 -0.119205 0.105034 311.4 "Gaia DR2 3026549482240983680" 112.38635171236 0.4569 -18.43693019613 0.505 1635721458409799680 3026549482240983680 1666440463 2015.5 -1.3308 0.6174 -2.1555 2.279 0.972 3.425 0.946 -0.1399 -0.0242 0.0489 0.2272 0.1674 0.2713 -0.3198 0.3428 -0.1939 -0.1708 203 0 202 1 4.432 297.84 2.313 4.2 31 0 0.0485 1.4333 0.1404 -0.12 23 12 0.95483 0 25 0 215 177.4 1.254 141.436 20.06619961482848 0.007884338845680648 20 82.19 13.2 6.225 20.5643 0.1744 20 259.8 9.746 26.661 18.7252 0.0407 1.928 0 1.8391515081385705 0.4980868897094375 1.3410 "" "" 0 "" "" "" NOT_AVAILABLE 233.60699794757 -0.25601504651 118.01809409537 -39.72357615509 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.386341371 15.0747 -18.436944941 14.6665 0.17912188559291867 0.17459897473883101 0.9649 0.158684 -0.119059 0.104908 311.4 112.386619 -18.437017 0.3 0.29 70 07293278-1826132 16.902 0.197 0.197 5.5 16.5 0.275 0.275 4.0 15.503 0.214 0.214 4.6 CDD 222 111 cc0 60506 8.4 121 269068673 0 0 32767 s 1999-02-06 21 233.607 -0.256 -187.6 2451215.5603 0.81 0.93 0.92 17.089 0.303 17.922 1.669 15.472 0.264 2115 64 ne 0 1 U 0.9 124 20.8 17.6 1 "" 17233 396339 33 Opt
0.149016 -0.117127 0.092126 308.2 "Gaia DR2 3026549383465910016" 112.3885332807 0.0242 -18.44984018567 0.0247 1635721458409799680 3026549383465910016 1185586345 2015.5 0.2543 0.0338 7.5300 -2.664 0.050 4.498 0.048 -0.0493 0.2973 0.1120 0.1280 0.0105 0.1469 -0.3022 0.3560 -0.0638 -0.0561 210 0 210 0 0.5649 215.96 0.0 1.4e-15 31 0 23.5672 1.3702 0.0067 0.007 24 13 0.053931 0 27 0 218 18950.0 6.891 2749.525 14.994606167577073 0.0018428059562941562 23 5059 26.11 193.761 16.0911 0.0056 23 2.112e+04 33.46 631.329 13.9501 0.0017 1.382 0 2.141038671316096 1.0965463123373507 1.0444 "" "" 0 "" "" "" NOT_AVAILABLE 233.6193210826 -0.26038473218 118.02403912243 -39.73582549526 100001 3608.50 3525.00 4211.16 1.7970 1.6903 1.9300 0.8830 0.8300 0.9374 "" "" "" "" "" "" "" 112.388545372 0.7689 -18.44985955 0.7444 0.006318647137007306 0.006062476336202244 0.1470 0.14905 -0.117234 0.092045 308.1 112.388534 -18.449881 0.06 0.06 90 07293324-1826595 12.202 0.02 0.023 413.7 11.542 0.02 0.022 386.5 11.284 0.021 0.023 225.3 AAA 222 111 000 666666 18.3 304 269068712 0 0 32767 s 1999-02-06 21 233.619 -0.26 -194.1 2451215.5603 0.87 0.76 1.38 12.244 0.018 11.547 0.035 11.303 0.011 2162 58 ne 1 1 U 0.4 267 17.0 14.8 1 "" 17233 396339 33 Opt
0.156367 -0.116957 0.103786 311.6 "Gaia DR2 3026549486545122688" 112.38872032171 0.0285 -18.43818018945 0.0324 1635721458409799680 3026549486545122688 855601457 2015.5 0.3889 0.0383 10.1494 -1.680 0.060 2.361 0.062 -0.1354 0.0318 -0.0248 0.1991 0.0220 0.1944 -0.3395 0.2575 -0.1667 -0.0994 213 0 212 1 -0.8538 189.48 0.0 1.4e-15 31 0 12.4255 1.4531 0.0086 -0.08 24 13 0.067445 0 27 0 229 10300.0 4.76 2163.771 15.65641235463647 0.0018686271384726557 25 3952 13.6 290.525 16.3593 0.0037 26 9364 13.75 681.236 14.8333 0.0016 1.293 0 1.5260721236494508 0.7029178060115289 0.8231 "" "" 0 "" "" "" NOT_AVAILABLE 233.609171832 -0.25464175495 118.02127849199 -39.72435904704 100001 4414.67 4307.32 4640.49 "" "" "" "" "" "" 200111 3.23 2.93 3.40 3.579 2.768 4.390 112.388727947 0.9261 -18.4381903553 0.9628 0.004698510189338072 0.004406523487399123 0.1210 0.156393 -0.117058 0.103713 311.5 112.388728 -18.438213 0.06 0.06 90 07293329-1826175 13.684 0.025 0.027 105.6 13.263 0.02 0.022 79.2 13.126 0.035 0.036 41.3 AAA 222 111 000 665566 8.4 301 269068667 0 0 32767 s 1999-02-06 21 233.609 -0.255 -194.8 2451215.5603 0.98 0.92 0.99 13.663 0.04 13.301 0.039 13.134 0.055 2120 57 ne 1 1 U 0.4 238 16.8 15.3 1 "" 17233 396339 33 Opt
0.154069 -0.121336 0.094947 308.0 "Gaia DR2 3026549452185387648" 112.3840975944 0.0349 -18.44701642814 0.0397 1635721458409799680 3026549452185387648 1661586141 2015.5 1.6674 0.0454 36.7391 0.858 0.074 -1.295 0.075 -0.0561 0.0782 -0.0678 0.1350 -0.1271 0.1102 -0.3516 0.2136 -0.0548 -0.0215 203 0 202 1 -0.645 183.83 0.0 0.0 31 0 8.2994 1.4573 0.0103 -0.022 23 13 0.076171 0 26 0 211 7115.0 4.903 1451.274 16.057932189934355 0.0019492785188871184 19 2713 12.9 210.329 16.7676 0.0052 22 6367 10.13 628.432 15.2521 0.0017 1.276 0 1.51556968114844 0.7096832974803284 0.8058 "" "" 0 "" "" "" NOT_AVAILABLE 233.61482634547 -0.26272489655 118.0179513667 -39.73388598515 100001 4458.25 4374.00 4743.59 0.1720 0.1169 0.4750 0.0805 0.0563 0.2124 200111 0.61 0.54 0.63 0.132 0.124 0.140 112.384093699 1.144 -18.4470108504 1.1571 0.00593323451096716 0.005692792001762252 0.1010 0.154109 -0.121439 0.094879 308.0 112.384103 -18.447044 0.06 0.06 90 07293218-1826493 14.133 0.028 0.03 69.9 13.58 0.02 0.022 59.1 13.407 0.043 0.044 31.9 AAA 222 111 000 666666 18.1 35 269068691 0 0 32767 s 1999-02-06 21 233.615 -0.263 -179.0 2451215.5603 0.92 0.71 1.05 14.116 0.04 13.585 0.052 13.323 0.07 2151 73 ne 0 1 U 0.3 253 17.2 15.7 1 "" 17233 396339 33 Opt
0.15144 -0.123403 0.087782 305.4 "Gaia DR2 3026549379161746432" 112.38191345566 0.1205 -18.45417973899 0.1332 1635721458409799680 3026549379161746432 834777348 2015.5 0.4796 0.1600 2.9968 -2.102 0.258 5.015 0.260 -0.1356 -0.0076 0.0697 0.1549 0.0418 0.1700 -0.2901 0.2511 -0.1300 -0.1656 210 0 210 0 -0.1623 201.07 0.0 0.0 31 0 0.6467 1.3813 0.0379 -0.095 24 14 0.25421 0 26 0 222 835.0 1.497 557.874 18.38413182979084 0.0026509579993213464 22 272.3 9.117 29.866 19.2638 0.0364 20 823.1 9.46 87.014 17.4733 0.0125 1.312 0 1.790618529131656 0.8797288202454041 0.9108 "" "" 0 "" "" "" NOT_AVAILABLE 233.62012112443 -0.26797576059 118.01714476367 -39.74131706391 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.381922998 4.0031 -18.4542013309 4.0257 0.03850803439564127 0.03647730402034864 0.3053 0.151422 -0.123455 0.087678 305.4 112.381973 -18.454243 0.12 0.12 45 07293167-1827152 16.215 0.099 0.1 10.3 15.435 0.1 0.1 10.7 15.563 "" "" "" AAU 220 110 000 60500 22.4 291 269068735 0 0 32767 s 1999-02-06 21 233.62 -0.268 -171.7 2451215.5603 0.87 1.14 "" 16.574 0.313 15.223 0.191 "" "" 2177 80 ne 0 1 U 0.2 212 19.1 17.7 1 "" 17233 396339 33 Opt
0.173269 -0.124593 0.120411 314.0 "Gaia DR2 3026549692703552512" 112.38068429185 0.0828 -18.42154935875 0.0941 1635721458409799680 3026549692703552512 755827393 2015.5 0.4234 0.1086 3.8971 -3.160 0.176 4.947 0.197 -0.1118 0.1104 0.0928 0.2121 0.0029 0.2120 -0.3453 0.2764 0.0220 -0.1317 197 0 196 1 0.7183 204.69 0.07 0.07 31 0 1.4908 1.4270 0.0243 -0.071 22 13 0.18721 0 24 0 207 1684.0 1.842 913.951 17.62273825174765 0.0021567028179945644 21 656.1 7.753 84.635 18.3089 0.0128 22 1541 7.663 201.121 16.7923 0.0054 1.305 0 1.5166561565027727 0.6861704383008878 0.8304 "" "" 0 "" "" "" NOT_AVAILABLE 233.59092126248 -0.25336456139 118.0073034695 -39.70955529097 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.380698634 2.7288 -18.4215706597 3.0593 0.01411669099696936 0.013083625364675427 0.1812 0.173279 -0.124651 0.120366 314.0 112.380737 -18.421555 0.07 0.07 90 07293137-1825175 15.622 0.064 0.065 17.7 15.162 0.101 0.101 13.8 14.864 0.13 0.13 8.3 AAB 222 111 cc0 563616 5.3 264 269068601 0 0 32767 s 1999-02-06 21 233.591 -0.253 -167.5 2451215.5603 0.93 1.48 1.23 15.327 0.068 14.769 0.117 14.568 0.294 2060 85 ne 0 1 U 4.1 84 16.0 14.5 1 "" 17233 396339 33 Opt
0.033085 -0.00563 0.032602 350.2 "Gaia DR2 3026550925349905920" 112.50606964241 0.2277 -18.50940355281 0.2894 1635721458409799680 3026550925349905920 482420806 2015.5 1.7636 0.3797 4.6446 0.041 0.491 -6.658 0.576 -0.2864 -0.1586 -0.1403 0.1439 0.2151 0.1751 -0.0734 0.3040 -0.1983 -0.3323 292 0 290 2 2.6506 352.31 0.969 1.6 31 0 0.1212 1.3299 0.0715 0.01 33 13 0.55934 0 36 0 298 321.3 1.109 289.649 19.42112322737118 0.0041583149557552265 31 67.89 4.528 14.993 20.7719 0.0724 33 479.7 6.892 69.607 18.0594 0.0156 1.704 0 2.7125642300254285 1.3508261977640714 1.3617 "" "" 0 "" "" "" NOT_AVAILABLE 233.72504083574 -0.19111606218 118.18148779215 -39.77219157637 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.506069455 7.6066 -18.5093748872 8.932 0.07411232436693647 0.07254667072672027 0.3695 0.033113 -0.005835 0.032595 349.9 112.505967 -18.509371 0.18 0.16 43 07300143-1830337 16.198 0.104 0.104 9.4 15.609 0.152 0.152 6.7 15.938 "" "" "" BCU 220 110 000 60500 14.3 316 401907689 0 0 32767 s 1999-04-22 29 233.725 -0.191 -164.1 2451290.5305 0.92 1.2 "" 16.696 0.314 16.236 0.704 "" "" 2367 88 ne 0 1 U 0.5 275 20.4 17.7 1 "" 24255 557863 245 Opt
0.032146 -0.010083 0.030524 341.7 "Gaia DR2 3026550890990166400" 112.50137282505 0.1185 -18.51148223355 0.1403 1635721458409799680 3026550890990166400 1056838653 2015.5 0.4893 0.1872 2.6138 -1.034 0.252 -2.008 0.274 -0.2951 -0.0831 -0.1542 0.0903 0.0900 0.1003 -0.2291 0.3298 -0.1883 -0.3277 328 0 327 1 1.0462 348.58 0.0 0.0 31 0 0.4209 1.4819 0.0379 -0.032 37 14 0.2756 0 38 0 335 662.4 1.255 527.728 18.63553362475551 0.002733683047339187 34 246.7 4.976 49.586 19.3709 0.0219 32 668.8 6.705 99.745 17.6987 0.0109 1.382 0 1.6722297449613102 0.735355478945408 0.9368 "" "" 0 "" "" "" NOT_AVAILABLE 233.72472805229 -0.19602113042 118.17634347078 -39.77511132011 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.501377518 3.9079 -18.5114735894 4.2436 0.02456568470244706 0.022109952350425798 0.2253 0.032089 -0.010206 0.030423 341.5 112.501357 -18.511543 0.23 0.21 70 07300032-1830415 16.437 0.143 0.144 7.5 15.887 0.192 0.192 5.2 15.691 "" "" "" BCU 220 110 000 60500 9.5 182 401907653 2 0 32767 s 1999-04-22 29 233.725 -0.196 -148.4 2451290.5305 0.99 1.2 "" 16.175 0.288 16.546 0.93 "" "" 2375 104 ne 0 1 U 0.4 208 19.3 17.7 2 "" 24255 557863 245 Opt
0.036468 -0.008489 0.035467 346.5 "Gaia DR2 3026550925349908864" 112.50305430527 0.095 -18.50653919104 0.1111 1635721458409799680 3026550925349908864 91379791 2015.5 0.1713 0.1473 1.1632 -3.058 0.201 3.037 0.214 -0.3668 -0.1291 -0.2540 0.1624 0.1509 0.1790 -0.2786 0.3796 -0.2591 -0.3828 319 0 317 2 4.065 424.14 0.465 2.4 31 0 0.7351 1.4291 0.0288 -0.037 36 14 0.2265 0 37 0 324 1159.0 1.383 837.871 18.02856621247108 0.002217925143013226 32 403.8 6.585 61.326 18.8359 0.0177 28 1133 9.428 120.220 17.1259 0.0090 1.327 0 1.7099884633325253 0.8073642067103926 0.9025 "" "" 0 "" "" "" NOT_AVAILABLE 233.72115583669 -0.19225078123 118.17710308093 -39.76995038468 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.50306819 3.121 -18.5065522675 3.3195 0.020014713836535657 0.0178978042738985 0.0399 0.036455 -0.008608 0.035424 346.3 112.503043 -18.506542 0.16 0.15 42 07300073-1830235 16.116 0.107 0.107 10.1 15.381 0.132 0.133 8.3 15.169 0.18 0.18 5.9 ABC 222 111 000 161606 14.3 136 401907674 0 0 32767 s 1999-04-22 29 233.721 -0.192 -154.1 2451290.5305 0.9 1.24 1.21 15.99 0.235 15.017 0.248 15.081 0.198 2357 98 ne 0 1 U 0.5 303 19.0 17.5 1 "" 24255 557863 245 Opt
0.036299 -0.000439 0.036296 359.3 "Gaia DR2 3026550929643390336" 112.51154285292 0.3903 -18.50570975955 0.4754 1635721458409799680 3026550929643390336 200954565 2015.5 0.5236 0.7414 0.7062 -1.301 0.825 -1.041 0.992 -0.27 -0.0639 -0.1156 0.0963 0.2355 0.1386 -0.1498 0.2516 -0.4348 -0.2529 294 0 294 0 -1.0934 262.88 0.0 0.0 31 0 0.0415 1.3313 0.1270 -0.026 34 14 0.96292 0 36 0 297 153.0 0.9216 166.048 20.226458563033674 0.006781845670909305 32 52.81 4.669 11.310 21.0446 0.0960 31 246.7 6.65 37.098 18.7814 0.0293 1.957 0 2.263261624547777 0.8181921652150201 1.4450 "" "" 0 "" "" "" NOT_AVAILABLE 233.72428990189 -0.18479009762 118.18715437579 -39.76754272924 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.511548758 12.7964 -18.5057052758 15.3809 0.1003847368672387 0.09624442125099254 1.1567 0.036468 -0.000797 0.036459 358.7 112.51128 -18.505507 0.26 0.24 67 07300270-1830198 16.846 0.199 0.2 5.2 15.943 0.227 0.228 4.9 15.115 0.173 0.173 6.2 CDC 222 111 000 60606 8.4 91 401907696 0 0 32767 s 1999-04-22 29 233.724 -0.185 -182.3 2451290.5305 0.82 0.88 0.92 16.869 0.395 15.712 0.158 15.044 0.303 2353 70 ne 0 1 0 "" "" "" "" 0 "" 24255 557863 245 Opt
0.028626 -0.002394 0.028526 355.2 "Gaia DR2 3026550895294364544" 112.50948145799 0.4637 -18.51348001102 0.531 1635721458409799680 3026550895294364544 647628985 2015.5 1.3953 0.7344 1.8998 -4.482 0.984 3.302 1.055 -0.3079 -0.1405 -0.1330 0.1344 0.2131 0.1674 -0.1966 0.3391 -0.2545 -0.3381 314 0 314 0 5.5631 468.07 2.875 4.4 31 0 0.0297 1.1283 0.1444 -0.066 36 13 1.0713 0 39 0 320 147.4 0.8813 167.199 20.2675246045619 0.006738354307823313 28 48.31 4.376 11.040 21.1413 0.0983 33 274.9 7.514 36.588 18.6638 0.0297 2.194 0 2.477457282798298 0.8737378477649429 1.6037 "" "" 0 "" "" "" NOT_AVAILABLE 233.73016970183 -0.19023309474 118.18666463957 -39.77554624151 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.509501807 15.2647 -18.5134942293 16.3605 0.10274813125990931 0.0985819909827498 0.6770 0.028625 -0.00232 0.028531 355.4 112.509674 -18.513435 0.22 0.21 71 07300232-1830483 16.517 0.153 0.154 7.0 15.809 0.178 0.178 5.6 15.099 0.17 0.17 6.3 BCC 222 111 0cc 60505 9.8 34 401907666 2 0 32767 s 1999-04-22 29 233.73 -0.19 -176.8 2451290.5305 0.81 1.14 1.39 16.251 0.231 16.226 0.483 14.974 0.395 2381 76 ne 0 1 0 "" "" "" "" 0 "" 24255 557863 245 Opt
0.047605 -0.0101 0.046522 347.8 "Gaia DR2 3026550998373578496" 112.50135641206 0.1603 -18.49548424242 0.1931 1635721458409799680 3026550998373578496 510137993 2015.5 0.3061 0.2532 1.2087 -1.723 0.345 2.172 0.380 -0.2937 -0.0123 -0.0278 -0.0077 -0.0418 -0.0197 -0.1238 0.3082 -0.1005 -0.3483 303 0 303 0 0.5482 310.9 0.0 0.0 31 0 0.2408 1.4346 0.0521 -0.042 34 14 0.37557 0 35 0 311 454.7 1.219 373.004 19.04399212969265 0.0034223228588185846 34 130 5.478 23.735 20.0663 0.0457 33 503.7 4.581 109.948 18.0065 0.0099 1.394 0 2.059756342340023 1.022298974129896 1.0374 "" "" 0 "" "" "" NOT_AVAILABLE 233.71068353439 -0.18836021017 118.17220156694 -39.75943330348 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.501364235 5.3531 -18.4954935922 5.8921 0.046855634312526866 0.04589157338549541 0.1750 0.047599 -0.010164 0.046502 347.7 112.501403 -18.495464 0.27 0.24 81 07300033-1829436 16.65 0.145 0.146 6.2 15.904 0.247 0.247 5.1 15.429 "" "" "" CDU 220 110 c00 60600 5.2 87 401907744 0 0 32767 s 1999-04-22 29 233.711 -0.188 -148.6 2451290.5305 1.41 0.95 "" 16.838 0.365 15.697 0.283 "" "" 2317 104 ne 0 1 U 0.6 288 19.7 17.9 1 "" 24255 557863 245 Opt
0.029691 -0.010159 0.027899 340.0 "Gaia DR2 3026550890993095808" 112.50129309181 0.0838 -18.51410695725 0.0995 1635721458409799680 3026550890993095808 827444662 2015.5 0.4281 0.1350 3.1720 -1.607 0.178 5.248 0.197 -0.2989 -0.0740 -0.1669 0.0877 0.0827 0.0945 -0.2062 0.3204 -0.2153 -0.3246 324 0 324 0 0.4187 329.01 0.0 0.0 31 0 0.8472 1.4505 0.0265 -0.026 37 14 0.19829 0 38 0 333 1100.0 1.413 778.886 18.084523521617164 0.00227665567724462 34 440 7.165 61.415 18.7426 0.0177 32 1023 6.109 167.375 17.2377 0.0065 1.329 0 1.5050094118533224 0.6581214451812691 0.8468 "" "" 0 "" "" "" NOT_AVAILABLE 233.72699478361 -0.19734660416 118.17692351014 -39.77769901492 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.501300387 2.7633 -18.5141295545 3.0524 0.018978484041779944 0.017879598535764152 0.3237 0.029633 -0.010311 0.027781 339.6 112.501246 -18.514185 0.37 0.27 89 07300029-1830510 16.241 0.114 0.115 9.0 15.651 "" "" "" 15.522 0.237 0.237 4.2 BUD 202 101 000 160006 9.5 2 401907663 2 0 32767 s 1999-04-22 29 233.727 -0.197 -148.0 2451290.5305 0.87 "" 1.05 15.981 0.283 "" "" 15.647 0.565 2384 104 ne 0 1 U 1.4 292 18.6 17.3 2 "" 24255 557863 245 Opt
