_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.072097 -0.029955 -0.06558 204.5 "Gaia DR2 3026532336731323392" 112.48039948696 0.4319 -18.60758333998 0.4767 1635721458409799680 3026532336731323392 1422833330 2015.5 -0.3967 0.7149 -0.5550 2.305 0.908 5.751 1.009 -0.375 -0.0454 -0.3909 0.0185 0.1564 0.0610 -0.1664 0.2851 -0.3032 -0.3995 381 0 378 3 24.1436 1495.69 4.408 39.0 31 0 0.0359 1.3093 0.1004 0.027 44 14 1.0272 0 45 0 388 314.9 1.306 241.219 19.442933857568324 0.0048476320186793985 38 88.49 3.627 24.398 20.4842 0.0445 38 423.2 5.905 71.662 18.1956 0.0152 1.625 0 2.2886008040873627 1.0412797334046147 1.2473 "" "" 0 "" "" "" NOT_AVAILABLE 233.7995155494 -0.25956370718 118.17575989646 -39.87324662939 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.480389014 14.08 -18.6076081013 15.6414 0.04706898932851248 0.04478650881489918 12.4962
0.078825 -0.029599 -0.073057 202.1 "Gaia DR2 3026532336735738240" 112.48077353571 0.1733 -18.6150607088 0.2029 1635721458409799680 3026532336735738240 1028195396 2015.5 1.2781 0.2962 4.3156 -7.574 0.365 0.111 0.427 -0.2527 0.0129 -0.2997 -0.0531 0.0906 -0.0308 -0.1940 0.2064 -0.2110 -0.2833 398 0 395 3 0.2111 395.25 0.0 0.0 31 0 0.1783 1.4061 0.0497 0.037 45 14 0.40751 0 46 0 403 358.7 0.8013 447.641 19.301571521361062 0.003020428170560757 44 104.8 6.278 16.700 20.3001 0.0650 44 395.1 4.818 82.006 18.2702 0.0132 1.394 0 2.0298950830789515 0.9985109858778003 1.0313 "" "" 0 "" "" "" NOT_AVAILABLE 233.806246872 -0.26283890853 118.1781437416 -39.88050541228 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.480807947 5.6653 -18.6150611861 6.6183 0.06639005974049737 0.06509886822606174 10.3926
0.067163 -0.017732 -0.06478 195.3 "Gaia DR2 3026532375395697536" 112.49329587364 4.308 -18.60678532925 15.4349 1635721458409799680 3026532375395697536 1496746313 2015.5 "" "" "" "" "" "" "" -0.8629 "" "" "" "" "" "" "" "" "" 98 0 98 0 0.9379 105.66 0.0 0.0 3 0 0.0097 "" "" -0.004 12 5 32.873 0 14 0 106 68.04 1.346 50.549 21.10645732639504 0.02155480843377063 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.80467773366 -0.24845636133 118.19116290074 -39.87004162843 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.493295874 4.308 -18.6067853293 15.4349 "" "" 12.7838
0.076877 -0.025849 -0.072401 199.6 "Gaia DR2 3026532341029941248" 112.48473009261 0.7335 -18.61440468601 0.7115 1635721458409799680 3026532341029941248 1298063463 2015.5 -0.1077 1.0993 -0.0979 -0.124 1.470 3.331 1.405 -0.1781 0.1367 -0.4636 -0.0340 0.1023 0.0460 -0.3187 0.2182 -0.3090 -0.1696 260 0 259 1 -0.193 249.02 0.0 0.0 31 0 0.0196 0.9833 0.1884 0.061 30 13 1.4317 0 31 0 268 90.54 0.8106 111.702 20.796238839289355 0.009885265738266811 22 27.26 3.711 7.347 21.7624 0.1478 28 126.7 7.168 17.670 19.5054 0.0614 1.700 0 2.2569992676454476 0.9661474299587276 1.2908 "" "" 0 "" "" "" NOT_AVAILABLE 233.80746963262 -0.25923411086 118.18276346893 -39.87911916649 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.484730655 22.7961 -18.6144190291 21.7855 0.16005759645536718 0.1481109022693067 14.9609
0.07532 -0.041299 -0.062988 213.3 "Gaia DR2 3026532409749415680" 112.46842983931 0.6975 -18.60498874169 0.9331 1635721458409799680 3026532409749415680 29664301 2015.5 0.3885 1.4901 0.2607 -5.228 1.447 -0.087 1.689 -0.3518 0.0576 -0.1103 -0.0912 0.2676 0.0377 -0.0246 0.3882 -0.3083 -0.4106 212 0 211 1 0.4751 215.11 0.0 0.0 31 0 0.0191 1.1513 0.2225 -0.017 25 9 1.728 0 26 0 221 85.97 0.8505 101.078 20.852570535320687 0.01089131941875402 16 33.61 6.056 5.549 21.5353 0.1957 24 119.3 5.436 21.939 19.5707 0.0495 1.778 0 1.9646627172961253 0.6827551500030182 1.2819 "" "" 0 "" "" "" NOT_AVAILABLE 233.79179828836 -0.26827371382 118.16060194495 -39.87295106932 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.468453592 22.4362 -18.6049883692 26.1976 0.2018417311746996 0.19597431248717478 21.4921
0.058341 -0.023846 -0.053245 204.1 "Gaia DR2 3026532375395413888" 112.48684632476 0.3846 -18.59524964723 0.4549 1635721458409799680 3026532375395413888 551480853 2015.5 1.2939 0.6573 1.9684 -0.623 0.808 -0.727 0.893 -0.3228 -0.1547 -0.2666 0.1243 0.2022 0.1537 -0.2703 0.3754 -0.2708 -0.3473 367 0 366 1 1.5779 404.36 0.895 0.42 31 0 0.0377 1.3177 0.1157 0.007 42 13 0.91079 0 44 0 376 134.9 0.6808 198.149 20.363370174944095 0.005767619929932061 37 62.05 5.418 11.451 20.8696 0.0948 39 163 4.134 39.435 19.2314 0.0275 1.668 0 1.6382510855851145 0.5062453286786557 1.1319 "" "" 0 "" "" "" NOT_AVAILABLE 233.79162358603 -0.24828669836 118.18037784717 -39.85994664392 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.486849154 12.5282 -18.5952465165 13.842 0.09876059511666507 0.09500156194750801 5.6750
0.065013 -0.020577 -0.06167 198.5 "Gaia DR2 3026532375390027776" 112.49029498587 17.7269 -18.60367511899 6.5649 1635721458409799680 3026532375390027776 999616255 2015.5 "" "" "" "" "" "" "" -0.0476 "" "" "" "" "" "" "" "" "" 53 0 53 0 10.0121 226.22 5.662 4.9 3 0 0.0064 "" "" 0.02 6 3 58597.0 0 6 0 52 61.63 1.685 36.58 21.213831528773284 0.02973502169006691 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.80058443474 -0.24946000525 118.18672748852 -39.8675570331 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.490294986 17.7269 -18.603675119 6.5649 "" "" 8.4320
0.06937 -0.041081 -0.055897 216.3 "Gaia DR2 3026532409744542592" 112.46866172918 0.4646 -18.59789810829 0.5669 1635721458409799680 3026532409744542592 670144110 2015.5 -0.2685 0.8174 -0.3285 -0.381 1.002 -0.083 1.210 -0.3693 -0.0946 -0.0981 -0.0634 0.1362 -0.0241 -0.0111 0.3137 -0.0641 -0.4417 319 0 318 1 -0.4031 302.37 0.0 0.0 31 0 0.0291 1.4015 0.1462 -0.003 37 13 1.1868 0 38 0 326 112.5 0.8034 140.04 20.560422167670854 0.007959220071164619 33 43.41 4.019 10.800 21.2575 0.1005 33 136.5 5.726 23.838 19.4242 0.0455 1.599 0 1.8333777571991412 0.697103461417548 1.1362 "" "" 0 "" "" "" NOT_AVAILABLE 233.7856815105 -0.26468049501 118.15905273681 -39.86595738677 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.468663462 15.5452 -18.5978977515 18.7648 0.1103912796651958 0.10085358622733794 6.0515
0.062317 -0.013296 -0.060882 192.3 "Gaia DR2 3026532371091066368" 112.49797768313 0.2429 -18.60288781638 0.2919 1635721458409799680 3026532371091066368 299822769 2015.5 0.6306 0.4228 1.4912 1.725 0.512 2.782 0.590 -0.2249 0.0129 -0.3077 -0.0473 0.2044 -0.0148 -0.1841 0.1838 -0.1792 -0.2832 394 0 391 3 1.6308 432.39 0.0 0.0 31 0 0.0893 1.3363 0.0700 0.044 45 14 0.56416 0 46 0 397 236.9 0.835 283.689 19.752124872257376 0.004229347121095248 38 77.36 5.073 15.249 20.6301 0.0712 41 265.8 5.543 47.946 18.7006 0.0226 1.449 0 1.9295566587209052 0.8780260487336307 1.0515 "" "" 0 "" "" "" NOT_AVAILABLE 233.80338633888 -0.242693446 118.19582226773 -39.86534165639 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.497969846 7.9464 -18.6028997946 9.1548 0.07475187526071912 0.0713394019316938 13.8231
0.057099 -0.033193 -0.046459 215.5 "Gaia DR2 3026532444104269184" 112.47698605277 0.3924 -18.58846206572 0.4709 1635721458409799680 3026532444104269184 599319422 2015.5 1.8198 0.7185 2.5329 -3.513 0.831 2.331 0.952 -0.267 -0.0777 -0.2288 0.0199 0.3137 0.0802 -0.1874 0.2553 -0.2426 -0.3162 344 0 343 1 0.084 339.52 0.0 0.0 31 0 0.0377 1.3183 0.1150 0.008 39 13 0.93326 0 40 0 349 136.3 0.7166 190.17 20.352319697485687 0.005986152848377171 34 42.93 3.835 11.195 21.2694 0.0970 38 165.2 3.963 41.687 19.2167 0.0260 1.527 0 2.052678495446564 0.9171022453731403 1.1356 "" "" 0 "" "" "" NOT_AVAILABLE 233.78118514495 -0.25323184035 118.16669260307 -39.85514548326 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.477002009 12.8931 -18.5884721034 14.7651 0.1004477692232958 0.09717828978362936 15.8461
0.067702 -0.038755 -0.055512 214.9 "Gaia DR2 3026532405450812416" 112.47111658813 0.2543 -18.59751415636 0.3064 1635721458409799680 3026532405450812416 1025925395 2015.5 1.4315 0.4300 3.3292 -0.354 0.539 1.816 0.618 -0.3122 -0.1122 -0.2292 0.0415 0.0880 0.0494 -0.1883 0.3256 -0.1628 -0.3549 370 0 368 2 1.5469 405.58 0.916 1.0 31 0 0.0832 1.3737 0.0770 -0.0 42 14 0.60848 0 43 0 377 229.7 0.8189 280.469 19.785544769076232 0.004269165687170359 34 71.91 3.06 23.501 20.7094 0.0462 35 274.8 7.742 35.489 18.6645 0.0306 1.509 0 2.0449651693046356 0.9238971592952154 1.1210 "" "" 0 "" "" "" NOT_AVAILABLE 233.78646038443 -0.26245469707 118.16192488876 -39.86512019599 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.471118195 8.3651 -18.5975219768 9.5786 0.05546102650952611 0.046417114830904604 7.4045
0.056417 -0.025618 -0.050265 207.0 "Gaia DR2 3026532439810557824" 112.48497793331 0.266 -18.59226939967 0.3225 1635721458409799680 3026532439810557824 1281227616 2015.5 0.9119 0.4553 2.0030 0.997 0.564 2.275 0.673 -0.3242 -0.1299 -0.2257 0.0316 0.1515 0.0555 -0.1525 0.2931 -0.1513 -0.3713 387 0 382 5 -0.807 354.63 0.0 0.0 31 0 0.0734 1.2879 0.0794 -0.008 44 14 0.65504 0 45 0 391 202.3 0.8122 249.037 19.92351764415085 0.004716613280545176 42 62.12 4.747 13.085 20.8683 0.0830 42 249 4.119 60.447 18.7714 0.0180 1.538 0 2.096884765767154 0.9447687538769642 1.1521 "" "" 0 "" "" "" NOT_AVAILABLE 233.78815911043 -0.2484111202 118.17734723479 -39.85737647029 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.484973405 8.7522 -18.5922791969 10.4362 0.0849272985180852 0.08311833975819906 14.8088
0.063456 -0.033383 -0.053965 211.7 "Gaia DR2 3026532444109503872" 112.47678413844 1.527 -18.59596783993 2.0847 1635721458409799680 3026532444109503872 1512130834 2015.5 "" "" "" "" "" "" "" -0.1239 "" "" "" "" "" "" "" "" "" 109 0 107 2 2.1971 135.9 4.742 2.3 3 0 0.0092 "" "" 0.121 13 6 4.7322 0 14 0 113 70.21 1.188 59.091 21.072402581571144 0.018462428602295765 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.78767965443 -0.25699952588 118.16838533796 -39.86254040485 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.476784138 1.527 -18.5959678399 2.0847 "" "" 10.4176
0.071406 -0.023816 -0.067317 199.5 "Gaia DR2 3026532375387026432" 112.48687680028 0.5453 -18.60932163284 0.5987 1635721458409799680 3026532375387026432 312783938 2015.5 -1.2372 0.8891 -1.3916 -5.689 1.132 6.503 1.236 -0.2656 -0.1146 -0.3756 0.0303 0.2912 0.0683 -0.2314 0.2165 -0.2374 -0.2893 331 0 325 6 1.0881 347.62 0.0 0.0 31 0 0.0238 1.4190 0.1645 0.0 38 12 1.2199 0 39 0 334 101.7 0.7975 127.455 20.67063152626676 0.008706718178206199 26 86.01 6.092 14.119 20.5150 0.0769 28 131.7 5.367 24.535 19.4631 0.0443 2.142 0 1.0518892394966315 -0.15564177105050447 1.2075 "" "" 0 "" "" "" NOT_AVAILABLE 233.80398519394 -0.25501092406 118.18404883013 -39.87373369121 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.486902647 17.558 -18.6093496319 19.1635 0.08875226192086838 0.07740038509880506 3.2421
0.069476 -0.024113 -0.065157 200.3 "Gaia DR2 3026532375387022080" 112.48656371482 1.1711 -18.60716179914 1.1751 1635721458409799680 3026532375387022080 902835108 2015.5 "" "" "" "" "" "" "" -0.2456 "" "" "" "" "" "" "" "" "" 138 0 138 0 1.0617 150.35 1.639 0.32 3 0 0.014 "" "" -0.091 17 10 2.254 0 18 0 146 71.12 0.9207 77.252 21.058374815517933 0.014169387441177277 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.80194768093 -0.25423533011 118.18311201399 -39.87167553849 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.486563715 1.1711 -18.6071617991 1.1751 "" "" 6.8478
0.095022 -0.066297 -0.068073 224.2 "Gaia DR2 3026532512830398464" 112.44205185732 3.7252 -18.61006597968 5.4542 1635721458409799680 3026532512830398464 1504741517 2015.5 "" "" "" "" "" "" "" -0.4784 "" "" "" "" "" "" "" "" "" 51 0 50 1 0.9259 53.62 4.608 1.2 3 0 0.0101 "" "" -0.205 6 5 44.73 0 6 0 52 61.8 1.359 45.489 21.210981503649187 0.02393580645810426 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 233.78426683319 -0.29264608573 118.12998079836 -39.88287723707 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.442051857 3.7252 -18.6100659797 5.4542 "" "" 12.6579
0.103043 -0.07493 -0.070736 226.6 "Gaia DR2 3026532474170270464" 112.43294149428 0.3974 -18.61272518917 0.48 1635721458409799680 3026532474170270464 547526480 2015.5 -0.4775 0.7073 -0.6751 0.092 0.843 3.110 0.894 -0.3634 0.0353 -0.0487 0.0001 -0.0510 -0.0270 -0.1660 0.4405 -0.2877 -0.3744 343 0 340 3 1.8017 383.1 1.124 0.66 31 0 0.0373 1.4471 0.1261 -0.051 39 13 0.92795 0 41 0 358 137.9 0.7599 181.487 20.339489382615547 0.006247493195379553 34 50.23 3.985 12.603 21.0990 0.0861 39 157.9 4.826 32.726 19.2658 0.0332 1.509 0 1.8333184147684527 0.7595674940756112 1.0737 "" "" 0 "" "" "" NOT_AVAILABLE 233.78246135551 -0.30149801134 118.11963703194 -39.8871921572 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.432941076 13.0673 -18.61273858 13.8633 0.09234417297839455 0.08638399824998924 18.1427
0.085834 -0.070573 -0.048855 235.3 "Gaia DR2 3026532581543260288" 112.4375477141 0.439 -18.59084671404 0.5024 1635721458409799680 3026532581543260288 926706848 2015.5 -0.9422 0.7369 -1.2785 -0.406 0.915 -2.312 1.056 -0.2347 -0.1766 -0.2010 0.1364 0.0964 0.1179 -0.1434 0.2876 -0.2689 -0.2605 315 0 312 3 0.0159 306.73 0.0 0.0 31 0 0.0321 1.3826 0.1392 0.011 36 13 1.0154 0 38 0 331 119.5 0.6949 171.958 20.494980236789612 0.006565636677155765 26 39.59 6.378 6.208 21.3573 0.1749 33 152.9 4.423 34.562 19.3011 0.0314 1.611 0 2.056303224393144 0.8623462678089666 1.1939 "" "" 0 "" "" "" NOT_AVAILABLE 233.76535344249 -0.2871783384 118.11957383541 -39.86488243637 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.437549559 14.1868 -18.5908367584 16.3757 0.17770217946470604 0.17501639199322178 17.5831
0.089842 -0.063905 -0.063149 225.3 "Gaia DR2 3026532512823785216" 112.44457798253 0.9787 -18.60514353812 1.0415 1635721458409799680 3026532512823785216 1009233881 2015.5 1.7705 1.5090 1.1733 -0.485 2.088 6.450 2.076 -0.498 -0.0744 -0.1169 -0.0842 0.0726 -0.0510 0.0874 0.4806 -0.1730 -0.5340 162 0 160 2 1.0598 173.7 0.85 0.11 31 0 0.0171 1.5640 0.3129 -0.095 19 10 2.3033 0 20 0 172 77.35 1.009 76.675 20.967319373380086 0.014273652106419458 13 42.21 8.638 4.886 21.2879 0.2222 18 88.78 6.47 13.722 19.8912 0.0791 1.694 0 1.3967262961003577 0.32056797820935046 1.0761 "" "" 0 "" "" "" NOT_AVAILABLE 233.78109476806 -0.28818511208 118.13176949428 -39.87757837529 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.444580184 32.3861 -18.6051713083 32.1938 0.23587193519887065 0.22265390623282724 23.0248
0.096963 -0.066406 -0.070654 223.2 "Gaia DR2 3026532478464053632" 112.44193506724 0.3358 -18.61264757835 0.4071 1635721458409799680 3026532478464053632 1196222079 2015.5 1.6195 0.6001 2.6986 -3.936 0.713 2.981 0.778 -0.2993 -0.0848 -0.2461 0.1058 0.1271 0.1286 -0.3047 0.4207 -0.2535 -0.3303 372 0 370 2 2.2469 428.39 1.278 1.2 31 0 0.0474 1.2860 0.1046 -0.001 42 13 0.79653 0 43 0 379 161.3 0.7677 210.044 20.16958339832621 0.005473501240157191 31 28.54 2.649 10.776 21.7126 0.1008 40 247.9 3.966 62.511 18.7762 0.0174 1.714 0 2.936486113490041 1.5430675857433016 1.3934 "" "" 0 "" "" "" NOT_AVAILABLE 233.78647936111 -0.29398090813 118.1305051834 -39.88542968496 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.441952947 11.0558 -18.6126604139 12.0627 0.10226627911459635 0.10091116281227126 11.4441
0.092431 -0.0766 -0.05173 236.0 "Gaia DR2 3026532581543267840" 112.43118811543 0.2773 -18.5937192018 0.3347 1635721458409799680 3026532581543267840 1648508887 2015.5 0.2566 0.4542 0.5650 -3.900 0.583 3.298 0.656 -0.2247 -0.0541 -0.1594 0.0774 0.0473 0.0816 -0.2826 0.3260 -0.1487 -0.2598 354 0 353 1 0.7038 366.21 0.492 0.25 31 0 0.0685 1.3692 0.0905 -0.014 40 14 0.63343 0 42 0 369 187.8 0.7528 249.455 20.004276670249045 0.004709949331106383 36 65.28 6.528 10.000 20.8144 0.1086 38 237.6 4.773 49.782 18.8223 0.0218 1.613 0 1.9921781993106222 0.810139740493117 1.1820 "" "" 0 "" "" "" NOT_AVAILABLE 233.76498470573 -0.29384530085 118.11261582877 -39.86889032991 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.431205832 9.0338 -18.5937334022 10.1666 0.11076754260829154 0.10868475543330695 4.2762
0.09007 -0.074893 -0.050037 236.3 "Gaia DR2 3026532581543264896" 112.43298969674 0.3833 -18.59202648391 0.4661 1635721458409799680 3026532581543264896 1464531189 2015.5 -0.3473 0.6944 -0.5001 -2.135 0.822 3.399 0.863 -0.259 0.0379 -0.1090 0.1178 0.0666 0.1349 -0.3682 0.4822 -0.2368 -0.2885 328 0 321 7 -0.4427 304.35 0.0 2.3e-15 31 0 0.0407 1.4436 0.1233 -0.008 37 12 0.89267 0 40 0 328 133.5 0.8877 150.364 20.374859539795626 0.007441830775498551 34 52.94 4.76 11.122 21.0420 0.0976 36 173 4.461 38.775 19.1670 0.0280 1.692 0 1.8750696494968722 0.6671831384980287 1.2078 "" "" 0 "" "" "" NOT_AVAILABLE 233.76431772408 -0.29153528369 118.11436049526 -39.86689335412 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.432999397 12.7538 -18.5920411191 13.3808 0.10158479900846375 0.09791413252156855 4.6389
0.101421 -0.080819 -0.061274 232.8 "Gaia DR2 3026532547183542016" 112.4267313805 0.4629 -18.60326086201 0.5629 1635721458409799680 3026532547183542016 1557539806 2015.5 -0.1120 0.8647 -0.1295 -5.348 0.958 3.784 1.126 -0.2137 0.0087 -0.1263 0.0979 -0.1297 0.0501 -0.1544 0.3306 -0.3364 -0.1964 310 0 309 1 -0.9438 280.68 0.0 0.0 31 0 0.0275 1.5901 0.1518 0.011 36 14 1.0705 0 37 0 320 106.4 0.7607 139.82 20.621454172120632 0.007971310654347207 18 32.07 4.179 7.674 21.5862 0.1415 32 146.5 5.139 28.512 19.3471 0.0381 1.679 0 2.2391704900377967 0.9647999529394049 1.2743 "" "" 0 "" "" "" NOT_AVAILABLE 233.77133386709 -0.30212627978 118.10967927138 -39.87907886759 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.426755675 14.8604 -18.6032771552 17.4596 0.1465382255306291 0.14171523706951594 7.6877
0.103076 -0.084977 -0.058339 235.5 "Gaia DR2 3026532542889761792" 112.42234566988 0.306 -18.60032428244 0.3909 1635721458409799680 3026532542889761792 173875963 2015.5 -0.6758 0.5576 -1.2121 -3.471 0.654 2.988 0.699 -0.3846 -0.1110 -0.2419 0.1833 0.2008 0.2258 -0.3533 0.5041 -0.3324 -0.4038 318 0 317 1 0.3956 321.31 0.0 0.0 31 0 0.068 1.3686 0.0942 -0.041 36 13 0.75911 0 41 0 338 188.4 0.9717 193.878 20.000755388215183 0.005882362232113932 35 62.45 4.662 13.396 20.8626 0.0810 36 207.7 6.147 33.789 18.9684 0.0321 1.434 0 1.8941729057469985 0.8618308680216202 1.0323 "" "" 0 "" "" "" NOT_AVAILABLE 233.76676414403 -0.30436659027 118.10361319293 -39.87702214025 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.42236144 10.135 -18.6003371453 10.8363 0.08721792334094225 0.081273398496042 14.2597
0.101447 -0.085987 -0.053831 238.0 "Gaia DR2 3026532542889770240" 112.42128288845 0.2501 -18.59581530358 0.2979 1635721458409799680 3026532542889770240 830192276 2015.5 1.0218 0.4153 2.4602 0.332 0.527 -2.824 0.604 -0.2193 -0.0138 -0.1238 0.0361 0.0216 0.0430 -0.2001 0.3103 -0.1028 -0.2742 354 0 353 1 2.058 404.43 0.402 0.19 31 0 0.0833 1.3026 0.0824 -0.012 40 14 0.57601 0 42 0 370 215.3 0.8842 243.473 19.855941201410843 0.004808977184081309 33 44.58 4.189 10.641 21.2287 0.1020 39 279 5.503 50.707 18.6477 0.0214 1.503 0 2.5809377931774264 1.3727304003873684 1.2082 "" "" 0 "" "" "" NOT_AVAILABLE 233.76232402541 -0.30308932434 118.10116506013 -39.87280128938 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.421281379 8.1717 -18.5958031433 9.3622 0.10428281481783068 0.1021564866444873 17.0058
0.087536 -0.066523 -0.056897 229.5 "Gaia DR2 3026532508530025216" 112.44181725189 0.3067 -18.59888976593 0.3649 1635721458409799680 3026532508530025216 71109986 2015.5 0.5300 0.5345 0.9916 -2.850 0.644 4.130 0.692 -0.2811 0.0542 -0.1301 0.0125 -0.0540 -0.0040 -0.2027 0.3895 -0.2106 -0.2994 371 0 371 0 0.6234 382.44 0.0 4.2e-15 31 0 0.0556 1.3365 0.1006 -0.012 42 14 0.69042 0 45 0 389 167.1 0.7835 213.27 20.130958835608787 0.0053998450854323985 38 58.18 4.852 11.992 20.9394 0.0905 39 194.8 4.348 44.794 19.0382 0.0242 1.514 0 1.9012777838839199 0.8084695642134463 1.0927 "" "" 0 "" "" "" NOT_AVAILABLE 233.77435207029 -0.28748302582 118.12681511031 -39.87196599606 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.441830197 9.9913 -18.5989075468 10.7257 0.09375761011274066 0.09071128553409452 19.1256
0.091405 -0.071497 -0.056948 231.5 "Gaia DR2 3026532581543265280" 112.43656915401 0.4248 -18.59893916543 0.5098 1635721458409799680 3026532581543265280 1596278794 2015.5 0.0508 0.7346 0.0692 -0.800 0.912 3.879 1.005 -0.3256 0.0519 -0.0025 -0.0465 -0.0256 -0.0448 -0.1377 0.3897 -0.1351 -0.3741 331 0 331 0 1.2473 358.19 0.0 0.0 31 0 0.0326 1.3752 0.1328 -0.034 38 14 1.0055 0 40 0 351 120.8 0.7479 161.526 20.48323263685838 0.006958603438484128 37 52.32 3.931 13.310 21.0548 0.0816 38 143.9 5.195 27.691 19.3671 0.0392 1.624 0 1.687722294232337 0.5715395128556118 1.1161 "" "" 0 "" "" "" NOT_AVAILABLE 233.77201077741 -0.29187184507 118.12047491317 -39.87299845057 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.436572786 14.1497 -18.5989558647 15.5866 0.09053558991240707 0.08187853713873641 15.4564
0.092537 -0.064423 -0.066428 224.1 "Gaia DR2 3026532512823788032" 112.44402953299 0.3125 -18.60842202528 0.3807 1635721458409799680 3026532512823788032 579777 2015.5 0.9066 0.5380 1.6852 -0.398 0.657 -2.568 0.727 -0.3043 -0.1082 -0.2505 0.1085 0.1030 0.1107 -0.3078 0.3851 -0.2571 -0.3194 373 0 372 1 3.2015 459.97 1.596 2.1 31 0 0.0545 1.4894 0.0948 -0.013 42 13 0.7348 0 43 0 381 186.2 0.726 256.521 20.013217560551638 0.004599434064557214 35 47.87 4.963 9.644 21.1513 0.1126 35 267.4 5.968 44.807 18.6940 0.0242 1.693 0 2.457394228762407 1.138091902519065 1.3192 "" "" 0 "" "" "" NOT_AVAILABLE 233.78372271653 -0.29021309497 118.13195101583 -39.88089488665 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 112.444031341 10.1893 -18.6084109703 11.2758 0.11518169592573793 0.11268194113917054 12.8318
