_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.070503 0.064348 -0.02881 114.1 "Gaia DR2 5241032356630873344" 166.54342844941 0.2262 -62.51174446535 0.1855 1635721458409799680 5241032356630873344 87849648 2015.5 0.0429 0.2468 0.1738 -6.834 0.437 2.522 0.350 -0.176 -0.3188 0.0048 -0.0263 0.1109 0.0444 0.0704 0.1172 0.1661 -0.2503 198 0 198 0 -0.0772 190.83 0.0 0.0 31 0 0.2671 1.3973 0.0579 -0.074 23 16 0.40177 0 26 0 224 449.5 1.302 345.213 19.05667240200487 0.0036238241436543184 23 194.4 19.01 10.225 19.6299 0.1062 22 502.3 11.15 45.038 18.0095 0.0241 1.550 0 1.6204681586848935 0.5732662014796333 1.0472 "" "" 0 "" "" "" NOT_AVAILABLE 291.11660258595 -2.07972012746 209.53387014579 -58.94014104273 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.543492193 6.7826 -62.5117553244 5.4216 0.10891034710405918 0.10625363809763604 11.8244
0.06279 0.053109 -0.033497 122.2 "Gaia DR2 5241032322274657536" 166.51909618187 0.8222 -62.51645356169 0.7813 1635721458409799680 5241032322274657536 451414541 2015.5 -1.1345 0.8877 -1.2781 -9.610 1.778 2.708 1.614 -0.2258 -0.0380 -0.3002 0.1600 0.1796 0.1569 -0.4614 -0.1421 0.2438 -0.2908 163 0 163 0 2.1288 198.17 2.51 1.7 31 0 0.0252 1.1080 0.2138 -0.014 19 13 1.7533 0 20 0 171 108.8 1.073 101.439 20.596827731140518 0.010853976856203285 12 47.35 11.25 4.207 21.1632 0.2581 18 121.5 10.33 11.758 19.5504 0.0923 1.552 0 1.6127553646220818 0.566386938645735 1.0463 "" "" 0 "" "" "" NOT_AVAILABLE 291.10814004998 -2.0884820032 209.5263140121 -58.95167782533 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.519185837 27.5729 -62.5164652227 25.0304 0.2740911116324932 0.2582906599684081 6.9230
0.060482 0.057336 -0.01925 108.6 "Gaia DR2 5241032356630888192" 166.52819726038 0.4176 -62.50219821253 0.3392 1635721458409799680 5241032356630888192 1435253710 2015.5 0.0271 0.4456 0.0609 -7.534 0.837 3.144 0.668 -0.1553 -0.2887 0.0362 0.0118 0.0979 0.0796 0.0413 0.0698 0.1745 -0.1558 200 0 199 1 1.0599 214.92 0.0 0.0 31 0 0.0778 1.4843 0.1065 -0.002 24 17 0.74831 0 27 0 225 199.9 0.9041 221.105 19.936368047855325 0.005230034887065483 16 94.07 9.671 9.727 20.4177 0.1116 22 256 11.81 21.676 18.7411 0.0501 1.751 0 1.6766609714689622 0.48138102494942814 1.1952 "" "" 0 "" "" "" NOT_AVAILABLE 291.10636607808 -2.07372661901 209.51097966335 -58.93909643553 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.528267515 12.9756 -62.5022117483 10.3546 0.12236656598746667 0.11175066375197806 7.4625
0.061092 0.052378 -0.031445 121.0 "Gaia DR2 5241032386689366912" 166.51750436489 0.3485 -62.51440291306 0.2641 1635721458409799680 5241032386689366912 1657432149 2015.5 0.3976 0.3742 1.0623 -7.541 0.664 2.304 0.513 -0.2617 -0.3245 -0.1697 0.0420 0.2335 0.2012 -0.0396 0.1533 0.3285 -0.2905 201 0 200 1 2.4402 246.49 1.002 1.6 31 0 0.1305 1.2525 0.0835 -0.002 23 17 0.61814 0 27 0 234 303.2 1.123 270.078 19.48414865467452 0.004404780726004882 22 122.9 11.42 10.764 20.1271 0.1009 25 327.5 13.24 24.732 18.4737 0.0439 1.486 0 1.653427846525684 0.6430183018022717 1.0104 "" "" 0 "" "" "" NOT_AVAILABLE 291.10665387429 -2.08688855809 209.52238998485 -58.95087237418 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.51757471 10.2968 -62.5144128315 7.9592 0.11003723547977043 0.10097844045781774 3.3965
0.043765 0.042544 -0.010268 103.6 "Gaia DR2 5241032425350361600" 166.49613062741 0.7066 -62.49324126474 0.5102 1635721458409799680 5241032425350361600 1282297969 2015.5 1.8396 0.6654 2.7646 -6.492 1.406 3.672 1.057 -0.3662 -0.1111 -0.3313 0.2599 0.0710 0.3059 -0.2554 -0.0705 0.3347 -0.4860 199 0 196 3 3.0954 257.3 1.634 1.1 31 0 0.0372 1.1456 0.1501 0.029 23 15 1.3983 0 26 0 224 135.4 1.003 135.026 20.359674130866942 0.008240155174572533 17 62.26 10.37 6.006 20.8659 0.1808 21 225 13.56 16.593 18.8815 0.0654 2.122 0 1.9843853041761328 0.5062031075371713 1.4781 "" "" 0 "" "" "" NOT_AVAILABLE 291.08921253074 -2.07135172229 209.47897001209 -58.9442717391 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.496191153 21.8061 -62.4932570735 16.3961 0.19226203872691783 0.18096315499572568 6.0453
0.076411 0.065216 -0.039818 121.4 "Gaia DR2 5241032322274668672" 166.5453607943 4.4965 -62.52275072274 2.6185 1635721458409799680 5241032322274668672 773721359 2015.5 "" "" "" "" "" "" "" -0.6516 "" "" "" "" "" "" "" "" "" 43 0 42 1 0.9451 44.98 2.56 0.96 3 0 0.0183 "" "" -0.336 5 5 11.864 0 6 0 51 74.02 1.578 46.919 21.014968596663863 0.023210584868335 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 291.12177057308 -2.08948025823 209.55101250302 -58.94675360812 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.545360794 4.4965 -62.5227507227 2.6185 "" "" 4.8680
0.069048 0.06217 -0.030044 115.8 "Gaia DR2 5241032356634406528" 166.5387135625 2.2026 -62.51298284139 1.2604 1635721458409799680 5241032356634406528 440397666 2015.5 -2.6084 1.5993 -1.6310 -9.359 3.518 0.506 2.332 -0.0068 -0.2043 -0.7191 -0.1052 0.1567 -0.0399 -0.5388 0.0771 0.2212 0.0473 91 0 88 3 0.5789 89.98 2.387 0.7 31 0 0.0165 1.1337 0.3597 -0.375 11 8 3.5543 0 13 0 110 84.19 1.376 61.183 20.875197139234885 0.017836756824546912 4 79.17 8.783 9.014 20.6050 0.1204 8 117.3 12.99 9.031 19.5884 0.1202 2.334 0 1.0166211063852835 -0.27019872647310805 1.2867 "" "" 0 "" "" "" NOT_AVAILABLE 291.11509118582 -2.08171713998 209.53287922459 -58.94259216917 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.538800867 54.5731 -62.512985019 36.1694 0.1701957078579904 0.12176741817539825 11.1737
0.068245 0.059463 -0.033489 119.4 "Gaia DR2 5241032322271108992" 166.53286432178 0.4918 -62.51643322012 0.421 1635721458409799680 5241032322271108992 383579852 2015.5 -0.4566 0.5266 -0.8670 0.245 1.039 -4.190 0.837 -0.3029 -0.0609 -0.2139 0.2166 -0.0174 0.2624 -0.2041 -0.1201 0.3124 -0.4202 162 0 162 0 0.1742 159.43 0.0 0.0 31 0 0.0701 1.2830 0.1231 -0.168 19 14 1.022 0 21 0 179 180.7 1.044 173.029 20.045824404183612 0.006527908767508668 13 72.57 10.35 7.009 20.6996 0.1549 19 220.4 13.5 16.327 18.9038 0.0665 1.621 0 1.7958094505932607 0.6537575602930765 1.1420 "" "" 0 "" "" "" NOT_AVAILABLE 291.11397295026 -2.0859531604 209.53443296598 -58.94689916722 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.532862035 16.113 -62.516415178 12.9735 0.16859076898521516 0.155048048391288 4.2272
0.061829 0.059292 -0.017531 106.5 "Gaia DR2 5241032356631523584" 166.53242419475 0.7375 -62.50047584708 0.6587 1635721458409799680 5241032356631523584 1129516392 2015.5 1.1964 0.7604 1.5734 -4.860 1.605 2.638 1.416 -0.3279 -0.0894 -0.1677 0.1902 0.0051 0.2251 -0.3191 -0.1020 0.2385 -0.3671 155 0 153 2 2.888 202.63 2.391 4.8 31 0 0.0323 1.3960 0.1837 0.01 19 14 1.591 0 22 0 181 134.8 1.01 133.522 20.363933648954347 0.008328387700505435 13 125.1 34.99 3.574 20.1087 0.3038 18 241.7 13.34 18.119 18.8039 0.0599 2.720 0 1.3048475803076371 -0.25524291561728063 1.5601 "" "" 0 "" "" "" NOT_AVAILABLE 291.10747947505 -2.07137340436 209.51098009672 -58.93649342754 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.532469513 24.8956 -62.5004872035 21.9568 0.30969418704267104 0.3039498250863398 12.7575
0.072544 0.060604 -0.039871 123.3 "Gaia DR2 5241032322271783040" 166.53536532271 0.746 -62.52281325843 0.6432 1635721458409799680 5241032322271783040 643984926 2015.5 -0.0782 0.8359 -0.0936 -5.192 1.343 1.860 1.088 -0.2993 -0.3211 -0.1183 -0.0136 0.4102 0.0830 -0.0926 0.0734 0.2019 -0.2036 169 0 169 0 1.6157 194.29 0.0 0.0 31 0 0.031 0.9387 0.1810 -0.007 20 15 1.2226 0 25 0 214 113.0 1.093 103.306 20.556088299530444 0.010662452301407268 13 65.89 15.04 4.381 20.8044 0.2479 20 201.6 14.8 13.623 19.0010 0.0797 2.368 0 1.8034247329361541 0.24827941074342164 1.5551 "" "" 0 "" "" "" NOT_AVAILABLE 291.11755533974 -2.09135874156 209.54518939154 -58.95025383425 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.535413774 20.8324 -62.5228212677 16.8712 0.26035937308623036 0.24808273787332633 5.9462
0.054906 0.047583 -0.027396 119.9 "Gaia DR2 5241032390991260032" 166.5071002185 0.1327 -62.51036163481 0.1052 1635721458409799680 5241032390991260032 1184235637 2015.5 -0.1510 0.1360 -1.1105 -6.915 0.280 3.235 0.226 -0.1801 -0.2454 -0.1559 0.1567 0.0737 0.2152 -0.1064 -0.0669 0.1836 -0.0964 179 0 179 0 1.4677 202.1 0.158 0.22 31 0 0.9226 1.4328 0.0332 0.038 21 16 0.25465 0 25 0 211 1134.0 1.891 599.892 18.051675939366778 0.0025526024528288093 13 402 24.99 16.082 18.8410 0.0675 13 1232 11.22 109.798 17.0350 0.0099 1.441 0 1.805949130151749 0.7892939451640864 1.0166 "" "" 0 "" "" "" NOT_AVAILABLE 291.10064149369 -2.08507435817 209.51035486951 -58.95180056977 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.507164718 4.3468 -62.5103755626 3.4986 0.06827419809047788 0.06757583915475755 3.5860
0.066903 0.056549 -0.035751 122.3 "Gaia DR2 5241032322271783168" 166.5265595183 0.6255 -62.51870153065 0.59 1635721458409799680 5241032322271783168 61298182 2015.5 0.5520 0.7034 0.7848 -14.082 1.353 3.819 1.164 -0.2555 0.0082 -0.3436 0.2464 0.1225 0.2667 -0.4213 -0.1847 0.3534 -0.4342 167 0 164 3 0.7836 172.68 0.905 0.3 31 0 0.0429 1.1943 0.1706 -0.021 19 15 1.3868 0 23 0 201 138.3 1.095 126.249 20.336501582408705 0.00878634478182475 17 111.7 29.17 3.830 20.2311 0.2835 17 159.2 11.02 14.455 19.2568 0.0751 1.960 0 0.974303130298189 -0.10542891184436698 1.0797 "" "" 0 "" "" "" NOT_AVAILABLE 291.11219484885 -2.08918628375 209.53399978106 -58.95058164072 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.526690909 20.9861 -62.5187179742 18.0585 0.2932382098340814 0.28358555993444173 8.2104
0.070588 0.061503 -0.034641 119.4 "Gaia DR2 5241032317969961472" 166.53729080761 0.7621 -62.51758156616 0.6667 1635721458409799680 5241032317969961472 1256859131 2015.5 1.5674 0.8119 1.9306 -11.484 1.594 2.685 1.379 -0.1649 -0.1456 -0.0736 -0.0309 0.1790 -0.0601 -0.2419 -0.0707 -0.0406 -0.0716 152 0 151 1 3.9392 223.3 1.952 1.2 31 0 0.0289 1.8583 0.2031 -0.147 18 12 1.4082 0 21 0 176 114.7 0.9895 115.865 20.539964837885027 0.009541979607349487 6 76.27 22.95 3.323 20.6455 0.3267 8 213.8 40.5 5.280 18.9367 0.2056 2.530 0 1.7088236914696822 0.10553650780719082 1.6033 "" "" 0 "" "" "" NOT_AVAILABLE 291.11630471659 -2.08620141336 209.53872209721 -58.9461268873 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.537397955 24.7214 -62.517593128 21.3868 0.3860753990898642 0.32688379748667307 3.7964
0.033168 0.016182 -0.028952 150.8 "Gaia DR2 5241032528429472256" 166.43907477411 0.3245 -62.51195185921 0.2729 1635721458409799680 5241032528429472256 184102287 2015.5 0.2474 0.3767 0.6567 -4.157 0.641 -2.682 0.516 -0.1664 -0.2765 -0.0601 -0.0168 0.1990 0.1227 -0.0086 0.1121 0.3343 -0.2695 218 0 215 3 3.1142 279.7 1.14 2.0 31 0 0.1156 1.3946 0.0861 -0.008 25 17 0.59208 0 28 0 232 292.4 1.018 287.141 19.523642231899366 0.004187635256829701 21 118.4 13.44 8.811 20.1680 0.1232 25 372.8 12.06 30.902 18.3334 0.0351 1.680 0 1.834602299731113 0.644286781733733 1.1903 "" "" 0 "" "" "" NOT_AVAILABLE 291.07241724276 -2.09896223561 209.47239469166 -58.97640511141 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.439113555 9.9404 -62.5119403114 8.0028 0.12815920355415789 0.12330523342717566 11.1522
0.045187 0.026707 -0.03645 143.8 "Gaia DR2 5241032459709994240" 166.46189193066 0.3553 -62.51944198748 0.298 1635721458409799680 5241032459709994240 1236213539 2015.5 0.1022 0.4213 0.2425 -7.352 0.698 2.884 0.559 -0.1812 -0.2820 -0.0466 -0.0238 0.2752 0.1330 0.0046 0.1256 0.3383 -0.2375 227 0 225 2 2.2439 269.74 1.025 1.1 31 0 0.0948 1.4598 0.0939 -0.032 26 18 0.63812 0 30 0 254 248.4 1.084 229.136 19.70069586939691 0.005068772091347948 23 97.35 8.509 11.440 20.3805 0.0949 27 288.8 12.92 22.346 18.6104 0.0486 1.555 0 1.7701307603827843 0.6798419646338942 1.0902 "" "" 0 "" "" "" NOT_AVAILABLE 291.08506155917 -2.10166854106 209.49680508329 -58.97345628448 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.461960525 10.8196 -62.5194544032 8.6745 0.10664443745359048 0.09504934695822957 11.7190
0.042785 0.023844 -0.035525 146.1 "Gaia DR2 5241032459709992576" 166.4556856065 0.1427 -62.5185188777 0.1224 1635721458409799680 5241032459709992576 1361494481 2015.5 0.4183 0.1594 2.6241 -7.485 0.295 2.687 0.241 -0.2822 -0.0690 -0.2869 0.1926 0.1370 0.2103 -0.1174 0.2809 0.1595 -0.3797 211 0 211 0 -0.0873 203.57 0.0 0.0 31 0 0.6293 1.4011 0.0372 0.016 24 17 0.29126 0 32 0 248 844.4 1.499 563.217 18.372016614938495 0.0026374932415532395 26 393.1 20.88 18.826 18.8651 0.0577 27 955.5 18.32 52.150 17.3113 0.0208 1.597 0 1.5538694972287388 0.49315340582503353 1.0607 "" "" 0 "" "" "" NOT_AVAILABLE 291.08206417764 -2.10195500147 209.49178792066 -58.97499480995 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.455755447 4.5725 -62.5185304459 3.7404 0.061362371854616196 0.05775172005743418 4.7348
0.018249 0.012889 -0.012919 135.1 "Gaia DR2 5241032562789240576" 166.43192575082 0.4171 -62.49592027787 0.3301 1635721458409799680 5241032562789240576 470301324 2015.5 0.5544 0.4494 1.2335 -4.543 0.818 0.228 0.653 -0.2167 -0.2996 -0.1349 0.0069 0.1729 0.1196 -0.1443 0.0484 0.2805 -0.2865 216 0 215 1 1.5015 241.57 0.0 0.0 31 0 0.078 1.2746 0.1038 -0.104 25 18 0.76038 0 29 0 242 196.8 0.9884 199.101 19.953392472727977 0.005742520913742113 20 103.3 14.41 7.173 20.3157 0.1514 26 275.1 12.47 22.069 18.6633 0.0492 1.923 0 1.6525158892898517 0.3623364227236756 1.2901 "" "" 0 "" "" "" NOT_AVAILABLE 291.06302704151 -2.08555151923 209.44482848401 -58.9682805469 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.431968107 12.6842 -62.4959212591 10.1233 0.15916831430206443 0.15147124631044084 9.5459
0.013509 0.005966 -0.01212 153.8 "Gaia DR2 5241032562789232896" 166.41693347619 0.4305 -62.49512352466 0.3491 1635721458409799680 5241032562789232896 925184031 2015.5 1.2386 0.4765 2.5995 -10.593 0.863 2.171 0.690 -0.213 -0.2755 -0.1118 0.0044 0.2083 0.1138 -0.1103 0.0522 0.2808 -0.3072 212 0 212 0 2.148 253.09 1.124 0.98 31 0 0.0715 1.4650 0.1061 -0.109 25 18 0.80567 0 29 0 244 203.7 1.022 199.257 19.916082351275964 0.00573880067425783 21 103.8 12.24 8.486 20.3105 0.1279 26 303.5 12.47 24.341 18.5566 0.0446 2.000 0 1.753877755704874 0.39440598837379426 1.3594 "" "" 0 "" "" "" NOT_AVAILABLE 291.05635043904 -2.08756510515 209.43478652533 -58.97294716091 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.417032237 13.3839 -62.4951328715 10.6936 0.13552059838524252 0.12808461961571724 11.1672
0.028469 0.019665 -0.020586 136.3 "Gaia DR2 5241032558487807104" 166.44660810767 0.2052 -62.50358320351 0.1718 1635721458409799680 5241032558487807104 1337825532 2015.5 0.9979 0.2342 4.2608 -5.896 0.369 2.498 0.315 -0.0992 -0.3010 -0.2207 0.1145 0.1731 0.2172 0.0631 0.3156 0.2044 -0.0489 212 0 211 1 0.022 205.78 0.0 0.0 31 0 0.3032 1.4957 0.0533 0.072 25 17 0.33951 0 30 0 245 507.6 1.381 367.48 18.924595953388156 0.003459673394419717 21 170.6 11.78 14.485 19.7711 0.0750 25 524.2 11.34 46.231 17.9633 0.0235 1.369 0 1.807893941028901 0.8465383539079454 0.9613 "" "" 0 "" "" "" NOT_AVAILABLE 291.07229434784 -2.08990061217 209.4646756879 -58.96826278678 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.446663092 5.7176 -62.5035939594 4.8796 0.07858354123234411 0.07504779076002138 5.4841
0.050801 0.03282 -0.038776 139.8 "Gaia DR2 5241032459709999872" 166.47514521774 0.416 -62.52176184674 0.3236 1635721458409799680 5241032459709999872 389441635 2015.5 0.1161 0.4546 0.2553 -7.028 0.810 2.255 0.630 -0.2213 -0.3113 -0.0430 -0.0281 0.1913 0.1029 -0.0071 0.1138 0.2910 -0.2822 232 0 232 0 4.6737 340.98 1.893 3.7 31 0 0.073 1.5981 0.0999 -0.009 27 18 0.74531 0 31 0 267 239.6 1.093 219.31 19.73945644433251 0.005267997617641973 23 80.22 10.72 7.482 20.5906 0.1451 31 304.8 10.04 30.361 18.5520 0.0358 1.606 0 2.0386206532752347 0.8511692618993294 1.1874 "" "" 0 "" "" "" NOT_AVAILABLE 291.09160018919 -2.1013780237 209.50802543569 -58.97040172542 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.475210802 12.5667 -62.5217715563 9.763 0.14946799628982632 0.14521002626369123 8.5244
0.049576 0.033764 -0.0363 137.1 "Gaia DR2 5241032494069746176" 166.47718571802 0.2886 -62.51928494964 0.2306 1635721458409799680 5241032494069746176 1523434039 2015.5 0.8390 0.3194 2.6266 -9.914 0.574 3.515 0.452 -0.2062 -0.2890 -0.0437 -0.0287 0.1967 0.0956 -0.0210 0.1014 0.2964 -0.2655 234 0 234 0 3.5434 312.69 1.061 2.2 31 0 0.1443 1.3751 0.0715 0.002 27 18 0.52757 0 31 0 263 341.5 1.057 323.066 19.35495505462441 0.0038123309924222677 15 157.4 18.19 8.648 19.8592 0.1255 19 425.2 20.47 20.776 18.1904 0.0523 1.706 0 1.6687472993090182 0.5042090738861518 1.1645 "" "" 0 "" "" "" NOT_AVAILABLE 291.09148454901 -2.09873072685 209.50562824301 -58.96805769895 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.477278223 8.9035 -62.5193000816 7.0038 0.13600328709356055 0.12560564552579784 3.7658
0.02495 0.004349 -0.024568 170.0 "Gaia DR2 5241032528432252800" 166.41343592628 0.816 -62.50757128062 0.6798 1635721458409799680 5241032528432252800 295456016 2015.5 1.0917 0.8205 1.3305 -6.856 1.529 3.929 1.304 -0.2234 -0.2674 -0.3354 0.0509 0.2675 0.0825 -0.4062 -0.0132 0.1265 -0.1649 170 0 170 0 5.2925 280.08 2.659 3.3 31 0 0.0289 1.4414 0.1949 -0.099 20 15 1.4234 0 24 0 204 126.6 0.9756 129.771 20.432315748882775 0.008558121491384412 10 70.01 21.48 3.260 20.7385 0.3330 14 279.3 14.6 19.121 18.6469 0.0568 2.759 0 2.0916371448116173 0.306199523750994 1.7853 "" "" 0 "" "" "" NOT_AVAILABLE 291.05980705954 -2.09963251177 209.45083504503 -58.98238886665 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.413499872 23.7093 -62.5075881982 20.2229 0.33785906069724275 0.33315841061682083 3.5644
0.040032 0.028797 -0.027808 134.0 "Gaia DR2 5241032494073846784" 166.46640355145 1.0478 -62.51079831331 0.8719 1635721458409799680 5241032494073846784 529479702 2015.5 1.4481 1.1131 1.3010 -6.212 1.907 -0.475 1.518 -0.3088 -0.3363 -0.2679 0.0786 0.5025 0.0884 -0.3340 0.0307 0.0415 -0.0848 141 0 139 2 1.1574 153.12 1.917 0.77 31 0 0.0238 1.3094 0.2160 -0.015 17 13 1.729 0 20 0 155 101.0 0.8897 113.534 20.67748904926871 0.009731131290714323 8 46.92 23.73 1.977 21.1729 0.5491 18 158.1 11.5 13.747 19.2648 0.0790 2.029 0 1.9081129979582236 0.4954002651504865 1.4126 "" "" 0 "" "" "" NOT_AVAILABLE 291.08355037398 -2.09290680903 209.48689625886 -58.96617906142 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.466461496 29.5753 -62.5107962696 23.5397 0.554804951659241 0.5492379744954111 5.4650
0.050094 0.03375 -0.037019 137.6 "Gaia DR2 5241032459710006016" 166.47715565547 0.2801 -62.52000356734 0.2247 1635721458409799680 5241032459710006016 1583216039 2015.5 0.0234 0.3094 0.0755 -9.364 0.557 2.237 0.436 -0.2029 -0.2871 -0.0335 -0.0275 0.2051 0.0898 -0.0094 0.0954 0.2794 -0.2691 234 0 234 0 1.9483 272.53 0.87 1.4 31 0 0.1523 1.4693 0.0694 -0.004 27 18 0.51217 0 31 0 269 336.2 1.1 305.552 19.37187346096141 0.003983155712780771 11 126.8 12.65 10.025 20.0939 0.1083 15 374.1 11.64 32.130 18.3296 0.0338 1.490 0 1.7643975721302425 0.7220709444454982 1.0423 "" "" 0 "" "" "" NOT_AVAILABLE 291.09175637705 -2.09939616843 209.50665625312 -58.96854324498 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.477243033 8.6442 -62.5200131974 6.7608 0.1134817008924674 0.10839035817546519 5.0776
0.046144 0.0291 -0.035811 140.9 "Gaia DR2 5241032459712915200" 166.46707739081 3.797 -62.51880043989 2.2621 1635721458409799680 5241032459712915200 346565705 2015.5 "" "" "" "" "" "" "" -0.5185 "" "" "" "" "" "" "" "" "" 56 0 55 1 0.885 58.64 2.511 0.53 3 0 0.0146 "" "" -0.409 7 7 7.735 0 8 0 56 72.63 1.796 40.434 21.035639812377667 0.026912158661789243 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 291.08700618331 -2.10013205017 209.49894038592 -58.97123685552 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.467077391 3.797 -62.5188004399 2.2621 "" "" 12.3222
0.029025 0.020494 -0.020554 135.1 "Gaia DR2 5241032562789235712" 166.44840379291 0.4909 -62.50355104823 0.3625 1635721458409799680 5241032562789235712 450073058 2015.5 0.8121 0.5477 1.4829 -8.471 0.847 1.376 0.662 -0.2047 -0.4519 -0.1665 -0.0486 0.2228 0.1754 -0.0073 0.2121 0.3405 -0.2257 199 0 199 0 2.8763 255.55 1.501 1.8 31 0 0.0687 1.4047 0.1261 -0.001 23 17 0.77894 0 28 0 233 213.5 0.9955 214.446 19.865007036400403 0.00537350339539741 12 87.23 15.02 5.807 20.4997 0.1870 16 267 11.22 23.794 18.6958 0.0456 1.659 0 1.803935114876122 0.6347532158425935 1.1691 "" "" 0 "" "" "" NOT_AVAILABLE 291.07304333507 -2.08954265706 209.46569240153 -58.96761962926 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.44848279 13.1333 -62.5035569722 10.2617 0.1924578566806308 0.18703799866647616 6.4477
0.022613 0.003932 -0.022269 170.0 "Gaia DR2 5241032528432254080" 166.41253302311 0.6488 -62.50527205013 0.5858 1635721458409799680 5241032528432254080 1473544402 2015.5 0.4131 0.6701 0.6165 -4.166 1.371 2.728 1.195 -0.2646 -0.0962 -0.3274 0.1571 0.2067 0.1675 -0.4656 -0.1105 0.1844 -0.3400 181 0 179 2 3.1965 239.87 2.224 2.4 31 0 0.0401 1.2343 0.1527 -0.115 21 14 1.3564 0 25 0 213 158.8 1.063 149.429 20.18641051432624 0.007485684562171366 6 169.1 8.945 18.902 19.7812 0.0574 6 482.8 61.99 7.789 18.0525 0.1394 4.106 0 1.7287742074828785 -0.4051769430059373 2.1339 "" "" 0 "" "" "" NOT_AVAILABLE 291.05851160485 -2.09768719656 209.44695253064 -58.98118163819 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.412571874 21.2604 -62.5052837967 18.5327 0.15078905847867774 0.05794319279215382 2.4353
0.037829 0.029987 -0.023062 127.6 "Gaia DR2 5241032494069767680" 166.46897050383 0.3978 -62.50605019277 0.312 1635721458409799680 5241032494069767680 387854299 2015.5 0.0487 0.4429 0.1099 -5.596 0.775 1.251 0.599 -0.292 -0.3005 -0.0849 0.0180 0.2514 0.1775 -0.0114 0.1002 0.3445 -0.3962 215 0 212 3 -0.2032 202.24 0.0 0.0 31 0 0.0917 1.4863 0.0993 -0.049 26 18 0.73669 0 30 0 243 214.3 1.043 205.405 19.860743211395434 0.005583896877318122 20 97.22 14.63 6.644 20.3820 0.1634 26 233.9 12.98 18.021 18.8393 0.0602 1.545 0 1.542641824858734 0.5212230872722152 1.0213 "" "" 0 "" "" "" NOT_AVAILABLE 291.08275836124 -2.08807749126 209.48150818837 -58.96215019605 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 166.469022694 12.0214 -62.5060555791 9.2931 0.17416984365641067 0.16350230790470816 9.6257
