#ID               x         y         V        ev        BV       ebv        UB       eub        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP        Mv       BVo       UBo    E(B-V)    d(kpc)        SP
21        239.93924114 -53.7436429715    14.883     0.001     1.521     0.003      1.16     0.013     6.483     0.946     0.735      0.57     0.212      K2.5     2.295     0.183     0.097      1.34     0.486      A6.5     1.204    -0.037    -0.072      1.55     0.596      B9.8        --        --        --        --        --        --
22        239.916254718 -53.7534289925    14.884     0.002     1.857     0.004     1.586     0.026     8.517     1.365     1.213      0.49     0.093        M0     7.071     1.093     1.018      0.76     0.123      K4.5        --        --        --        --        --        --        --        --        --        --        --        --
23        239.895385597 -53.7637063292    14.917     0.001     0.884     0.002     0.345     0.005     5.135     0.687     0.211      0.19     0.689        G5     3.526     0.418    -0.008      0.47      0.97        F4     0.081    -0.132    -0.429      1.01     2.193        B6        --        --        --        --        --        --
24        239.924701021 -53.761064098    14.928     0.001     0.709     0.002     0.333     0.005     2.801       0.3      0.03      0.41     1.483        F0     0.664    -0.093    -0.274       0.8     2.274      B8.2        --        --        --        --        --        --        --        --        --        --        --        --
25        239.878998486 -53.7466755666     14.94     0.001     1.154     0.002     0.559     0.008     5.195     0.699     0.229      0.45     0.468        G6     3.526     0.418    -0.008      0.74     0.667        F4     0.023    -0.136    -0.444      1.28     1.548        B6        --        --        --        --        --        --
26        239.868294541 -53.7618568887    15.048     0.001     0.998     0.002     0.695     0.007     6.309     0.902     0.635      0.09     0.492        K2     2.426     0.209     0.095      0.79     1.083        A7     1.085    -0.051    -0.106      1.04     1.406      B9.5        --        --        --        --        --        --
27        239.868198355 -53.7565252294    15.102     0.002     0.927     0.003     0.383     0.006      5.16     0.692     0.218      0.23     0.701      G5.5     3.475     0.411    -0.009      0.52     1.007        F4     0.101    -0.131    -0.425      1.05     2.235        B6        --        --        --        --        --        --
28        239.86594957 -53.7303287199    15.142     0.001      1.13     0.003      0.57     0.009     5.344     0.724     0.276       0.4     0.515        G7      3.28      0.38    -0.006      0.75     0.808        F3     0.178    -0.126    -0.406      1.25     1.651      B6.5        --        --        --        --        --        --
29        239.912826116 -53.7625008263    15.159     0.002     1.016     0.003      0.54      0.01     5.626     0.771     0.365      0.24     0.573        G9     2.953     0.326     0.015      0.69     1.031        F1     0.488    -0.107    -0.328      1.12     1.737      B7.5        --        --        --        --        --        --
30        239.880907803 -53.7679452218    15.222     0.001     0.831     0.002     0.533     0.007     2.491      0.23     0.082       0.6     1.493      A7.5     0.983    -0.062    -0.147      0.89     1.977      B9.1        --        --        --        --        --        --        --        --        --        --        --        --
31        239.8949917 -53.8008597601    15.278     0.001     0.786     0.002     0.166     0.006     -0.51    -0.168    -0.566      0.95     3.703      B4.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
32        239.857112532 -53.7848335028    15.364     0.001     1.193     0.003     0.751     0.012     5.982     0.836     0.497      0.35     0.457      K0.5     2.692     0.278     0.047      0.91     0.934        A9     0.742    -0.085    -0.243      1.27     1.371      B8.4        --        --        --        --        --        --
33        239.860406543 -53.7242849002    15.384     0.001     0.911     0.004     0.532     0.009     5.927     0.825     0.474      0.08     0.695      K0.5     2.664     0.273     0.052      0.64     1.403        A9     0.775    -0.082     -0.23      0.99     2.032      B8.5        --        --        --        --        --        --
34        239.860908383 -53.7518351028    15.441     0.002     0.934     0.003     0.634      0.01     6.254     0.891     0.611      0.04      0.65        K2     2.448     0.216      0.09      0.72      1.42      A7.5     1.056    -0.054    -0.118      0.98      1.86      B9.4        --        --        --        --        --        --
35        239.853372511 -53.7572379689     15.53     0.003     1.105     0.004     0.744     0.012     6.199      0.88     0.588      0.22     0.537      K1.5     2.502     0.234      0.08      0.87     1.165      A7.5     0.958    -0.065    -0.157      1.16     1.567      B9.1        --        --        --        --        --        --
36        239.833023849 -53.8026492539    15.533     0.002     1.162     0.004     0.816     0.016      6.29     0.898     0.626      0.26     0.487        K2     2.458     0.219     0.088      0.94     1.077      A7.5     1.036    -0.057    -0.126      1.21      1.41      B9.3        --        --        --        --        --        --
37        239.925706738 -53.7437912937     15.57     0.002     1.194     0.003     0.589     0.012     5.195     0.699     0.229      0.49      0.59        G6     3.526     0.418    -0.008      0.78     0.842        F4    -0.016    -0.139    -0.454      1.33     1.961      B5.5        --        --        --        --        --        --
38        239.887063694 -53.7817989965    15.578     0.002     0.818     0.004     0.566      0.01     2.393     0.199       0.1      0.62     1.789        A7      1.18     -0.04    -0.078      0.85     2.252      B9.7        --        --        --        --        --        --        --        --        --        --        --        --
41        239.904091498 -53.7355101273    15.678     0.002     1.195     0.004     0.662     0.015     5.568     0.762     0.347      0.43     0.569        G9      3.04      0.34     0.006      0.85     1.001        F2     0.371    -0.114    -0.357       1.3       1.8        B7        --        --        --        --        --        --
42        239.908732828 -53.7494226633      15.7     0.002     1.726     0.006     0.776     0.026    -1.539    -0.222    -0.806      1.94     1.758      B2.4        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
44        239.852411453 -53.7905325257    15.722     0.002     1.356     0.005     0.787     0.018     5.568     0.762     0.347      0.59     0.462        G9     3.062     0.344     0.004      1.01     0.805        F2     0.294    -0.119    -0.377      1.47     1.494        B7        --        --        --        --        --        --
45        239.884069814 -53.7979814428    15.728     0.002     0.942     0.004     0.647     0.012     6.272     0.894     0.618      0.04     0.735        K2     2.437     0.212     0.093      0.73     1.606        A7     1.066    -0.053    -0.114      0.99     2.083      B9.4        --        --        --        --        --        --
46        239.928134356 -53.7978623635    15.739     0.002     1.027     0.003     0.666     0.012     6.109     0.862      0.55      0.16     0.671        K1     2.535     0.245     0.073      0.78     1.436        A8      0.91    -0.069    -0.176      1.09     1.949      B8.9        --        --        --        --        --        --
47        239.864798231 -53.7240516833    15.753     0.002       1.8     0.006     0.877      0.03    -1.401    -0.215    -0.773      2.01      1.53      B2.6        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
48        239.880300395 -53.7377107861    15.763     0.002      1.74     0.006     0.922     0.028    -0.869    -0.188    -0.642      1.92     1.368      B3.5        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
49        239.903713195 -53.7632256355    15.786     0.003     1.159     0.005     0.725     0.021     5.964     0.833     0.489      0.32     0.584      K0.5     2.682     0.277     0.049      0.88     1.189        A9     0.742    -0.085    -0.243      1.24     1.738      B8.4        --        --        --        --        --        --
50        239.907328848 -53.7575629449    15.851     0.003      1.16     0.005     0.648     0.016     5.641     0.773      0.37      0.38      0.64        G9     2.975     0.329     0.013      0.83      1.15        F1     0.449    -0.109    -0.338      1.26     1.992      B7.5        --        --        --        --        --        --
51        239.930259333 -53.7873060142     15.86     0.004     1.313     0.006     0.641     0.019      4.93     0.646     0.149      0.66     0.598        G3     3.932     0.476    -0.002      0.84     0.732        F8    -0.281    -0.155    -0.517      1.46     2.104        B5        --        --        --        --        --        --
52        239.844318655 -53.7435388835     15.93     0.002     1.299     0.005     0.708      0.02     5.399     0.733     0.294      0.56     0.574      G7.5     3.258     0.376    -0.005      0.92      0.92        F3     0.139    -0.129    -0.415      1.42     1.896      B6.5        --        --        --        --        --        --
53        239.877303576 -53.7723046301    15.939     0.002     1.318     0.005     0.741     0.021     5.497     0.749     0.324      0.56     0.551        G8     3.149     0.358    -0.002      0.96     0.918        F2     0.197    -0.125    -0.401      1.44     1.801      B6.5        --        --        --        --        --        --
55        239.880656895 -53.7902689922    15.972     0.002     0.945     0.004     0.685     0.016     6.367     0.917     0.669      0.02      0.81      K2.5     2.263     0.177     0.096      0.77     1.839        A6     1.256    -0.031    -0.057      0.97     2.197      B9.9        --        --        --        --        --        --
56        239.946079644 -53.7547786056    16.007     0.002     1.073     0.004     0.636     0.017     5.891     0.818     0.459      0.25     0.738      K0.5     2.746      0.29     0.039      0.78     1.474      A9.5     0.688    -0.091    -0.265      1.16     2.211      B8.3        --        --        --        --        --        --
59        239.855900548 -53.7948637921    16.161     0.002     0.901     0.004     0.654     0.016     6.328     0.907     0.646       0.0     0.926        K2      2.23     0.172     0.094      0.73     2.156        A6     1.291    -0.026    -0.048      0.92     2.533        A0        --        --        --        --        --        --
60        239.954864511 -53.7870959392    16.199     0.003     1.174     0.005     0.598     0.021     5.311     0.719     0.266      0.45     0.792      G6.5     3.302     0.384    -0.007      0.79     1.229        F3      0.12     -0.13     -0.42       1.3     2.569        B6        --        --        --        --        --        --
62        239.884213866 -53.8011390128    16.256     0.003     1.026     0.007     0.766     0.024     6.425     0.931     0.702      0.09     0.814      K2.5     2.084     0.146     0.089      0.88     1.944        A5     1.337     -0.02    -0.035      1.04     2.183      A0.1        --        --        --        --        --        --
63        239.950434538 -53.8007152059    16.311     0.003     1.315     0.007     0.655     0.027     4.996      0.66     0.169      0.65     0.724      G3.5      3.78     0.454    -0.005      0.86      0.94        F6    -0.216    -0.151    -0.503      1.46     2.513        B5        --        --        --        --        --        --
65        239.841881993 -53.7632876544    16.338     0.003     1.093     0.006     0.819     0.025     6.444     0.936     0.713      0.15     0.769      K2.5     2.132     0.156     0.091      0.94     1.813        A5      1.32    -0.023     -0.04      1.11     2.068        A0        --        --        --        --        --        --
66        239.907138735 -53.7914945945    16.341     0.003     1.383     0.007     0.855     0.034     5.837     0.807     0.435      0.57     0.559        K0     2.866     0.311     0.023      1.07     1.075        F0     0.526    -0.104    -0.318      1.48     1.759      B7.5        --        --        --        --        --        --
68        239.920624447 -53.7505112417    16.369     0.003     1.102     0.006     0.649     0.024     5.837     0.807     0.435      0.29     0.845        K0     2.782     0.297     0.033       0.8     1.665        F0     0.659    -0.094    -0.276      1.19     2.536      B8.2        --        --        --        --        --        --
69        239.902041287 -53.7740148033    16.387     0.003     0.947     0.005     0.747     0.022     6.502     0.951     0.746       0.0     0.948        K3     1.709     0.052     0.051       0.9     2.385        A2        --        --        --        --        --        --        --        --        --        --        --        --
72        239.962617668 -53.7726825629    16.415     0.003     1.244     0.007     0.681     0.028     5.486     0.748     0.321      0.49     0.762        G8     3.127     0.355    -0.001      0.89     1.276        F2     0.236    -0.123    -0.391      1.36      2.47      B6.5        --        --        --        --        --        --
83        239.928343352 -53.7470272798    16.664     0.003     1.227     0.008     0.663     0.032     5.442     0.741     0.307      0.48     0.885      G7.5     3.149     0.358    -0.002      0.87     1.457        F2     0.236    -0.123    -0.391      1.34      2.85      B6.5        --        --        --        --        --        --
85        239.937670664 -53.7988143018    16.725     0.003     1.136     0.008      0.72     0.034     6.036     0.847     0.519      0.28     0.921        K1     2.637     0.268     0.056      0.87     1.897      A8.5     0.794    -0.081    -0.222      1.21     2.728      B8.6        --        --        --        --        --        --
87        239.93825046 -53.740914426    16.745     0.003     1.153     0.008     0.504     0.029     4.833     0.626      0.12      0.52     1.148      G1.5     4.435     0.556     0.045       0.6      1.23        F9    -0.281    -0.155    -0.517       1.3     3.974        B5        --        --        --        --        --        --
89        239.887588795 -53.7728738859    16.776     0.003     1.247     0.009     0.568     0.036      4.79     0.618     0.107      0.62      1.03        G1     4.348     0.541     0.033      0.71      1.11        F9    -0.379     -0.16    -0.538       1.4     3.656      B4.5        --        --        --        --        --        --
112       239.950888636 -53.7380679712    17.007     0.004     1.198      0.01     0.407     0.037    -1.098      -0.2    -0.689      1.39     5.743        B3        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --        --
155       239.927122592 -53.7738155346    17.538     0.007     1.259     0.017     0.781     0.095     5.909     0.822     0.466      0.43     1.146      K0.5     2.764     0.293     0.036      0.96     2.288      A9.5     0.649    -0.095     -0.28      1.35     3.473      B8.1        --        --        --        --        --        --
